makesafe,wdrinkng,wall,toilet,tenurlot,tenurhws,strrec,shareit,segregate,roof,regcode,psurec,provcode,bedroom,hhnum,fwealthq,fuelmain,floor,finalwgt,electrct,dweltype,dump,drinksafe,composting,collect,burn
0,41,1,1,1,1,321,0,1,1,10,1,13,1,21160,2,6,1,296.25,1,1,0,0,1,0,0
0,41,2,1,3,1,321,0,1,1,10,1,13,3,21161,1,6,8,296.25,1,1,0,0,1,0,0
1,41,5,1,1,1,321,0,1,1,10,1,13,1,21162,1,6,3,296.25,0,1,0,1,1,0,0
0,41,2,1,1,1,321,0,1,1,10,1,13,2,21163,1,6,3,296.25,1,1,0,0,1,0,1
1,41,1,1,1,1,321,0,1,1,10,1,13,2,21164,2,6,8,296.25,1,1,0,1,1,0,0
0,12,2,1,1,1,316,0,1,1,10,2,13,3,21165,2,6,8,302.18502808,1,1,0,0,0,1,0
1,11,3,1,1,1,316,1,1,1,10,2,13,6,21166,3,6,8,302.18502808,1,1,0,1,0,1,0
6,42,5,3,1,1,316,0,1,1,10,2,13,1,21167,1,6,3,302.18502808,5,1,1,1,0,0,0
4,11,1,1,1,1,316,0,1,1,10,2,13,2,21168,3,6,8,302.18502808,1,1,0,1,0,0,1
9,91,1,2,2,2,316,0,1,1,10,2,13,2,21169,3,6,8,302.18502808,1,1,0,9,0,1,0
0,11,1,1,1,1,316,0,1,1,10,2,13,3,21170,3,6,8,302.18502808,1,1,0,0,0,1,0
6,12,2,1,1,1,316,0,1,1,10,2,13,4,21171,2,6,8,302.18502808,1,2,0,1,0,1,0
0,11,3,2,1,1,316,0,1,1,10,2,13,0,21172,3,6,3,302.18502808,1,1,0,0,1,0,1
9,91,1,1,1,1,316,0,1,1,10,2,13,3,21173,5,2,8,302.18502808,1,1,0,9,0,1,0
0,12,5,1,1,1,316,0,1,1,10,2,13,3,21174,1,6,3,302.18502808,1,1,0,0,0,1,0
0,12,5,1,1,1,316,0,1,1,10,2,13,2,21175,1,6,3,302.18502808,0,1,0,0,0,1,0
4,11,1,1,1,1,316,0,0,1,10,2,13,1,21176,1,6,1,302.18502808,0,1,1,1,0,0,0
0,11,5,1,1,1,316,0,1,1,10,2,13,0,21177,2,6,3,302.18502808,1,1,0,0,1,0,0
0,12,3,1,1,1,316,0,1,1,10,2,13,0,21178,3,6,8,302.18502808,1,1,0,0,0,0,1
1,11,1,1,1,1,316,1,0,1,10,2,13,4,21179,3,6,8,302.18502808,1,1,0,1,1,0,0
4,11,5,1,3,3,316,0,0,1,10,2,13,1,21180,1,6,3,302.18502808,1,1,0,1,0,0,1
1,11,5,1,1,1,316,1,1,1,10,2,13,2,21181,3,6,8,302.18502808,1,1,0,1,0,1,0
9,91,1,2,1,1,316,0,1,1,10,2,13,2,21182,5,2,8,302.18502808,1,1,0,9,0,1,0
1,11,5,1,3,3,316,1,1,1,10,2,13,2,21183,1,6,3,302.18502808,4,1,0,1,0,1,0
0,12,3,1,1,1,319,0,0,1,10,3,13,1,21184,2,6,8,300.20059204,0,1,0,0,0,1,0
0,12,2,1,1,1,319,0,0,1,10,3,13,2,21185,2,6,3,300.20059204,1,1,0,0,0,0,1
0,41,3,1,1,1,319,0,1,1,10,3,13,2,21186,2,6,8,300.20059204,1,1,0,0,1,0,1
0,41,3,1,1,1,319,0,1,1,10,3,13,3,21187,3,6,8,300.20059204,1,1,0,0,1,0,0
0,41,1,1,1,1,319,0,0,1,10,3,13,2,21188,3,6,8,300.20059204,1,1,1,0,0,0,1
0,11,5,1,1,1,319,0,1,1,10,3,13,1,21189,2,6,3,300.20059204,1,1,0,0,0,0,1
0,41,2,1,1,1,319,0,0,1,10,3,13,0,21190,1,6,1,300.20059204,1,1,0,0,1,0,0
0,12,3,1,1,1,319,0,0,1,10,3,13,2,21191,2,6,1,300.20059204,1,1,0,0,0,0,1
0,41,2,1,1,1,319,0,1,1,10,3,13,2,21192,1,6,8,300.20059204,1,1,0,0,1,0,1
0,12,2,1,1,1,319,0,0,1,10,3,13,2,21193,1,6,3,300.20059204,9999,1,0,0,0,0,1
0,41,5,1,3,1,319,0,0,1,10,3,13,1,21194,1,6,2,300.20059204,0,1,0,0,1,0,1
0,11,2,1,1,1,319,0,0,1,10,3,13,2,21195,1,6,3,300.20059204,9999,1,0,0,1,0,1
4,11,3,1,1,1,319,0,1,1,10,3,13,3,21196,3,6,8,300.20059204,1,1,0,1,0,0,1
0,11,5,1,2,1,319,0,0,1,10,3,13,2,21197,2,6,3,300.20059204,4,1,1,0,0,0,1
0,41,5,1,3,1,319,1,0,5,10,3,13,0,21198,1,6,3,300.20059204,0,1,0,0,0,0,1
0,11,3,1,1,1,319,0,1,1,10,3,13,2,21199,2,6,1,300.20059204,1,1,0,0,1,1,1
0,12,2,1,3,3,319,0,0,1,10,3,13,1,21200,1,6,1,300.20059204,1,1,0,0,1,0,1
0,41,3,1,1,1,319,0,0,1,10,3,13,1,21201,1,6,1,300.20059204,1,1,0,0,1,0,0
1,11,1,1,1,1,319,0,1,1,10,3,13,2,21202,3,6,8,300.20059204,1,1,0,1,1,1,1
0,41,3,1,3,1,319,0,1,1,10,3,13,1,21203,1,6,8,300.20059204,0,1,0,0,1,0,1
0,41,5,1,1,1,319,1,0,5,10,3,13,2,21204,1,6,3,300.20059204,5,1,0,0,0,0,1
0,42,5,3,3,1,319,0,0,4,10,3,13,1,21205,1,6,3,300.20059204,5,1,1,0,0,0,1
9,91,3,1,3,3,313,0,1,1,10,2,13,3,21206,2,6,8,318.21426392,4,2,0,9,0,1,1
0,11,3,1,1,1,313,0,1,1,10,2,13,5,21207,4,6,8,318.21426392,1,1,0,0,0,1,0
9,91,1,2,1,1,313,0,1,1,10,2,13,3,21208,5,2,6,318.21426392,1,1,0,9,0,1,0
0,11,1,2,2,1,313,0,1,1,10,2,13,3,21209,5,6,6,318.21426392,1,1,0,0,0,1,0
0,11,3,1,2,1,313,0,1,1,10,2,13,1,21210,3,6,3,318.21426392,1,1,0,0,0,1,0
9,91,1,1,1,1,313,0,1,1,10,2,13,4,21211,5,2,6,318.21426392,1,1,0,9,0,1,0
3,11,2,1,3,3,313,0,0,1,10,2,13,3,21212,4,6,2,318.21426392,1,1,1,1,0,0,1
1,41,3,1,1,1,313,0,1,1,10,2,13,2,21213,2,6,8,318.21426392,1,1,0,1,0,1,0
0,11,3,1,3,1,313,0,1,1,10,2,13,2,21214,3,6,8,318.21426392,4,1,0,0,0,1,0
9,91,5,1,3,1,313,0,1,1,10,2,13,2,21215,1,6,3,318.21426392,1,1,0,9,0,1,0
9,91,1,1,1,1,313,0,1,1,10,2,13,4,21216,5,2,6,318.21426392,1,1,0,9,0,1,0
9,91,3,1,3,1,313,0,1,1,10,2,13,2,21217,4,2,8,318.21426392,1,1,0,9,0,1,0
0,12,2,1,3,1,313,0,1,1,10,2,13,0,21218,1,6,8,318.21426392,4,3,0,0,0,1,0
0,12,2,1,3,1,313,1,1,1,10,2,13,0,21219,1,6,8,318.21426392,4,3,0,0,0,1,0
1,11,3,1,3,1,313,0,1,1,10,2,13,4,21220,4,6,8,318.21426392,1,1,0,1,0,1,0
0,11,5,1,3,1,313,0,1,1,10,2,13,1,21221,1,6,3,318.21426392,0,1,0,0,0,1,0
9,91,1,1,1,1,313,0,1,1,10,2,13,5,21222,5,6,6,318.21426392,1,1,0,9,0,1,0
9,91,1,1,1,1,313,0,1,1,10,2,13,4,21223,5,2,6,318.21426392,1,1,0,9,0,1,0
9,91,3,1,1,1,313,0,1,1,10,2,13,4,21224,5,2,8,318.21426392,1,1,0,9,0,1,0
0,41,2,1,1,1,322,0,1,1,10,1,13,1,21225,1,6,3,304.77026367,1,1,0,0,1,0,1
0,41,1,1,1,1,322,0,1,1,10,1,13,5,21226,3,6,8,304.77026367,1,1,1,0,0,0,1
0,41,1,1,1,1,322,0,1,1,10,1,13,2,21227,2,6,8,304.77026367,4,1,1,0,0,0,0
0,41,2,1,1,1,322,0,1,1,10,1,13,2,21228,4,6,8,304.77026367,1,1,0,0,0,0,1
0,41,2,1,1,1,322,0,1,1,10,1,13,1,21229,2,6,3,304.77026367,1,1,0,0,1,0,1
1,41,2,1,1,1,322,0,1,1,10,1,13,2,21230,2,6,8,304.77026367,1,1,0,1,1,0,1
0,31,5,1,1,1,322,0,0,5,10,1,13,1,21231,1,6,3,304.77026367,0,1,0,0,0,0,1
0,41,1,1,1,1,322,0,1,1,10,1,13,2,21232,2,6,8,304.77026367,1,1,0,0,1,0,0
0,41,1,1,1,1,322,0,1,1,10,1,13,1,21233,2,6,8,304.77026367,4,1,1,0,0,0,1
0,41,1,1,1,1,322,0,0,1,10,1,13,2,21234,3,6,8,304.77026367,1,1,0,0,1,0,0
3,41,2,1,3,1,322,0,0,1,10,1,13,1,21235,1,6,3,304.77026367,1,1,1,1,0,0,1
0,41,1,1,3,1,322,0,0,1,10,1,13,2,21236,3,6,8,304.77026367,1,1,1,0,0,0,1
0,41,1,1,1,1,322,0,0,1,10,1,13,2,21237,3,6,8,304.77026367,1,1,1,0,1,0,1
0,41,5,1,1,1,322,1,0,1,10,1,13,1,21238,1,6,3,304.77026367,0,1,1,0,0,0,1
0,41,5,1,3,1,322,0,1,5,10,1,13,2,21239,1,6,3,304.77026367,0,1,0,0,1,0,1
0,41,2,1,1,1,322,0,1,1,10,1,13,2,21240,1,6,3,304.77026367,1,1,0,0,1,0,0
0,41,1,1,1,1,322,0,1,1,10,1,13,2,21241,1,6,8,304.77026367,0,1,1,0,0,0,1
1,11,5,1,3,1,313,1,1,1,10,3,13,1,21242,2,6,3,318.21426392,4,1,0,1,1,0,0
0,11,3,1,1,1,313,0,1,1,10,3,13,2,21243,3,6,8,318.21426392,1,1,0,0,1,1,0
0,61,1,1,1,1,313,0,0,1,10,3,13,2,21244,4,2,6,318.21426392,1,1,1,0,1,0,0
9,91,5,1,1,1,313,0,1,1,10,3,13,2,21245,1,6,3,318.21426392,0,1,0,9,1,0,0
0,12,5,3,1,1,317,0,0,1,10,2,13,1,21246,1,6,1,302.05993652,1,1,0,0,0,0,1
0,42,5,3,1,1,317,0,0,1,10,2,13,1,21247,1,6,3,302.05993652,0,1,0,0,0,0,1
0,12,5,3,1,1,317,0,0,1,10,2,13,1,21248,1,6,3,302.05993652,0,1,0,0,1,0,1
0,11,3,1,1,1,317,0,1,1,10,2,13,4,21249,3,6,8,302.05993652,1,1,0,0,1,0,1
0,42,3,1,1,1,317,0,1,1,10,2,13,2,21250,2,6,8,302.05993652,1,1,0,0,1,0,1
0,12,5,1,1,1,317,0,1,1,10,2,13,2,21251,2,6,3,302.05993652,1,1,0,0,1,0,0
0,32,5,1,1,1,317,0,1,1,10,2,13,3,21252,2,6,1,302.05993652,1,1,0,0,1,0,1
1,12,5,1,1,1,317,0,1,1,10,2,13,2,21253,1,6,3,302.05993652,0,1,0,1,1,0,0
0,42,1,1,1,1,317,0,1,1,10,2,13,4,21254,4,6,7,302.05993652,1,1,0,0,1,0,0
0,11,5,3,1,1,317,0,0,7,10,2,13,2,21255,1,6,3,302.05993652,0,1,0,0,1,0,1
0,11,5,1,3,3,317,0,0,1,10,2,13,2,21256,1,6,3,302.05993652,0,1,0,0,1,0,1
0,11,5,3,1,1,317,0,0,1,10,2,13,2,21257,1,6,3,302.05993652,0,1,0,0,1,0,1
0,32,3,3,1,1,317,0,0,1,10,2,13,2,21258,1,6,8,302.05993652,0,1,0,0,0,0,1
0,12,5,1,1,1,317,0,0,1,10,2,13,1,21259,1,6,1,302.05993652,0,1,0,0,1,0,0
0,32,5,1,1,1,317,0,1,1,10,2,13,2,21260,1,6,3,302.05993652,0,1,0,0,1,0,1
1,11,3,1,1,1,320,0,0,1,10,2,13,2,21261,3,6,8,306.5508728,1,1,1,1,0,0,1
1,11,3,1,1,1,320,0,0,1,10,2,13,1,21262,3,5,8,306.5508728,1,1,0,1,0,0,1
0,13,1,1,1,1,320,0,1,1,10,2,13,1,21263,2,6,8,306.5508728,1,1,0,0,1,0,1
0,11,2,0,3,1,320,9,1,1,10,2,13,1,21264,2,6,2,306.5508728,1,1,1,0,1,0,1
1,11,2,1,1,1,320,0,0,1,10,2,13,1,21265,2,5,2,306.5508728,1,1,1,1,0,0,1
0,11,2,1,1,1,320,0,1,1,10,2,13,2,21266,3,6,2,306.5508728,1,1,1,0,1,0,1
0,41,5,1,1,1,320,0,1,1,10,2,13,2,21267,2,6,2,306.5508728,1,1,1,0,1,0,1
0,41,2,0,3,1,320,9,1,1,10,2,13,2,21268,1,6,1,306.5508728,0,1,0,0,1,0,0
1,11,3,1,1,1,320,0,0,1,10,2,13,2,21269,3,6,8,306.5508728,1,1,1,1,0,0,1
0,11,3,1,1,1,320,0,0,1,10,2,13,3,21270,2,6,1,306.5508728,1,1,1,0,0,0,1
0,13,2,1,1,1,320,0,0,1,10,2,13,1,21271,1,6,3,306.5508728,1,1,1,0,1,0,0
9,91,3,1,1,1,320,0,0,1,10,2,13,2,21272,4,6,7,306.5508728,1,1,1,9,0,0,1
9,91,1,1,1,1,320,0,0,1,10,2,13,3,21273,5,6,7,306.5508728,1,1,1,9,0,0,1
9,91,2,1,1,1,320,0,0,1,10,2,13,2,21274,3,5,2,306.5508728,1,1,1,9,0,0,1
0,41,2,1,3,1,320,0,1,1,10,2,13,1,21275,2,6,3,306.5508728,1,1,1,0,1,0,1
9,91,3,1,3,1,320,0,0,1,10,2,13,1,21276,2,6,2,306.5508728,1,1,1,9,0,0,1
0,13,5,1,1,1,320,0,1,1,10,2,13,2,21277,2,6,1,306.5508728,1,1,1,0,0,0,1
1,11,3,1,1,1,320,0,0,3,10,2,13,2,21278,3,6,2,306.5508728,1,1,1,1,0,0,1
9,91,3,1,1,1,320,0,0,1,10,2,13,2,21279,4,5,8,306.5508728,1,1,0,9,0,0,1
0,31,5,1,1,1,319,0,0,1,10,4,13,2,21280,1,6,2,300.20059204,9999,1,0,0,1,0,0
0,11,1,1,1,1,319,0,1,1,10,4,13,3,21281,2,6,8,300.20059204,1,1,0,0,0,1,0
1,11,5,1,1,1,319,0,0,1,10,4,13,2,21282,1,6,1,300.20059204,1,1,0,1,0,1,1
0,31,3,1,1,1,319,0,1,1,10,4,13,3,21283,3,6,8,300.20059204,1,1,0,0,1,0,0
9,91,3,1,1,1,319,0,1,1,10,4,13,2,21284,4,6,8,300.20059204,1,2,0,9,1,0,0
0,12,5,1,3,1,319,0,0,1,10,4,13,2,21285,1,6,3,300.20059204,1,1,0,0,0,0,1
0,31,2,1,1,1,319,0,0,1,10,4,13,1,21286,1,6,2,300.20059204,1,1,0,0,1,0,0
0,11,1,2,1,1,319,0,0,1,10,4,13,3,21287,3,6,8,300.20059204,1,1,0,0,0,0,1
4,11,5,1,1,1,319,0,0,1,10,4,13,1,21288,1,6,1,300.20059204,1,1,0,1,0,0,1
0,31,5,1,1,1,319,0,0,1,10,4,13,2,21289,1,6,3,300.20059204,1,1,0,0,1,0,0
1,11,5,1,1,1,319,0,1,5,10,4,13,0,21290,1,6,3,300.20059204,1,1,0,1,0,1,1
0,31,3,1,1,1,319,0,0,1,10,4,13,3,21291,2,6,8,300.20059204,1,1,0,0,1,0,0
0,31,3,1,1,1,319,0,1,1,10,4,13,4,21292,2,6,8,300.20059204,1,1,0,0,1,0,0
0,31,2,1,1,1,319,0,1,1,10,4,13,2,21293,1,6,8,300.20059204,0,1,0,0,1,0,0
4,11,2,1,1,1,319,0,1,4,10,4,13,2,21294,1,6,1,300.20059204,1,1,0,1,0,0,1
4,11,2,1,1,1,319,0,1,1,10,4,13,2,21295,2,6,8,300.20059204,1,1,0,1,1,0,1
0,11,2,1,1,1,319,0,1,1,10,4,13,1,21296,2,6,3,300.20059204,1,1,0,0,0,1,0
0,11,1,1,1,1,319,0,1,1,10,4,13,0,21297,2,6,8,300.20059204,1,1,0,0,0,1,1
0,31,3,1,2,2,319,0,0,1,10,4,13,1,21298,2,6,8,300.20059204,1,1,0,0,1,0,0
9,91,3,1,1,1,319,0,1,1,10,4,13,1,21299,4,6,8,300.20059204,1,1,0,9,1,0,0
1,11,3,1,1,1,318,0,1,1,10,3,13,1,21300,4,6,8,307.67980957,1,1,1,1,0,1,1
9,91,3,1,1,1,318,0,0,1,10,3,13,2,21301,4,6,8,307.67980957,1,1,1,9,0,0,1
1,11,3,1,1,1,318,0,0,1,10,3,13,3,21302,4,6,7,307.67980957,1,1,1,1,1,0,1
9,91,3,1,1,1,318,0,1,1,10,3,13,2,21303,4,2,8,307.67980957,1,1,1,9,0,1,1
0,41,3,1,3,3,318,0,1,1,10,3,13,2,21304,1,6,8,307.67980957,0,1,1,0,1,0,0
0,41,5,1,1,1,318,1,1,1,10,3,13,1,21305,1,6,3,307.67980957,0,1,1,0,0,0,1
4,41,3,1,1,1,318,0,1,1,10,3,13,0,21306,1,6,1,307.67980957,0,1,0,1,1,0,1
0,41,2,1,1,1,318,1,1,1,10,3,13,1,21307,1,6,2,307.67980957,1,1,1,0,1,0,0
1,11,3,1,1,1,318,0,0,1,10,3,13,2,21308,4,6,8,307.67980957,1,1,1,1,0,0,1
1,11,2,1,1,1,318,0,0,1,10,3,13,3,21309,3,6,1,307.67980957,1,1,1,1,0,0,1
0,41,3,1,1,1,318,0,1,1,10,3,13,2,21310,3,6,8,307.67980957,1,1,1,0,0,0,1
0,13,5,1,3,3,318,0,0,1,10,3,13,2,21311,1,6,3,307.67980957,0,1,1,0,0,0,0
0,13,2,1,1,1,318,0,1,1,10,3,13,2,21312,2,6,8,307.67980957,1,1,1,0,0,0,0
0,11,2,1,1,1,318,0,0,1,10,3,13,0,21313,2,6,3,307.67980957,1,1,0,0,0,0,1
1,11,3,1,1,1,318,0,0,1,10,3,13,2,21314,3,6,1,307.67980957,1,1,1,1,0,0,1
0,11,3,1,1,1,318,0,1,1,10,3,13,2,21315,4,6,1,307.67980957,1,1,0,0,0,0,1
9,91,2,2,3,1,318,0,0,1,10,3,13,2,21316,2,6,3,307.67980957,1,1,1,9,0,0,1
0,11,5,1,1,1,318,0,0,1,10,3,13,1,21317,3,6,2,307.67980957,1,1,0,0,0,0,1
0,11,3,1,1,1,318,0,0,1,10,3,13,3,21318,4,6,1,307.67980957,1,1,0,0,0,0,1
0,32,1,2,3,3,318,0,1,1,10,3,13,2,21319,2,6,8,307.67980957,1,1,1,0,0,0,1
0,41,3,1,2,2,318,0,0,1,10,3,13,2,21320,3,5,8,307.67980957,1,1,1,0,1,0,0
0,11,2,1,3,1,318,0,1,1,10,3,13,2,21321,2,6,8,307.67980957,1,1,1,0,0,0,1
1,11,3,1,1,1,314,0,0,1,10,2,13,2,21322,4,6,7,319.6463623,1,1,1,1,0,0,1
1,11,3,1,1,1,314,0,0,1,10,2,13,3,21323,4,6,7,319.6463623,1,1,1,1,0,0,1
0,41,3,1,1,1,314,0,1,1,10,2,13,2,21324,3,6,8,319.6463623,1,1,1,0,1,0,0
1,11,2,1,1,1,314,1,0,1,10,2,13,1,21325,2,6,3,319.6463623,1,1,1,1,0,0,1
9,91,5,1,3,3,314,0,1,1,10,2,13,2,21326,3,6,8,319.6463623,1,1,1,9,1,0,0
1,11,3,1,1,1,314,0,1,1,10,2,13,2,21327,3,5,1,319.6463623,1,1,1,1,1,0,1
0,11,2,1,3,1,314,0,0,1,10,2,13,2,21328,2,6,2,319.6463623,1,1,1,0,0,0,0
1,11,3,1,3,3,317,0,0,1,10,3,13,2,21329,3,6,1,366.49935913,1,1,1,1,0,0,1
0,11,2,1,3,3,317,0,1,1,10,3,13,1,21330,2,6,8,366.49935913,1,1,1,0,0,0,1
0,11,2,1,3,3,317,0,1,4,10,3,13,1,21331,2,6,2,366.49935913,1,1,1,0,0,0,1
0,11,3,1,1,1,317,0,0,1,10,3,13,2,21332,3,6,1,366.49935913,1,1,1,0,0,0,1
9,91,3,1,3,3,317,0,0,1,10,3,13,0,21333,3,6,8,366.49935913,1,1,0,9,0,0,1
1,11,3,1,3,3,317,0,0,1,10,3,13,1,21334,3,6,1,366.49935913,1,1,0,1,0,0,1
1,11,2,1,3,3,317,0,0,1,10,3,13,0,21335,3,6,3,366.49935913,1,1,1,1,0,0,1
9,91,3,1,1,1,317,0,0,1,10,3,13,2,21336,4,6,8,366.49935913,1,1,1,9,0,0,1
0,11,2,1,1,1,317,0,0,1,10,3,13,2,21337,4,6,3,366.49935913,1,1,0,0,0,0,1
0,11,3,1,1,1,317,0,0,1,10,3,13,1,21338,3,6,1,366.49935913,1,1,0,0,0,0,1
0,11,3,1,1,1,317,0,0,1,10,3,13,0,21339,2,6,3,366.49935913,1,1,1,0,0,0,1
1,11,3,1,1,1,317,0,0,1,10,3,13,2,21340,3,6,8,366.49935913,1,1,0,1,0,0,1
0,13,5,1,3,1,317,0,1,1,10,3,13,1,21341,2,6,3,366.49935913,1,1,0,0,0,1,1
0,11,2,1,3,3,317,0,1,4,10,3,13,2,21342,2,6,8,366.49935913,1,1,1,0,0,0,1
9,91,2,1,3,3,317,0,0,1,10,3,13,2,21343,2,6,2,366.49935913,1,1,1,9,0,1,1
0,11,3,1,1,1,317,0,1,1,10,3,13,2,21344,2,6,8,366.49935913,1,1,1,0,1,0,1
0,11,3,1,1,1,317,0,1,1,10,3,13,2,21345,3,6,8,366.49935913,1,1,1,0,0,1,0
0,12,1,1,3,1,317,0,1,1,10,3,13,2,21346,2,6,8,366.49935913,1,1,1,0,0,1,0
0,11,5,1,3,3,317,0,0,1,10,3,13,0,21347,1,6,3,366.49935913,1,1,1,0,0,0,1
0,11,3,1,1,1,317,0,0,3,10,3,13,2,21348,3,6,1,366.49935913,1,1,1,0,0,0,1
0,11,3,1,1,1,317,0,0,1,10,3,13,2,21349,3,6,1,366.49935913,1,1,0,0,0,0,1
0,11,3,1,1,1,317,0,0,1,10,3,13,1,21350,3,6,8,366.49935913,1,1,1,0,0,0,1
0,11,3,1,3,1,317,0,1,1,10,3,13,1,21351,3,6,8,366.49935913,1,1,0,0,0,1,0
0,11,2,1,3,1,317,0,1,1,10,3,13,2,21352,2,6,8,366.49935913,1,1,1,0,0,0,1
0,11,3,1,3,1,317,0,1,1,10,3,13,1,21353,2,6,8,366.49935913,1,1,1,0,0,0,1
0,11,2,1,3,1,317,0,1,1,10,3,13,1,21354,2,6,3,366.49935913,1,1,1,0,0,0,1
0,13,3,1,3,1,317,0,1,1,10,3,13,2,21355,1,6,8,366.49935913,0,1,1,0,0,1,1
0,81,2,1,3,1,317,0,0,1,10,3,13,1,21356,2,6,3,366.49935913,1,1,1,0,0,0,1
1,11,2,1,1,1,317,0,0,1,10,3,13,0,21357,2,6,2,366.49935913,1,1,1,1,0,0,1
0,11,3,1,1,1,317,0,0,1,10,3,13,1,21358,3,5,1,366.49935913,0,1,0,0,0,0,1
1,11,1,1,1,1,315,0,0,1,10,1,13,2,21359,2,6,1,301.11038208,3,1,0,1,0,0,1
0,11,1,1,3,3,315,0,0,1,10,1,13,2,21360,2,6,8,301.11038208,1,1,1,0,0,0,0
0,11,2,3,1,1,315,0,1,1,10,1,13,0,21361,1,6,2,301.11038208,1,1,0,0,0,0,1
0,11,5,0,3,1,315,9,1,1,10,1,13,2,21362,1,6,3,301.11038208,0,1,0,0,0,0,1
0,42,5,3,1,1,315,0,1,1,10,1,13,1,21363,1,6,2,301.11038208,1,1,0,0,0,0,1
0,42,3,3,3,1,315,0,1,1,10,1,13,2,21364,1,5,1,301.11038208,1,1,0,0,0,0,1
0,42,5,3,1,1,315,0,1,1,10,1,13,2,21365,1,6,3,301.11038208,1,1,0,0,0,0,1
9999,11,2,1,3,1,315,0,0,1,10,1,13,1,21366,1,6,2,301.11038208,0,1,0,9999,1,0,0
1,11,2,1,3,3,315,0,1,1,10,1,13,2,21367,2,6,2,301.11038208,1,1,0,1,1,0,0
0,11,2,1,3,3,315,0,0,1,10,1,13,2,21368,2,6,8,301.11038208,1,1,1,0,0,0,1
0,41,1,1,3,1,315,0,1,1,10,1,13,1,21369,3,6,8,301.11038208,1,1,0,0,0,0,1
0,11,2,1,3,1,315,0,1,1,10,1,13,3,21370,1,6,2,301.11038208,0,1,0,0,1,0,1
0,11,5,1,3,1,315,0,1,1,10,1,13,1,21371,1,6,3,301.11038208,1,1,0,0,1,0,0
0,11,2,1,3,3,315,0,0,1,10,1,13,1,21372,1,6,1,301.11038208,4,1,1,0,0,0,0
0,11,2,3,1,1,315,1,0,1,10,1,13,2,21373,1,6,1,301.11038208,0,1,1,0,0,0,1
0,11,1,1,3,1,315,0,1,1,10,1,13,2,21374,3,6,8,301.11038208,1,4,0,0,0,1,0
0,11,2,1,1,1,315,1,1,1,10,1,13,3,21375,3,6,8,301.11038208,3,1,0,0,0,1,0
0,11,1,1,1,1,315,0,1,1,10,1,13,5,21376,5,6,7,301.11038208,1,1,1,0,0,0,0
0,11,2,1,3,1,315,0,0,1,10,1,13,1,21377,1,6,1,301.11038208,1,1,1,0,0,0,1
0,11,1,1,3,3,315,0,1,1,10,1,13,2,21378,2,6,8,301.11038208,1,1,1,0,0,0,0
0,11,1,1,3,3,315,0,0,1,10,1,13,2,21379,2,6,8,301.11038208,1,1,1,0,0,0,1
0,11,2,1,1,1,315,0,0,1,10,1,13,2,21380,1,6,2,301.11038208,0,1,1,0,0,0,1
0,11,2,1,1,1,315,0,1,1,10,1,13,1,21381,1,6,8,301.11038208,1,1,1,0,0,0,1
0,11,2,1,3,1,315,0,1,1,10,1,13,1,21382,1,6,3,301.11038208,1,1,1,0,0,0,0
0,11,2,1,1,1,315,0,1,1,10,1,13,2,21383,2,6,3,301.11038208,1,1,1,0,0,0,0
0,11,2,0,1,1,321,9,0,1,10,2,13,1,21384,1,6,8,296.25,0,1,0,0,1,0,0
0,41,5,1,1,1,321,0,1,2,10,2,13,2,21385,2,6,8,296.25,1,1,0,0,1,0,1
0,11,2,0,1,1,321,9,0,1,10,2,13,1,21386,1,6,2,296.25,1,1,0,0,1,0,0
0,11,2,1,1,1,321,0,0,1,10,2,13,2,21387,1,6,2,296.25,1,1,0,0,0,0,1
1,11,1,1,1,1,321,0,1,1,10,2,13,6,21388,2,6,8,296.25,1,1,0,1,1,0,1
1,11,1,1,1,1,321,0,0,1,10,2,13,2,21389,2,6,8,296.25,1,1,0,1,1,0,0
1,41,5,1,3,1,321,0,1,1,10,2,13,2,21390,1,6,3,296.25,1,1,0,1,1,0,0
0,11,2,1,1,1,321,0,0,1,10,2,13,0,21391,2,6,2,296.25,1,1,0,0,0,0,1
1,11,1,1,1,1,321,0,1,4,10,2,13,3,21392,2,6,8,296.25,1,1,0,1,1,0,1
1,41,2,0,1,1,321,9,0,1,10,2,13,2,21393,1,6,2,296.25,1,1,0,1,0,0,1
0,11,1,1,1,1,321,0,1,1,10,2,13,1,21394,2,6,8,296.25,1,1,0,0,1,0,0
0,11,5,1,1,1,321,0,0,1,10,2,13,2,21395,1,6,8,296.25,1,1,0,0,0,0,1
0,31,8,1,3,3,316,0,1,1,10,3,13,2,21396,1,6,3,332.40353394,0,1,0,0,0,1,0
0,41,2,1,1,1,316,0,0,1,10,3,13,1,21397,1,6,2,332.40353394,1,1,0,0,1,0,0
0,42,2,1,1,1,316,0,0,1,10,3,13,3,21398,1,6,2,332.40353394,1,1,0,0,1,0,1
0,11,1,1,1,1,316,0,1,1,10,3,13,3,21399,5,2,6,332.40353394,1,1,0,0,1,1,0
0,31,5,3,3,3,316,0,0,1,10,3,13,0,21400,1,6,2,332.40353394,0,1,0,0,0,0,1
0,41,3,1,3,1,316,0,1,1,10,3,13,2,21401,2,6,8,332.40353394,1,1,0,0,1,0,0
0,31,3,1,2,2,316,0,1,1,10,3,13,0,21402,2,6,1,332.40353394,1,1,0,0,1,0,0
0,31,2,1,1,1,316,0,0,1,10,3,13,0,21403,1,6,2,332.40353394,1,1,0,0,1,0,0
