regcode,provcode,hhnum,topogrpy,dweltype,tenurhws,tenurlot,roof,wall,floor,bedroom,outroom,electrct,wdrinkng,storewtr,toilet,collect,burn,composting,dump,segregate,psurec,strrec,wgts
0,31,4034,7,2,3,3,2,1,8,0,9,1,11,1,1,0,1,0,0,0,184335011003,31012,258.42
0,31,4035,7,2,3,3,2,1,8,2,0,1,3,3,1,0,1,0,0,1,184335011003,31012,258.42
0,31,4036,7,1,2,2,2,1,8,2,0,1,4,3,1,0,1,0,0,1,184335011003,31012,258.42
0,31,4037,7,1,1,1,2,1,8,2,0,1,4,3,1,1,0,0,0,1,184335011003,31012,258.42
0,31,4038,7,1,2,2,2,1,8,2,0,1,11,3,1,1,1,0,0,0,184335011003,31012,258.42
0,31,4039,7,1,1,3,2,2,1,1,0,1,4,3,1,1,0,0,0,1,184335011003,31012,258.42
0,31,4040,7,1,1,3,2,2,8,2,0,1,11,3,1,1,0,0,0,0,184335011003,31012,258.42
0,31,4041,7,1,1,1,2,3,8,0,9,1,4,3,1,1,0,0,0,0,184335011003,31012,258.42
0,31,4042,7,1,1,1,2,2,8,2,0,1,2,3,1,1,0,0,0,0,184335011003,31012,258.42
0,31,4043,7,2,1,1,2,1,8,2,0,1,11,3,1,1,0,0,0,1,184335011003,31012,258.42
0,31,4044,7,1,1,4,2,1,8,2,0,1,4,3,1,1,0,0,0,0,184335011003,31012,258.42
0,31,4045,1,1,1,3,2,1,8,1,1,1,2,1,1,1,0,0,0,1,185235013002,31012,319.53
0,31,4046,1,2,3,3,2,1,8,0,9,1,3,0,1,1,0,0,0,0,185235013002,31012,319.53
0,31,4047,1,1,3,3,2,3,6,2,0,1,11,0,1,1,0,0,0,0,185235013002,31012,319.53
0,31,4048,1,1,1,1,2,3,8,2,1,1,11,0,1,1,0,0,0,1,185235013002,31012,319.53
0,31,4049,1,1,1,1,2,1,8,2,1,1,11,0,1,1,0,0,0,0,185235013002,31012,319.53
0,31,4050,1,1,3,3,2,1,8,1,1,1,1,0,1,1,0,0,0,1,185235013002,31012,319.53
0,31,4051,1,4,2,2,2,1,8,1,0,1,11,0,1,1,0,0,0,1,185235013002,31012,319.53
0,31,4052,1,1,1,1,2,1,4,4,0,1,11,0,1,1,0,0,0,0,185235013002,31012,319.53
0,31,4053,1,1,1,1,2,1,8,0,9,1,3,0,1,1,0,0,0,1,186635025005,31012,255.09
0,31,4054,1,1,1,1,2,1,8,2,0,1,3,0,1,1,1,0,0,1,186635025005,31012,255.09
0,31,4055,1,1,1,3,2,5,1,0,9,1,4,1,1,1,0,0,0,0,186635025005,31012,255.09
0,31,4056,1,1,1,1,2,1,8,1,1,1,3,0,1,1,0,0,0,0,186635025005,31012,255.09
0,31,4057,1,1,1,1,2,1,8,3,0,1,3,0,1,1,1,0,0,1,186635025005,31012,255.09
0,31,4058,1,1,1,1,2,1,1,3,0,1,3,0,1,1,1,0,0,1,186635025005,31012,255.09
0,31,4059,1,1,1,1,2,1,8,2,0,1,3,0,1,1,1,0,0,1,186635025005,31012,255.09
0,31,4060,1,1,1,1,2,1,6,4,0,1,11,3,1,1,0,0,0,1,186635025005,31012,255.09
0,31,4061,1,1,1,3,2,1,8,2,1,1,3,0,1,1,1,0,0,1,186635025005,31012,255.09
0,31,4062,1,1,1,1,2,3,8,1,1,1,3,0,1,0,1,1,0,1,186635025005,31012,255.09
0,31,4063,1,1,1,1,2,1,1,3,0,1,3,0,1,1,0,0,0,0,186635025005,31012,255.09
0,31,4064,1,1,2,1,2,1,8,2,0,1,3,0,1,1,0,0,0,1,186635025005,31012,255.09
0,31,4065,1,1,1,1,2,1,8,3,1,1,11,3,1,1,1,0,0,1,186635025005,31012,255.09
0,31,4066,1,1,1,1,2,1,8,3,1,1,3,0,1,1,1,0,0,1,186635025005,31012,255.09
0,31,4067,1,1,1,1,2,1,8,3,1,1,3,0,1,1,1,0,0,1,186635025005,31012,255.09
0,31,4068,1,1,1,3,2,2,1,2,1,1,3,0,1,1,1,0,0,1,186635025005,31012,255.09
0,31,4069,7,1,1,1,2,2,8,1,0,1,3,0,1,0,1,1,0,0,187336025000,31022,255.38
0,31,4070,7,1,3,3,2,1,8,1,1,1,3,0,1,0,1,1,0,1,187336025000,31022,255.38
0,31,4071,7,1,1,1,2,3,8,0,9,1,4,0,1,0,1,1,0,1,187336025000,31022,255.38
0,31,4072,7,1,1,3,2,2,3,0,9,1,4,0,1,0,1,1,0,1,187336025000,31022,255.38
0,31,4073,7,1,1,1,2,1,8,0,9,1,4,3,1,0,1,1,0,1,187336025000,31022,255.38
0,31,4074,7,1,1,1,2,2,3,0,9,1,3,0,1,0,1,0,1,0,187336025000,31022,255.38
0,31,4075,7,1,1,1,2,2,1,1,0,1,4,0,1,0,1,0,0,0,187336025000,31022,255.38
0,31,4076,7,1,1,3,2,1,8,1,1,1,4,3,1,0,1,1,0,1,187336025000,31022,255.38
0,31,4077,7,1,1,3,2,2,1,0,9,1,4,0,1,0,0,1,0,1,187336025000,31022,255.38
0,31,4078,7,1,1,1,2,3,9,2,0,1,3,0,1,0,1,0,1,0,187336025000,31022,255.38
0,31,4079,7,1,3,3,2,2,3,0,9,1,4,3,1,0,1,1,0,1,187336025000,31022,255.38
0,31,4080,7,1,1,1,2,1,8,1,1,1,4,0,1,0,0,1,0,0,187336025000,31022,255.38
0,31,4081,7,1,1,1,2,2,2,1,0,1,4,3,1,0,1,1,0,1,187336025000,31022,255.38
0,31,4082,7,1,3,3,2,3,8,0,9,1,4,0,1,0,0,1,0,1,187336025000,31022,255.38
0,31,4083,7,1,1,1,2,2,3,2,1,1,4,3,1,0,1,1,0,1,187336025000,31022,255.38
0,31,4084,7,1,1,1,2,3,2,4,0,1,3,3,1,0,0,1,0,1,187336025000,31022,255.38
0,31,4085,2,1,1,1,2,1,8,3,1,1,3,0,1,0,1,1,0,1,188637002000,31062,255.38
0,31,4086,2,1,1,3,2,1,8,1,1,1,4,0,1,0,1,0,1,0,188637002000,31062,255.38
0,31,4087,2,1,1,1,2,3,9,4,1,1,3,0,1,0,1,1,0,1,188637002000,31062,255.38
0,31,4088,2,1,1,3,1,2,3,1,0,0,4,0,0,0,1,0,1,1,188637002000,31062,255.38
0,31,4089,2,1,1,1,2,2,2,1,1,1,3,0,1,0,1,1,0,0,188637002000,31062,255.38
0,31,4090,2,1,1,3,1,2,2,0,9,0,3,0,1,0,1,0,0,0,188637002000,31062,255.38
0,31,4091,2,1,1,1,2,1,8,2,1,1,3,0,1,0,1,1,0,1,188637002000,31062,255.38
0,31,4092,2,1,1,1,2,2,2,0,9,0,3,0,1,0,1,1,0,1,188637002000,31062,255.38
0,31,4093,2,1,1,3,1,2,2,0,9,0,4,0,2,0,1,0,0,0,188637002000,31062,255.38
0,31,4094,2,1,1,3,2,3,9,1,1,1,4,3,1,0,1,1,0,1,188637002000,31062,255.38
0,31,4095,2,1,1,3,2,1,8,4,1,1,3,0,1,0,1,1,0,0,188637002000,31062,255.38
0,31,4096,2,1,1,3,1,2,2,0,9,1,3,0,1,0,1,0,0,1,188637002000,31062,255.38
0,31,4097,2,1,1,1,2,1,8,3,1,1,3,0,1,0,1,0,0,0,188637002000,31062,255.38
0,31,4098,2,1,1,3,1,2,3,0,9,1,3,0,1,0,1,0,1,0,188637002000,31062,255.38
0,32,28209,11,1,1,1,2,2,2,1,1,1,8,3,2,0,1,0,1,0,1533206008000,32012,137.25
0,32,28210,11,1,1,1,2,1,6,3,0,1,8,0,1,0,1,0,0,1,1533206008000,32012,137.25
0,32,28211,11,1,1,1,2,2,2,2,1,1,8,3,1,0,1,0,1,1,1533206008000,32012,137.25
0,32,28212,11,1,1,1,2,1,8,2,0,1,8,0,1,0,0,0,1,0,1533206008000,32012,137.25
0,32,28213,11,1,1,3,2,2,2,0,9,0,8,0,0,0,1,0,0,0,1533206008000,32012,137.25
0,32,28214,11,1,1,1,2,2,2,0,9,2,10,0,0,0,0,0,1,1,1533206008000,32012,137.25
0,32,28215,11,1,3,3,2,2,2,0,9,2,10,3,0,0,1,0,1,1,1533206008000,32012,137.25
0,32,28216,11,1,1,1,2,2,2,0,9,2,8,0,0,0,0,0,1,0,1533206008000,32012,137.25
0,32,28217,11,1,1,1,1,2,3,1,0,2,10,3,0,0,0,0,1,1,1533206008000,32012,137.25
0,32,28218,11,1,1,3,2,2,2,0,9,2,8,0,0,0,0,0,1,0,1533206008000,32012,137.25
0,32,28219,11,1,1,1,2,2,2,1,1,2,8,0,0,0,0,0,1,0,1533206008000,32012,137.25
0,32,28220,11,1,1,1,2,2,2,2,0,1,8,0,1,0,1,0,1,1,1533206008000,32012,137.25
0,32,28221,11,2,1,1,2,2,2,0,9,2,8,0,0,0,1,0,1,1,1532108005000,32012,136.25
0,32,28222,11,1,1,1,2,2,2,0,9,2,8,0,0,0,0,0,1,0,1532108005000,32012,136.25
0,32,28223,11,1,1,1,2,2,2,1,0,2,8,0,1,0,0,0,1,0,1532108005000,32012,136.25
0,32,28224,11,1,1,1,2,2,2,0,9,2,8,3,0,0,0,0,1,0,1532108005000,32012,136.25
0,32,28225,11,1,1,3,2,2,2,1,0,2,8,0,0,0,1,0,1,1,1532108005000,32012,136.25
0,32,28226,11,1,1,1,2,2,2,0,9,2,8,0,0,0,1,0,1,0,1532108005000,32012,136.25
0,32,28227,11,1,1,3,2,2,2,0,9,2,8,0,0,0,1,0,1,1,1532108005000,32012,136.25
0,32,28228,11,1,1,1,2,2,2,0,9,2,8,0,0,0,0,0,1,0,1532108005000,32012,136.25
0,32,28229,11,1,1,1,2,2,2,0,9,2,8,0,0,0,1,0,1,0,1532108005000,32012,136.25
0,32,28230,11,2,1,1,2,2,3,0,9,2,8,0,0,0,1,0,1,0,1532108005000,32012,136.25
0,32,28231,11,1,1,1,2,2,8,1,1,2,8,0,0,0,1,1,0,1,1532108005000,32012,136.25
0,32,28232,11,1,1,1,2,1,8,0,9,2,8,0,0,0,1,0,1,0,1532108005000,32012,136.25
0,32,28233,11,1,1,1,2,2,2,0,9,2,8,0,0,0,1,0,1,0,1532108005000,32012,136.25
0,32,28234,7,1,1,1,2,1,8,3,1,1,3,0,1,0,1,1,0,1,1534009021000,32022,137.00
0,32,28235,7,1,1,1,2,1,8,1,0,1,3,3,1,0,1,1,0,0,1534009021000,32022,137.00
0,32,28236,7,1,1,4,2,4,1,0,9,1,4,0,1,0,1,0,1,1,1534009021000,32022,137.00
0,32,28237,7,1,1,1,2,1,8,2,0,1,3,3,1,0,1,1,0,0,1534009021000,32022,137.00
0,32,28238,7,1,1,1,2,1,8,4,0,1,3,0,1,0,1,0,0,0,1534009021000,32022,137.00
0,32,28239,7,1,1,1,2,1,8,2,0,1,3,0,1,0,1,0,0,1,1534009021000,32022,137.00
0,32,28240,7,1,1,1,2,1,8,2,0,1,5,0,1,0,0,1,0,1,1534009021000,32022,137.00
0,32,28241,7,1,1,1,2,3,8,2,0,1,3,0,1,0,1,0,0,0,1534009021000,32022,137.00
0,32,28242,7,1,1,2,2,4,2,0,9,0,4,3,1,0,1,0,0,1,1534009021000,32022,137.00
0,32,28243,7,1,1,1,2,4,3,1,0,0,4,0,1,0,0,1,0,1,1534009021000,32022,137.00
0,32,28244,7,1,1,1,2,2,1,0,9,1,3,0,1,0,1,0,0,1,1534009021000,32022,137.00
0,32,28245,7,1,1,1,2,3,8,2,1,1,3,1,1,0,0,1,0,0,1534009021000,32022,137.00
0,32,28246,7,1,1,3,2,1,8,2,0,1,3,3,2,0,1,1,0,1,1534009021000,32022,137.00
0,32,28247,7,1,1,3,1,4,3,0,9,1,3,0,1,0,1,0,1,1,1534009021000,32022,137.00
0,32,28248,7,1,1,3,2,1,8,1,1,1,4,0,1,0,1,0,1,1,1534009021000,32022,137.00
0,32,28249,7,1,1,3,2,4,8,2,1,1,3,0,1,0,1,0,1,1,1534009021000,32022,137.00
0,32,28250,7,1,1,1,2,2,1,1,0,1,4,3,1,0,1,0,1,1,1534009021000,32022,137.00
0,32,28251,7,1,1,4,2,2,3,0,9,0,4,3,1,0,1,1,0,0,1534009021000,32022,137.00
0,32,28252,7,1,1,1,2,1,8,1,0,1,3,1,1,0,1,0,0,0,1534211006000,32022,137.00
0,32,28253,7,1,3,3,2,1,1,0,9,1,4,4,0,1,0,1,1,0,1534211006000,32022,137.00
0,32,28254,7,1,1,1,2,1,8,2,1,1,3,0,1,0,1,1,0,1,1534211006000,32022,137.00
0,32,28255,7,1,1,1,2,1,6,3,0,1,5,0,1,0,1,1,0,1,1534211006000,32022,137.00
0,32,28256,7,1,1,3,1,2,3,0,9,1,4,0,1,0,0,1,0,1,1534211006000,32022,137.00
0,32,28257,7,1,1,3,2,2,3,0,9,1,3,0,1,0,1,1,0,0,1534211006000,32022,137.00
0,32,28258,7,1,1,3,1,2,3,1,0,0,3,1,1,0,1,1,0,0,1534211006000,32022,137.00
0,32,28259,7,1,1,4,1,3,3,1,1,1,4,0,1,0,1,0,0,1,1534211006000,32022,137.00
0,32,28260,7,1,1,3,2,3,3,2,0,1,3,3,1,0,1,0,1,1,1534211006000,32022,137.00
0,32,28261,7,1,1,2,2,1,8,2,1,1,3,0,1,0,1,1,0,0,1534211006000,32022,137.00
0,32,28262,7,1,1,2,1,2,1,1,1,1,5,3,1,0,0,1,0,1,1534211006000,32022,137.00
0,32,28263,7,1,1,1,2,2,3,1,0,1,3,1,1,0,1,0,1,1,1534211006000,32022,137.00
0,32,28264,7,1,1,1,2,1,8,3,1,1,3,0,1,0,1,0,0,0,1534211006000,32022,137.00
0,32,28265,7,1,1,1,2,1,8,3,0,1,3,0,1,0,1,1,0,0,1534011014000,32022,137.00
0,32,28266,1,1,1,1,2,1,8,3,0,1,1,0,1,1,0,0,0,0,1534213008001,14011,188.81
0,32,28267,1,1,3,3,1,2,1,0,9,0,1,0,1,0,1,0,0,1,1534213008001,14011,188.81
0,32,28268,1,1,1,1,2,1,5,4,0,1,1,0,1,0,1,0,0,1,1534213008001,14011,188.81
0,32,28269,1,1,1,1,2,1,8,2,1,1,3,0,1,0,1,0,0,0,1534213008001,14011,188.81
0,32,28270,1,1,1,1,2,1,8,2,0,1,3,0,1,0,1,0,0,1,1534213008001,14011,188.81
0,32,28271,1,1,1,1,2,1,8,4,0,1,3,0,1,1,0,0,0,1,1534213008001,14011,188.81
0,32,28272,1,1,1,1,2,3,8,1,0,1,11,3,2,1,1,0,1,1,1534213008001,14011,188.81
0,32,28273,1,1,1,1,2,1,8,2,0,1,1,0,1,1,1,1,0,1,1534213008001,14011,188.81
0,32,28274,1,1,1,1,2,1,6,3,0,1,1,0,1,0,1,1,0,1,1534213008001,14011,188.81
0,32,28275,1,1,1,1,1,1,8,2,0,1,1,0,1,0,1,0,0,1,1534213008001,14011,188.81
0,32,28276,1,1,1,1,2,1,8,3,1,1,3,0,1,0,1,0,1,1,1538113008006,14011,144.00
0,32,28277,1,1,1,1,2,3,8,2,0,1,3,0,1,0,1,0,0,0,1538113008006,14011,144.00
0,32,28278,1,1,1,1,2,1,8,3,0,1,4,0,1,0,1,1,0,1,1538113008006,14011,144.00
0,32,28279,1,1,1,1,2,1,4,3,0,1,1,0,1,0,1,0,1,1,1538113008006,14011,144.00
0,32,28280,1,1,1,1,2,1,6,4,0,1,5,0,1,0,1,1,0,1,1538113008006,14011,144.00
0,32,28281,1,1,1,1,2,1,4,2,0,1,11,0,1,0,1,0,1,1,1538113008006,14011,144.00
0,32,28282,1,1,1,1,1,2,1,0,9,1,8,3,1,0,1,0,1,0,1538113008006,14011,144.00
0,32,28283,7,1,1,1,2,1,8,2,1,1,4,0,1,0,1,1,0,1,1537513009000,32032,178.65
0,32,28284,7,1,1,3,2,2,3,0,9,0,4,3,1,0,1,0,0,1,1537513009000,32032,178.65
0,32,28285,7,1,1,1,2,1,8,1,0,1,3,0,1,0,1,0,1,1,1537513009000,32032,178.65
0,32,28286,7,1,1,1,2,1,8,2,0,1,5,0,1,0,1,0,0,0,1537513009000,32032,178.65
0,32,28287,7,1,1,1,2,2,8,3,1,1,3,0,1,0,1,1,0,1,1537513009000,32032,178.65
0,32,28288,7,1,1,1,2,2,3,1,0,1,3,0,1,0,0,1,0,1,1537513009000,32032,178.65
0,32,28289,7,1,1,1,2,1,8,2,0,1,3,0,1,0,1,1,0,1,1537513009000,32032,178.65
0,32,28290,7,1,1,1,2,1,8,4,0,1,3,0,1,0,0,0,1,1,1537513009000,32032,178.65
0,32,28291,7,1,1,1,2,2,8,2,0,1,4,3,1,0,1,1,0,1,1537513009000,32032,178.65
0,32,28292,7,1,1,1,2,1,8,2,0,1,4,3,1,0,1,0,0,1,1537513009000,32032,178.65
0,32,28293,7,1,1,3,2,1,1,0,9,1,4,0,1,0,0,1,0,1,1537513009000,32032,178.65
0,32,28294,7,1,1,1,2,3,8,3,0,1,3,3,1,0,1,0,0,1,1537513009000,32032,178.65
0,32,28295,7,1,1,3,2,1,8,2,0,1,3,0,1,0,1,1,0,0,1537513009000,32032,178.65
0,32,28296,11,1,1,1,2,1,8,3,0,1,3,0,1,0,1,1,0,1,1537413013000,32032,179.64
0,32,28297,11,1,1,1,2,2,8,1,0,1,3,0,1,0,1,0,0,0,1537413013000,32032,179.64
0,32,28298,11,1,1,1,2,1,8,2,0,1,3,3,1,0,1,0,1,1,1537413013000,32032,179.64
0,32,28299,11,1,1,1,2,1,8,5,1,1,3,0,1,0,1,0,0,1,1537413013000,32032,179.64
0,32,28300,11,1,1,3,1,2,3,0,9,0,4,3,1,0,1,0,0,0,1537413013000,32032,179.64
0,32,28301,11,1,1,3,2,2,1,0,9,1,3,0,1,0,1,0,0,0,1537413013000,32032,179.64
0,32,28302,11,1,1,1,1,2,1,0,9,1,3,3,0,0,1,1,0,0,1537413013000,32032,179.64
0,32,28303,11,1,3,3,2,2,1,0,9,0,4,3,1,0,1,0,0,0,1537413013000,32032,179.64
0,32,28304,11,1,1,1,2,1,8,1,0,1,4,3,1,0,1,1,0,1,1537413013000,32032,179.64
0,32,28305,11,1,1,1,2,1,8,1,1,1,3,3,1,0,1,0,0,1,1537413013000,32032,179.64
0,32,28306,11,1,1,1,2,1,8,1,0,1,3,0,1,0,1,0,1,1,1537413013000,32032,179.64
0,32,28307,11,1,1,1,2,2,8,2,0,1,3,0,2,0,1,1,0,0,1537413013000,32032,179.64
0,32,28308,11,1,1,1,2,1,1,5,0,1,3,0,1,0,1,0,0,0,1537413013000,32032,179.64
0,32,28309,11,1,1,1,2,2,1,0,9,1,3,0,0,0,0,0,1,0,1537413013000,32032,179.64
0,32,28310,11,1,1,1,2,2,8,0,9,0,4,0,0,0,1,0,0,1,1537413013000,32032,179.64
0,32,28311,11,1,1,1,2,2,2,2,0,1,8,0,2,0,1,1,0,1,1538513021000,32022,137.00
0,32,28312,11,1,1,1,2,2,3,0,9,0,10,0,0,0,1,0,0,1,1538513021000,32022,137.00
0,32,28313,11,1,1,3,1,2,2,0,9,0,8,3,0,0,1,0,0,0,1538513021000,32022,137.00
0,32,28314,11,1,1,3,2,2,2,1,1,1,8,3,2,0,1,0,0,1,1538513021000,32022,137.00
0,32,28315,11,1,1,3,1,2,3,1,0,0,8,0,0,0,1,0,1,1,1538513021000,32022,137.00
0,32,28316,11,1,1,3,2,2,3,0,9,0,8,0,0,0,1,0,0,1,1538513021000,32022,137.00
0,32,28317,11,1,1,1,2,2,2,0,9,0,8,0,2,0,0,1,0,0,1538513021000,32022,137.00
0,32,28318,11,1,1,1,2,2,3,1,0,1,8,0,2,0,1,0,1,0,1538513021000,32022,137.00
0,32,28319,11,1,1,1,2,2,2,2,0,1,8,3,1,0,1,0,1,1,1538513021000,32022,137.00
0,32,28320,11,2,1,1,2,2,2,5,0,1,8,0,2,0,1,1,0,1,1538513021000,32022,137.00
0,32,28321,11,1,1,1,1,2,3,0,9,0,8,0,2,0,0,0,1,0,1538513021000,32022,137.00
0,32,28322,11,1,1,1,2,2,2,2,1,1,8,3,2,0,1,1,0,1,1538513021000,32022,137.00
0,32,28323,11,1,3,3,2,2,3,0,9,0,8,0,1,0,1,0,0,1,1538513021000,32022,137.00
0,32,28324,11,1,1,1,5,1,8,3,0,1,8,3,0,0,1,1,0,1,1538513021000,32022,137.00
0,32,28325,7,1,1,1,2,1,6,2,0,1,5,0,1,0,0,1,0,0,1538713022001,32012,137.25
0,32,28326,7,1,1,3,2,1,8,0,9,1,4,3,1,0,1,0,0,0,1538713022001,32012,137.25
0,32,28327,7,1,1,1,2,1,8,3,1,1,4,0,1,0,1,1,0,1,1538713022001,32012,137.25
0,32,28328,7,1,1,2,2,4,8,0,9,1,4,0,1,0,1,0,0,0,1538713022001,32012,137.25
0,32,28329,7,2,3,3,2,1,8,2,1,1,3,3,1,0,0,1,0,1,1538713022001,32012,137.25
0,32,28330,7,1,1,3,2,1,8,2,1,1,1,0,1,0,0,1,0,0,1538713022001,32012,137.25
0,32,28331,7,1,1,3,2,2,1,1,0,1,4,0,1,0,1,0,1,0,1538713022001,32012,137.25
0,32,28332,7,1,2,2,2,1,8,2,1,0,4,3,1,0,1,0,0,0,1538713022001,32012,137.25
0,32,28333,7,1,3,3,2,1,8,1,0,1,11,3,1,0,1,1,0,1,1538713022001,32012,137.25
0,32,28334,7,1,3,3,2,2,8,3,0,1,3,0,1,0,0,1,0,0,1538713022001,32012,137.25
0,32,28335,7,1,1,1,2,1,8,2,1,1,5,0,1,0,1,0,0,1,1538713022001,32012,137.25
0,32,28336,7,1,1,3,2,1,8,0,9,1,4,3,1,0,1,0,0,0,1538713022001,32012,137.25
0,32,28337,7,1,1,3,2,2,1,2,1,1,4,3,1,0,1,0,0,0,1538713022001,32012,137.25
0,32,28338,7,1,1,1,2,1,8,4,1,1,5,0,1,0,1,0,0,1,1538713022001,32012,137.25
0,32,28339,11,1,1,1,2,2,2,2,1,0,4,0,2,0,1,1,0,0,1539313026000,32022,137.00
0,32,28340,1,1,1,1,2,1,6,3,0,1,11,0,1,1,0,0,0,1,1539513029001,32012,137.25
0,32,28341,1,1,2,2,2,1,8,1,0,1,4,0,1,1,1,0,0,1,1539513029001,32012,137.25
0,32,28342,1,1,1,1,2,1,1,2,0,1,3,0,1,0,0,0,1,0,1539513029001,32012,137.25
0,32,28343,1,1,1,1,2,3,8,1,1,1,1,3,1,1,0,0,0,1,1539513029001,32012,137.25
0,32,28344,1,1,1,1,2,1,6,4,1,1,1,0,1,1,0,0,0,1,1539513029001,32012,137.25
0,32,28345,1,1,3,3,2,3,8,2,1,1,3,0,1,1,1,0,0,1,1539513029001,32012,137.25
0,32,28346,1,1,3,3,2,2,2,2,0,1,3,3,1,1,0,0,0,1,1539513029001,32012,137.25
0,32,28347,1,1,1,1,2,1,8,3,0,1,3,0,1,1,1,0,0,1,1539513029001,32012,137.25
0,32,28348,1,1,1,1,2,1,8,3,1,1,1,0,1,1,1,0,0,0,1539513029001,32012,137.25
0,32,28349,1,1,1,1,2,1,8,2,0,1,11,3,1,1,0,0,0,0,1539513029001,32012,137.25
0,32,28350,1,1,1,1,2,1,8,2,0,1,3,3,1,0,0,0,1,0,1539513029001,32012,137.25
0,32,28351,7,1,1,4,2,4,1,1,0,1,10,0,0,0,1,0,0,0,1539713038002,32012,136.25
0,32,28352,7,1,1,1,2,4,8,2,0,1,8,3,0,0,1,1,0,0,1539713038002,32012,136.25
0,32,28353,7,1,1,1,2,4,2,1,0,1,8,3,0,0,1,0,1,0,1539713038002,32012,136.25
0,32,28354,7,1,1,1,2,4,2,1,0,0,8,0,0,0,1,0,0,1,1539713038002,32012,136.25
0,32,28355,7,1,1,1,2,4,2,2,0,1,3,0,0,0,0,0,1,0,1539713038002,32012,136.25
0,32,28356,7,1,1,1,2,2,8,2,1,1,8,0,1,0,1,0,0,1,1539713038002,32012,136.25
0,32,28357,7,1,1,1,2,1,8,2,0,1,3,3,1,0,1,0,1,1,1539713038002,32012,136.25
0,32,28358,7,1,1,1,1,2,1,0,9,0,8,0,0,0,1,0,0,0,1539713038002,32012,136.25
0,32,28359,7,1,1,1,2,4,8,1,1,1,8,0,0,0,1,0,1,1,1539713038002,32012,136.25
0,32,28360,7,1,1,1,2,3,8,1,0,1,8,0,0,0,1,0,0,0,1539713038002,32012,136.25
0,32,28361,7,1,1,1,2,4,8,1,0,1,8,0,0,0,1,0,1,0,1539713038002,32012,136.25
0,32,28362,7,1,1,1,2,1,8,2,1,1,3,0,1,0,1,0,0,1,1539713038002,32012,136.25
0,32,28363,7,1,3,3,1,2,1,0,9,0,4,0,0,0,1,0,0,0,1539713038002,32012,136.25
0,32,28364,7,1,1,3,1,2,3,0,9,0,4,0,0,0,1,0,0,1,1539713038002,32012,136.25
0,32,28365,7,1,3,3,2,4,8,1,0,1,3,0,0,0,1,0,1,1,1539713038002,32012,136.25
0,32,28366,7,1,1,1,2,1,8,1,0,1,4,3,0,0,1,0,1,0,1539713038002,32012,136.25
0,32,28367,11,1,1,1,2,2,2,0,9,1,8,0,0,0,0,0,1,0,1540015008000,32012,136.25
0,32,28368,11,1,1,1,2,2,3,0,9,2,8,0,0,0,0,0,1,0,1540015010000,32022,179.96
0,32,28369,11,1,1,1,2,2,2,0,9,2,8,3,0,0,0,0,1,0,1540015010000,32022,179.96
0,32,28370,11,1,1,1,2,2,2,1,0,2,8,0,0,0,0,0,1,0,1540015010000,32022,179.96
0,32,28371,11,1,1,1,2,2,3,0,9,2,8,0,1,0,1,0,1,0,1540015010000,32022,179.96
0,32,28372,11,1,1,1,2,2,3,0,9,2,8,0,0,0,0,0,1,0,1540015010000,32022,179.96
0,32,28373,11,1,1,3,1,2,3,0,9,2,8,0,0,0,0,0,1,0,1540015010000,32022,179.96
0,32,28374,11,1,1,3,2,2,2,0,9,2,8,0,0,0,0,0,1,0,1540015010000,32022,179.96
0,32,28375,11,1,1,1,2,2,2,0,9,2,8,0,0,0,0,0,1,1,1540015010000,32022,179.96
0,32,28376,11,1,1,1,2,2,2,1,0,2,8,0,0,0,0,0,1,0,1540015010000,32022,179.96
0,32,28377,11,1,1,1,2,2,2,0,9,2,8,0,0,0,0,0,1,1,1540015010000,32022,179.96
0,32,28378,11,1,1,3,2,2,3,1,0,2,8,3,0,0,0,0,1,1,1540015010000,32022,179.96
0,32,28379,11,1,1,1,2,2,1,0,9,2,8,0,0,0,0,0,1,0,1540015010000,32022,179.96
0,32,28380,11,1,1,3,2,4,3,0,9,2,8,0,1,0,0,0,1,0,1540015010000,32022,179.96
0,32,28381,11,3,2,2,2,2,8,2,0,1,8,0,1,0,0,0,1,0,1540315014000,32022,136.25
0,32,28382,11,2,3,3,2,3,8,3,0,1,8,0,1,0,1,0,1,1,1540315014000,32022,136.25
0,32,28383,11,1,1,1,2,1,8,4,0,1,8,0,1,0,1,0,1,1,1540315014000,32022,136.25
0,32,28384,11,1,1,1,2,3,8,5,0,1,8,3,1,0,1,0,0,1,1540315014000,32022,136.25
0,32,28385,11,1,1,1,2,3,2,4,0,1,8,0,1,0,0,0,1,0,1540315014000,32022,136.25
0,32,28386,11,1,1,1,2,3,8,4,0,1,8,0,1,0,1,0,0,0,1540315014000,32022,136.25
0,32,28387,11,1,1,1,2,2,2,1,1,1,8,0,0,0,1,1,0,0,1540315014000,32022,136.25
0,32,28388,11,1,1,1,2,2,2,3,0,1,8,0,0,0,0,0,1,0,1540315014000,32022,136.25
0,32,28389,11,1,1,1,2,3,1,0,9,1,10,0,0,0,0,0,1,0,1540315014000,32022,136.25
0,32,28390,11,2,1,1,2,3,8,3,0,1,8,0,1,0,1,0,1,1,1540315014000,32022,136.25
0,32,28391,11,1,1,1,2,1,8,0,9,1,8,0,1,0,1,1,0,1,1540315014000,32022,136.25
0,32,28392,11,1,1,3,2,4,2,1,0,1,8,0,0,0,0,0,1,1,1540315014000,32022,136.25
