Total_Ener,fg7,fg8,fg9,hhnum,provcode,psurec,regcode,strrec,Total_Calc,Total_CHO,fg6,Total_Fat,Total_Food,Total_Iron,Total_Nia,Total_Prot,Total_Ribo,Total_Thia,Total_VitA,Total_VitC,weight_fact,fg2,fg10,fg11,fg12,fg13,fg14,fg15,fg16,fg17,fg18,fg19,fg1,fg20,fg21,fg23,fg24,fg25,fg26,fg27,fg3,fg4,fg5
2323.722,7.15,96.35111,0,25832,47,2,12,453,240.3187,448.1404,0,34.47004,804.0624,7.713928,18.47005,54.8318,0.5153067,0.7976417,122.0201,5.682064,293.46154,573.4077,96.35111,0,0,0,71.93282,54.91559,17.01723,0,30.68333,0,573.4077,0,0,24.53745,0,0,0,0,0,0,0
1162.283,19,123.4,71.05,25833,47,2,12,453,195.6339,156.2462,12.925,43.5174,471.021,6.81692,10.94927,36.14108,0.3967175,0.9708025,145.2977,16.86621,293.46154,144.075,52.35,0,0,0,131.6296,0,131.6296,0,0,0,149.2164,0,0,6.875,27.975,11,16.975,0,0,5.1414,0
2338.683,11.23333,26.86667,0,25834,47,2,12,453,220.8137,425.755,0,39.52945,820.8557,8.039567,25.30572,69.63815,0.5471733,0.97425,122.6082,2.842343,293.46154,501.2434,26.86667,0,0,0,231.9623,146.0422,85.92011,0,0,0,511.6934,0,0,6.2,32.9,23,9.900001,0,0,10.45,0
523.5211,0,241.7,0,25835,47,2,12,453,120.0031,116.1355,0,0.932905,375,2.663105,4.91988,12.57893,0.17231,0.2719,16.28213,32.28432,293.46154,130.35,241.7,0,0,0,0,0,0,0,0,0,130.35,0,0,0,2.95,0,2.95,0,0,0,0
1615.117,11.4,121.175,72.675,25836,47,2,12,453,295.4353,327.7016,8.525,8.966843,1067.158,9.720225,16.5048,53.9795,0.52363,0.6158275,100.9442,112.3572,293.46154,293.9186,48.5,188.525,0,188.525,230.3989,0,230.3989,0,0,42.89063,293.9186,42.89063,0,0,24.075,3.375,20.7,0,0,0,146.25
783.9747,0,231.8385,136.5333,25854,47,3,12,457,220.619,133.1584,4.133333,15.37961,534.2347,4.06554,5.387903,28.1523,0.3502517,0.3297767,180.8944,47.56358,271,0,95.30518,0,0,0,130.7323,130.7323,0,0,0,0,145.55,0,0,10.3472,11.63333,0.5,11.13333,0,145.55,0,0
1595.503,0.9833333,85.62336,30.9004,25855,47,3,12,457,275.0017,277.6584,9.483334,33.18012,1023.725,7.310443,14.86252,46.68194,0.57159,0.4940267,211.1667,26.64165,271,335.5377,54.72296,0,0,0,156.5994,69.55807,10.60853,76.43285,42.35,275,344.0687,0,275,19.03333,62.48333,58.75,3.733333,0,0,8.531067,28.1
1185.309,0,115.9864,27.68333,25856,47,3,12,457,130.0543,185.0521,0,40.51476,416.8739,3.360485,6.22149,22.86362,0.246765,0.4543983,80.05463,21.18837,271,137.85,88.30304,36,0,36,49.53751,0,49.53751,0,0,0,203.3667,0,0,7.783333,4.2,0,4.2,0,62.18333,3.333333,0
2316.296,33.325,64.65357,12.05357,25857,47,3,12,457,428.2606,305.8255,0,71.46751,1220.109,12.30385,44.19452,112.5867,0.640585,0.701025,527.0604,30.05601,271,360.725,52.6,0,0,0,736.5806,0,0,736.5806,0,0,360.725,0,0,13.8,11.025,0,11.025,0,0,0,0
2867.859,2.766667,384.7,7.3,25859,47,3,12,457,1132.537,490.9149,0,51.45406,1682.932,55.73811,37.67514,110.7505,0.91057,0.9201267,291.3545,86.44531,271,614.5,377.4,20,20,0,617.2648,617.2648,0,0,0,0,614.5,0,0,36.43333,7.266666,0,7.266666,0,0,0,0
1082.257,10.4,12.29405,12.29405,25860,47,3,12,457,259.4215,207.2045,9.599999,14.14409,417.8454,4.726676,8.455043,31.2573,0.4969833,0.41753,183.1091,9.826497,271,209.9291,0,0,0,0,46.22576,37.71714,8.508614,0,21.0728,83.875,221.3111,83.875,0,1.666667,11.4,0,11.4,0,0,11.382,0
1484.997,33.26,184.1935,45.62086,25861,47,3,12,457,267.8526,288.6658,5.34,19.49934,578.8387,8.350472,10.73506,38.50225,0.479884,0.721794,294.9042,35.08491,271,290.3907,138.5727,0,0,0,4.743708,0,4.743708,0,37.9,0,301.9015,0,0,8.26,3.24,0.96,2.28,0,0,11.5108,0
1525.509,84.02271,170.663,0,25862,47,3,12,457,317.6815,263.365,11.89286,25.15495,789.3404,8.470175,24.43977,61.12724,0.6880929,1.173787,190.3763,30.36251,271,307.0201,170.663,0,0,0,153.106,96.9286,56.17736,0,0,0,307.0201,0,0,2.335714,60.30001,0.7071428,59.59286,0,0,0,0
1783.571,1.59,71.46356,31.90949,25863,47,3,12,457,195.0701,328.0272,3.516,33.60618,726.016,5.650246,11.73627,41.95884,0.39395,0.558898,124.1409,16.01385,271,314.028,39.55407,0,0,0,100.5944,66.76711,33.82729,0,17.87,100.5737,419.6505,100.5737,0,7.5,0.98,0,0.98,0,102.6225,3,2.277765
1139.29,0,257.2355,66.11954,25899,47,3,12,453,300.2117,237.7847,0,8.275838,604.095,6.332144,10.18288,27.97985,0.4191175,0.49066,189.4444,48.40158,271,271.8625,191.116,0,0,0,15.14384,15.14384,0,0,23.525,16.20313,271.8625,16.20313,0,3.125,17,12.5,4.5,0,0,0,0
1295.27,4.728571,330.7405,51.66117,25900,47,3,12,453,339.3523,219.7498,3.571429,24.09363,946.3384,8.404618,22.59903,49.76247,0.6290286,0.6454872,363.1375,77.1016,271,212.8429,279.0794,145.2429,0,145.2429,203.9551,109.2763,0,94.67875,17.82857,0,212.8429,0,0,12.85714,14.57143,12,2.571429,0,0,0,0
1347.609,0,300.5965,0,25901,47,3,12,453,213.1442,225.229,50.4,27.72357,937.728,6.18022,12.33563,48.62732,0.53692,0.60063,55.51302,13.67714,271,159.5442,300.5965,0,0,0,396.2274,177.3211,218.9063,0,0,0,185.7042,0,0,4.8,0,0,0,0,0,26.16,0
1774.624,0,57.01265,39.57931,25902,47,3,12,453,1354.908,267.6886,0,36.36681,1163.463,11.85859,28.73494,94.14032,0.89928,0.5929367,375.5477,37.85216,271,311.7179,17.43333,61.104,0,61.104,706.8281,426.2264,280.6016,0,0,0,311.7179,0,0,19.63333,7.166667,0,7.166667,0,0,0,0
1560.337,1.95,105.4696,82.00705,25903,47,3,12,453,235.7653,278.6433,0,30.27372,632.7567,7.567184,14.50198,43.1024,0.5086825,0.5631525,292.96,39.56031,271,339.4898,23.4625,0,0,0,130.909,49.80542,67.30577,13.79786,32.3125,0,339.4898,0,0,11.4875,4.275,0,4.275,0,0,0,6.863265
1841.031,2.509091,106.755,71.19139,25904,47,3,12,453,282.5328,242.1532,0,66.82775,810.969,7.622414,20.27058,67.3711,0.7070345,1.12689,307.0293,33.81261,271,311.2636,35.56363,0,0,0,292.8867,148.5031,144.3836,0,59.31818,0,311.2636,0,0,23.23636,15,0,15,0,0,0,0
1566.636,10,259.2667,105.6333,25905,47,3,12,453,371.2741,313.9534,0,16.90414,776.9075,9.355543,16.16599,39.42531,0.5546166,0.6220667,313.5947,89.51037,271,375.3,153.6333,0,0,0,92.34084,92.34084,0,0,0,0,375.3,0,0,13.33333,26.66667,20,6.666667,0,0,0,0
1121.595,0,49.5,28.05,25906,47,3,12,453,184.0078,211.423,0,11.99368,504.5438,5.293258,13.92566,41.93085,0.4282475,0.333335,272.0418,13.18957,271,260.275,21.45,0,0,0,137.1188,137.1188,0,0,56,0,260.275,0,0,0,1.65,0,1.65,0,0,0,0
1445.855,0,81.3593,15.51805,25907,47,3,12,453,230.8229,201.3715,0,35.76998,849.0612,9.783546,21.5612,79.37512,1.124293,0.8313733,267.974,50.67943,271,172.0546,65.84125,29.86301,0,29.86301,465.6711,78.20005,296.2363,91.23469,22.73333,0,227.9345,0,0,1.3,20.2,16.66667,2,1.533333,0,55.88,0
1554.763,0,14.98971,8.86607,25908,47,3,12,453,199.6462,306.1089,0,11.08264,684.4731,5.57516,22.51877,57.56273,0.44576,0.41473,221.3526,13.53037,271,359.9961,6.12364,0,0,0,285.3873,285.3873,0,0,0,0,359.9961,0,0,0,24.1,20,4.1,0,0,0,0
2023.845,3.857143,27.87143,23.2,25909,47,3,12,453,338.0977,315.2358,0,52.11089,812.9884,9.097081,20.39405,73.04364,0.82952,1.011204,401.7075,11.58336,271,376.6592,4.671429,0,0,0,258.9755,122.8271,120.6539,15.4944,55.61428,69.71429,378.5701,69.71429,0,12.74286,5.642857,0,5.642857,0,0,1.910857,0
2642.283,14.95,379.9181,0,25910,47,3,12,453,316.4427,510.6578,12.75,36.19201,1350.88,11.26211,26.75624,68.16773,0.79262,1.341105,236.942,58.06168,271,599.45,379.9181,193.55,0,193.55,140.562,0,140.562,0,0,0,599.45,0,0,2.95,6.75,0.75,6,0,0,0,0
3613.92,25.78235,47.45294,0,25911,47,3,12,453,1503.911,539.1951,11.85882,101.8511,1542.287,15.48467,43.22368,134.437,1.362162,2.279278,268.8385,12.27552,271,690.1344,47.45294,0,0,0,646.9556,362.8918,284.0638,0,31.58533,0,711.805,0,0,24.68823,42.15882,13.23529,28.92353,0,0,21.67059,0
1506.735,6.3875,153.075,21.775,25912,47,3,12,453,306.3686,238.4377,6.425,40.94799,772.4554,7.968691,15.406,46.07257,0.433415,0.4906437,300.9017,65.11032,271,229.5125,131.3,90.5505,0,90.5505,186.0049,0,0,186.0049,23.5125,0,291.2375,0,0,7.175,8.0875,1.0375,7.05,0,0,61.725,0
1451.529,0,46.61268,46.61268,25913,47,3,12,453,435.1501,271.8112,5.14,23.50607,655.5616,5.592456,11.85088,37.99694,0.78642,0.476816,342.8046,42.9608,271,300.86,0,0,0,0,71.3282,71.3282,0,0,0,202.52,307.3808,202.52,0,9.54,13.04,0,13.04,0,0,6.5208,0
2280.513,3.857143,235.4312,36.47062,25914,47,3,12,453,448.5544,336.1506,10.95714,76.85119,1190.993,12.00452,20.97665,60.89686,0.7930828,1.380056,576.3516,85.89848,271,338.2143,198.9606,162.2857,0,162.2857,275.2995,0,156.8846,118.415,43.12857,64.37679,338.2143,64.37679,0,14.77143,42.67143,23.81429,18.85714,0,0,0,0
1460.311,43.26667,7.187302,7.187302,25915,47,3,12,453,225.0289,315.0573,9.75,3.80239,516.0138,7.838775,13.51993,40.98478,0.3359417,0.624815,97.29081,3.553493,271,361.8845,0,0,0,0,59.26532,59.26532,0,0,0,0,375.7278,0,0,0,20.81667,5.933333,14.88333,0,13.84332,0,0
1817.697,0,63.225,0,25916,47,3,12,453,194.097,375.4945,10.7,7.535243,739.7548,6.355975,30.00637,61.27354,0.5264675,0.798585,106.6902,2.857598,271,455.203,63.225,0,0,0,201.1018,201.1018,0,0,0,0,455.203,0,0,2.225,7.3,0.825,6.475,0,0,0,0
1985.494,9.599999,314.5333,0,25917,47,3,12,453,221.0968,353.1289,7.566667,42.65684,972.3784,8.666933,17.19289,46.11115,0.4725833,1.134967,36.58984,26.99451,271,350.9837,314.5333,111.4,0,111.4,117.0163,0,117.0163,0,0,0,374.7288,0,0,5.833333,31.7,9.833333,21.86667,0,0,23.74507,0
1135.55,0,255.0667,229.4333,25918,47,3,12,453,404.4312,219.1434,3.333333,12.80999,664.1459,10.42799,11.83841,35.63243,0.6601333,0.4587933,598.4481,137.875,271,261.2,25.63333,0,0,0,92.21255,92.21255,0,0,40.9,0,261.2,0,0,5,6.433333,2.333333,4.1,0,0,0,0
949.3653,0,163.135,0,25933,47,4,12,455,394.6293,176.8873,0,13.11176,556.8262,6.049454,10.20525,30.75801,0.2911172,0.2916829,29.82367,24.29127,271.25,216.0571,163.135,8.714286,8.714286,0,152.0341,84.0508,67.98331,0,0,0,216.0571,0,0,4.285714,12.6,0,12.6,0,0,0,0
1361.135,17.5,19.2,0,25934,47,4,12,455,136.5941,192.1712,7.5,45.73413,495.6682,5.55806,14.1716,44.92672,0.43971,0.903275,128.7958,3.5107,271.25,256.3826,19.2,0,0,0,136.8356,0,136.8356,0,44.75,0,256.3826,0,0,7.5,6,5,1,0,0,0,0
1984.437,0,0,0,25935,47,4,12,455,138.1189,317.0225,28.8,47.95591,671.703,5.75242,26.20228,70.60519,0.44325,1.09857,43.15213,2.74176,271.25,341.3536,0,0,0,0,276.5494,0,150.2484,126.3009,0,0,341.3536,0,0,5,20,20,0,0,0,0,0
1301.034,18.38571,60.05172,41.55172,25936,47,4,12,455,255.697,234.5406,0,22.03042,517.6514,7.850532,11.58137,41.29669,0.4863043,0.5007414,168.0888,11.85773,271.25,240.7439,18.5,0,0,0,115.1239,34.70406,80.41985,0,15.72857,32.56964,261.4062,32.56964,0,10.65714,3.728571,0,3.728571,0,0,20.66229,0
1396.978,0,7.26,0,25937,47,4,12,455,191.3375,263.3842,0,20.3667,552.4244,6.129868,13.7344,39.7135,0.535336,0.755168,169.1741,0.307196,271.25,313.72,7.26,0,0,0,158.4644,158.4644,0,0,21.58,0,335.72,0,0,9.88,19.52,0,19.52,0,0,22,0
2063.361,9.2,77.725,0,25938,47,4,12,455,305.7774,424.4997,0,19.01149,745.5625,8.13428,19.05712,48.23131,0.61307,1.067515,136.7438,18.38107,271.25,540.525,77.725,0,0,0,82.78746,82.78746,0,0,0,0,568.025,0,0,7.825,0,0,0,0,0,27.5,0
2748.325,39.1,322.3,161.3667,25939,47,4,12,455,563.8819,599.6839,29.43333,6.3668,1157.372,14.87649,26.07993,72.54115,0.7876567,1.141827,450.7794,97.76762,271.25,650.1,160.9333,0,0,0,83.4056,83.4056,0,0,0,0,650.1,0,0,0,33.03333,3.7,29.33333,0,0,0,0
1906.79,0,162.325,78.4,25940,47,4,12,455,294.1577,328.7291,0,37.08566,793.8781,10.08808,17.84538,64.35648,0.6109025,0.6226675,244.1056,21.75879,271.25,396.7,83.925,0,0,0,222.278,121.3528,100.9252,0,0,0,396.7,0,0,4.725,7.85,0,7.85,0,0,0,0
1806.196,0,229.05,20.83333,25941,47,4,12,455,264.6674,397.4962,9.316667,3.703198,809.1159,6.61817,17.22237,45.40841,0.4096316,0.642665,107.8769,45.92524,271.25,478.2833,208.2167,0,0,0,92.46587,92.46587,0,0,0,0,478.2833,0,0,0,0,0,0,0,0,0,0
1316.094,8.975,224.9,78.7,25942,47,4,12,455,220.1006,231.7124,10.15,29.51723,660.12,6.170853,13.55042,30.77995,0.382625,0.4254475,117.6327,57.87803,271.25,276.975,146.2,0,0,0,114.395,0,114.395,0,0,0,276.975,0,0,17.6,7.125,0.95,6.175,0,0,0,0
1815.706,0,12.825,5.275,25943,47,4,12,455,215.072,393.4343,11.25,5.486867,675.3396,6.122582,18.35786,47.8546,0.3640175,0.5641175,46.60534,3.260175,271.25,499.2,7.55,0,0,0,139.1646,139.1646,0,0,0,0,499.2,0,0,1.725,11.175,0.625,10.55,0,0,0,0
2034.277,0,258.4333,160.4667,25944,47,4,12,455,369.891,444.8096,18.36667,5.794127,1008.711,11.53506,18.0332,50.32411,0.4831133,0.67551,257.049,100.0413,271.25,528.6,97.96667,125.4333,0,125.4333,70.31118,70.31118,0,0,0,0,528.6,0,0,0,7.566666,2.733333,4.833333,0,0,0,0
1231.551,29.73,73.95,15.18,25945,47,4,12,455,242.5912,199.5122,3,24.69918,498.1535,9.044415,19.26739,52.6218,0.535866,0.571782,218.4453,26.56215,271.25,218.1966,58.77,0,0,0,150.5474,86.09115,64.45631,0,0,0,230.4261,0,0,0,10.5,1.8,8.7,0,0,12.2295,0
869.079,3.625,96.8625,32.2375,25946,47,4,12,455,188.2495,164.2303,0,11.11254,443.3839,4.584665,9.586592,27.86326,0.3670563,0.2925062,135.4366,12.5017,271.25,199.9931,64.625,0,0,0,87.17825,87.17825,0,0,37.8125,0,199.9931,0,0,4.375,13.5375,6.25,7.2875,0,0,0,0
1565.775,0,85.5,23.46,26111,47,1,12,461,289.1098,308.5704,10.02,17.92353,696.7554,3.427128,6.588892,42.2481,0.591778,0.459104,203.1069,31.95481,272,0,62.04,0,0,0,84.48537,84.48537,0,0,0,107.97,360.68,107.97,0,6.62,12.24,4.52,7.72,0,360.68,0,29.24
1535.23,0,103.9,94.6,26112,47,1,12,461,503.8736,295.8936,20.8,21.78042,628.875,8.34589,8.56017,38.70843,1.19441,1.37681,657.9202,125.519,272,0,9.3,0,0,0,0,0,0,0,0,144.875,346.1,144.875,0,0,13.2,0,13.2,0,291.1,55,0
1260.213,27.48948,160.2683,60.77369,26113,47,1,12,461,281.0294,253.2613,3.947368,14.96318,499.2683,8.260587,5.457852,32.68555,0.631009,1.053341,431.6866,77.32712,272,0,99.49464,0,0,0,0,0,0,0,0,0,290.5105,0,0,2.368421,14.68421,10.57895,4.105263,0,273.1421,17.36842,0
1318.569,0,1.333333,0,26114,47,1,12,461,149.8266,279.0864,20.325,5.576792,418.0475,2.582878,7.297591,37.71911,0.2054308,0.2681184,20.68818,0.062,272,0,1.333333,0,0,0,61.42249,61.42249,0,0,0,0,330.6,0,0,0,4.366666,3.9,0.4666667,0,330.6,0,0
1395.697,0,91.2,0,26115,47,1,12,461,186.3703,298.9409,0,6.003885,565.4089,3.2892,4.6112,36.29576,0.2861625,0.600865,36.32885,16.97343,272,0,91.2,0,0,0,32.53394,32.53394,0,0,0,0,355.6,0,0,0,10.525,0,10.525,0,355.6,0,75.55
1067.659,0,0,0,26116,47,1,12,461,143.4548,225.6655,0,4.38983,444.7933,3.32023,10.40492,31.21266,0.23142,0.27896,77.96015,0,272,240.6924,0,0,0,0,165.4425,165.4425,0,0,0,0,279.3508,0,0,0,0,0,0,0,38.6584,0,0
2151.427,0,248.6,248.6,26117,47,1,12,461,594.8813,458.3919,15.8,11.0985,822.3,9.13332,9.1328,54.10728,1.00485,0.72689,897.9595,321.589,272,0,0,0,0,0,0,0,0,0,0,0,542.2,0,0,0,15.7,3.9,11.8,0,542.2,0,0
1006.256,0,266.0143,157.4286,26118,47,1,12,461,198.9038,210.5711,11.94286,6.88137,548.418,3.883633,4.057221,25.3723,0.2834843,0.30589,198.5508,57.61788,272,0,108.5857,0,0,0,20.91794,20.91794,0,0,0,0,243.4,0,0,2.142857,4,1.142857,2.857143,0,243.4,0,0
1332.829,0,85,85,26119,47,1,12,461,632.6976,285.5855,3.366667,10.03511,902.7,9.52381,3.732293,25.40706,0.4784733,0.7082167,259.2943,243.6482,272,0,0,0,0,0,0,0,0,0,52.26667,0,178.8667,0,0,0,7.766666,2.433333,5.333333,0,178.8667,0,575.4333
1727.653,0,207.2312,119.7713,26120,47,1,12,461,248.6758,370.4843,4,7.992994,673.5513,4.72112,5.734564,43.18087,0.489054,0.648896,234.0856,92.53226,272,0,87.46,0,0,0,0,0,0,0,0,0,455.32,0,0,0,7,2.4,4.6,0,455.32,0,0
1406.915,0,94.7,90.56667,26121,47,1,12,461,808.2459,232.3303,0,32.73931,947.0722,7.060837,13.38288,49.47107,1.5679,0.8301533,738.9172,74.94025,272,258.4783,4.133333,0,0,0,89.71893,89.71893,0,0,41.43333,419.375,276.8116,419.375,0,5,20.03333,7.666667,12.36667,0,0,18.33333,0
1821.074,5.735294,64.58823,60.84706,26122,47,1,12,461,237,344.4646,13.07647,31.14256,592.424,9.753746,17.64966,39.91913,0.6961129,1.377937,236.7771,11.00196,272,398.6647,3.741177,0,0,0,47.0769,0,47.0769,0,0,0,447.1941,0,0,4.8,9.952941,2.752941,7.2,0,0,48.52941,0
1243.876,0,168.325,72.7875,26123,47,1,12,461,217.5802,261.1481,0,6.615126,563.8785,3.714124,4.313249,34.64466,0.3941275,0.3666625,241.5737,82.07984,272,0,95.5375,0,0,0,64.7035,64.7035,0,0,0,0,324.95,0,0,0,5.9,0,5.9,0,324.95,0,0
1220.701,3.75,121.8375,42.025,26124,47,1,12,461,241.9175,260.0103,8.5125,5.752307,493.1085,5.255579,12.93346,32.04475,0.32428,0.4396975,160.9123,53.30638,272,301.8177,79.8125,0,0,0,46.74072,0,0,46.74072,0,0,303.3177,0,0,0,8.95,1.95,7,0,0,1.5,0
1911.578,0,140.805,129.285,26125,47,1,12,461,316.9541,411.0253,0,4.874483,874.5369,8.939905,21.37773,55.65987,0.553086,0.757068,236.6368,55.83587,272,485.715,11.52,0,0,0,178.6869,178.6869,0,0,0,0,485.715,0,0,0,9.66,0,9.66,0,0,0,59.67
1454.956,0,0,0,26126,47,1,12,461,185.3335,286.8032,0,14.77354,603.7216,2.13288,6.932756,43.44966,0.3866962,0.4009612,45.70789,5.97432,272,0,0,60.225,0,60.225,184.9966,184.9966,0,0,0,0,355.95,0,0,0,2.55,0,2.55,0,335.325,20.625,0
1475.603,0,284.75,94.475,26127,47,1,12,461,347.5428,300.3732,0,14.21421,709.239,8.010677,12.66428,36.27761,0.4755625,0.5863525,284.5413,131.1094,272,358.675,190.275,0,0,0,44.61405,44.61405,0,0,0,0,358.675,0,0,11.3,9.9,0,9.9,0,0,0,0
1667.579,0,330.0667,139.4167,26128,47,1,12,461,298.1856,356.1183,12.5,9.031549,782.5428,5.16421,5.17022,40.2162,0.3970217,0.6363034,232.9969,61.30265,272,0,190.65,0,0,0,9.926106,9.926106,0,0,0,0,422.8833,0,0,1.5,5.666667,2,3.666667,0,422.8833,0,0
1039.798,2.1,121.8157,21.60417,26194,63,2,12,474,449.6659,155.2741,0.8833334,30.687,661.4405,6.645792,12.20537,34.49112,0.72677,0.4517283,330.3998,53.49789,271,128.4907,100.2115,0,0,0,145.9937,106.5448,0,39.44888,0,210.5771,144.1874,210.5771,0,19.95,15.93333,4.166667,11.76667,0,0,15.69667,0
1368.865,2.3875,125.7113,48.41284,26195,63,2,12,474,351.7805,275.1075,11.2875,11.02941,758.9035,9.048073,12.9451,42.23594,0.5553475,0.6133313,205.537,58.56641,271,255.8772,77.29844,0,0,0,132.7696,117.1614,14.06052,1.547606,0,167.1047,305.6805,118.8547,48.25,1.3875,12.575,0.45,10.25,1.875,0,49.80326,0
2581.672,0,34.475,5.075,26196,63,2,12,474,331.9617,488.8134,0,34.38634,921.5472,12.38217,23.55041,78.74593,0.8633375,0.869025,454.4502,12.63511,271,580.4836,29.4,0,0,0,211.7636,154.4538,57.30984,0,65.525,0,580.4836,0,0,6.975,22.325,15.5,6.825,0,0,0,0
1695.699,0,0,0,26197,63,2,12,474,178.0845,299.6607,0,30.20777,701.3305,6.47655,12.87753,55.95792,0.59639,0.41839,162.9277,0,271,366.9825,0,0,0,0,274.548,0,274.548,0,59.8,0,366.9825,0,0,0,0,0,0,0,0,0,0
1423.997,3.445,236.8863,0,26199,63,2,12,474,238.0959,236.2507,0,32.98328,793.4299,4.92269,16.47816,45.262,0.40601,0.5311767,71.99075,12.44413,271,295.3579,236.8863,0,0,0,232.3074,63.6166,168.6908,0,0,0,295.3579,0,0,16.83333,8.599999,0,8.599999,0,0,0,0
1146.714,0,89.91923,19.04498,26200,63,2,12,474,265.509,212.4421,19.86923,17.46661,488.6538,6.978967,12.99678,34.83614,0.3610016,0.5653246,334.1217,16.35337,271,221.5883,70.87424,0,0,0,119.7771,119.7771,0,0,0,0,221.5883,0,0,13.66154,23.83846,11.07692,12.76154,0,0,0,0
2213.428,6.728571,163.6714,84.55714,26202,63,2,12,474,418.3896,341.5749,30.68571,60.19624,1142.821,9.745269,25.8043,76.70963,0.7480628,0.6976928,565.6439,53.23224,271,404.1079,79.11429,0,0,0,428.9151,351.2162,77.69897,0,0,78.10178,416.2896,78.10178,0,8.185715,10.24286,0,10.24286,0,0,12.18171,0
2142.948,0,6.766667,0,26203,63,2,12,474,688.679,418.7826,17.53333,26.56674,693.8433,10.60064,17.41726,56.77932,0.66045,0.85675,399.1241,1.503583,271,539.3163,6.766667,0,0,0,34.22698,34.22698,0,0,65.66666,0,539.3163,0,0,15.66667,14.66667,14.66667,0,0,0,0,0
2230.809,0,88.91647,69.99406,26204,63,2,12,474,348.8993,401.6422,22.68,40.0071,958.256,11.15311,22.01009,65.63413,0.6164467,0.8424267,240.8943,35.75674,271,445.8293,18.92242,118.7,0,118.7,183.3785,29.60557,95.50224,58.27066,21.0728,0,478.1136,0,0,12.36667,20.8,9.666667,11.13333,0,8.666667,23.6176,12.228
3991.384,0,0,0,26205,63,2,12,474,392.9105,536.3939,43.2,121.4697,1533.371,65.49665,65.68857,186.1973,9.45034,3.18437,36207.22,80.26284,271,449.5997,0,0,0,0,779.9684,111.2418,668.7266,0,121.7,0,520.7022,0,0,14.9,52.9,25,27.9,0,0,71.1025,0
2153.812,13.845,254.2144,42.29268,26206,63,2,12,474,457.4585,355.5184,21.2,46.24055,1803.806,11.72759,23.20592,78.77109,0.91191,0.64975,622.2421,37.23461,271,690.832,211.9217,218.3,0,218.3,274.8797,0,0,274.8797,220.5,0,690.832,0,0,20.1,84.89999,5.2,0,79.7,0,0,5.03506
1266.201,11.58333,0,0,26225,63,1,12,474,198.1946,225.171,6.95,24.48591,416.0489,7.778057,9.986657,36.07257,0.4648833,0.6447417,347.6133,2.638995,289.6,246.1293,0,0,0,0,74.01288,14.79509,0,59.21779,32.83333,0,255.296,0,0,13.54007,21.83333,15.33333,4.833333,1.666667,0,9.166667,0
896.7322,36.14211,86.4,0,26226,63,1,12,474,163.7885,160.6138,6.694737,10.06786,504.2062,5.466698,15.96133,40.33546,0.2788105,0.3288916,56.50471,5.750124,289.6,175.4533,86.4,0,0,0,177.0002,12.7136,0,164.2867,0,9.631578,175.4533,9.631578,0,0.6315789,12.25263,0.5526316,11.7,0,0,0,0
1694.952,0,23.06043,0,26227,63,1,12,474,189.635,366.9757,0,8.815987,705.3896,8.448993,15.24544,36.69706,0.4468405,0.6811326,224.2662,48.31602,289.6,325.6962,23.06043,265.1526,0,265.1526,28.9885,28.9885,0,0,0,0,351.3828,0,0,3.805263,33,33,0,0,0,25.68657,0
2497.969,0,55.02923,39.43171,26228,63,1,12,474,245.0947,400.9412,0,55.32243,970.5831,10.19211,34.33144,98.55524,0.65424,1.56891,326.2017,36.66262,289.6,479.2946,15.59752,0,0,0,367.9263,0,243.2857,124.6406,0,0,479.2946,0,0,0,0,0,0,0,0,0,68.33294
1746.861,0,316.0403,176.3387,26229,63,1,12,474,472.3457,237.4139,0,55.51426,1042.693,12.92311,24.29834,74.27427,0.9720476,1.32366,770.1789,66.99828,289.6,286.7432,139.7016,79.55294,0,79.55294,341.7741,149.6758,192.0983,0,0,0,286.7432,0,0,6.794117,11.78824,0,11.78824,0,0,0,0
1956.959,0,57.78816,0,26230,63,1,12,474,331.5687,370.2701,10.025,26.48345,670.6624,9.704542,19.48626,59.17469,0.5725525,0.622085,146.6463,10.00247,289.6,402.4603,57.78816,0,0,0,164.7271,98.95885,65.76822,0,0,0,429.4721,0,0,0,8.65,0.5,8.15,0,0,27.01188,0
1914.101,0,78.64621,41.06071,26231,63,1,12,474,455.1362,348.1707,11.4,28.2498,925.1782,8.301615,20.17022,66.61713,0.98995,0.92542,321.1472,64.3965,289.6,397.3735,37.5855,0,0,0,317.2913,121.4642,195.8271,0,58.15,0,397.3735,0,0,0,9.5,1,6,2.5,0,0,52.81715
1875.388,7.689474,132.3953,19.48655,26232,63,1,12,474,285.6949,355.8409,9.189474,30.54963,766.8952,7.749277,15.19611,43.99482,0.5534495,0.6968842,244.0439,42.20154,289.6,415.4206,112.9088,25.70526,25.70526,0,66.01321,47.48631,18.52689,0,41.31379,0,426.7016,0,0,38.63684,8.036842,5.415789,2.621053,0,0,11.28096,11.2134
1865.945,0,0,0,26233,63,1,12,474,484.9839,334.9159,25.975,34.70846,781.2266,5.501863,15.44347,52.92234,0.9171275,0.5089,400.5816,3.465,289.6,332.725,0,0,0,0,136.5404,136.5404,0,0,39.125,188.7188,369.2424,188.7188,0,13.25,8.375,1.725,6.65,0,0,36.5174,0
