STRATG09_RC,ST1ROOTS_RC,STRATG02_RC,STRATG03_RC,STRATG04_RC,STRATG05_RC,STRATG06_RC,STRATG07_RC,STRATG08_RC,ST1OTHER_RC,STRATG10_RC,STRATG11_RC,STRATG12_RC,STRATG13_RC,STRATG14_RC,STRATG15_RC,STRATG16_RC,strcode,FDSEC10_RC,FDSEC02_RC,FDSEC03_RC,FDSEC04_RC,FDSEC05_RC,FDSEC06_RC,FDSEC07_RC,FDSEC08_RC,FDSEC09_RC,FDSEC01_RC,FDSEC11_RC,finalwgts,hhnum,provcode,psucode,regcode,ST1MAIS_RC
0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,69022,0,1,0,0,0,0,1,1,1,1,0,498.8907,6766,69,0353311008000,3,0
0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,69022,0,0,0,0,0,0,2,0,0,0,0,498.8907,6767,69,0353311008000,3,0
0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,69022,1,0,0,0,0,0,1,1,1,0,0,498.8907,6768,69,0353311008000,3,0
0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,69022,2,0,0,0,0,0,1,1,2,0,0,498.8907,6769,69,0353311008000,3,0
0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,69022,0,0,0,1,0,0,1,1,1,1,0,498.8907,6770,69,0353311008000,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69032,0,0,0,0,0,0,0,0,0,0,0,499.9183,6773,69,0354514006000,3,0
0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,69032,2,2,2,2,2,2,1,2,2,2,2,499.9183,6777,69,0354514006000,3,0
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,69032,0,0,0,0,0,0,0,2,0,0,0,499.9183,6781,69,0354514006000,3,0
0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,69032,0,0,0,0,0,0,2,2,0,1,0,499.9183,6782,69,0354514006000,3,0
0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,69032,0,0,0,0,0,0,0,0,0,0,0,499.9183,6783,69,0354514006000,3,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,69032,0,0,0,0,0,0,1,1,1,0,0,499.9183,6786,69,0354514006000,3,0
0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,69032,0,0,0,0,0,0,1,1,1,0,0,499.9183,6787,69,0354514006000,3,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,69012,2,0,0,0,0,0,1,1,0,0,0,500.7857,6790,69,0356816012002,3,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69012,0,0,0,0,0,0,0,2,0,0,0,500.7857,6791,69,0356816012002,3,0
0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,69012,0,1,1,1,0,0,2,2,1,1,0,500.7857,6792,69,0356816012002,3,0
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,69012,0,0,0,0,0,0,2,2,0,0,0,500.7857,6793,69,0356816012002,3,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,69012,0,0,0,0,0,0,2,2,0,0,0,500.7857,6795,69,0356816012002,3,0
0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,69012,0,0,0,0,0,0,1,0,0,0,0,500.7857,6796,69,0356816012002,3,0
0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,69012,0,0,0,0,0,0,0,0,0,0,0,500.7857,6797,69,0356816012002,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69012,0,0,0,0,0,0,0,0,0,0,0,500.7857,6798,69,0356816012002,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69032,0,0,0,0,0,0,1,0,0,0,0,476.7872,6809,69,0361516042000,3,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,69032,2,2,2,2,2,2,2,2,2,2,2,476.7872,6810,69,0361516042000,3,0
1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,69032,0,0,0,0,0,0,2,1,0,0,0,476.7872,6811,69,0361516042000,3,0
0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,9,0,69032,0,0,0,0,0,0,2,1,0,1,1,476.7872,6814,69,0361516042000,3,0
0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,69012,1,2,2,2,2,2,1,1,1,2,2,500.2074,6815,69,0358016052004,3,1
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,69012,0,0,0,0,0,0,0,0,0,0,0,500.2074,6816,69,0358016052004,3,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,69012,0,0,0,0,0,0,0,0,0,0,0,500.2074,6817,69,0358016052004,3,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,69012,0,0,0,0,0,0,0,0,0,0,0,500.2074,6818,69,0358016052004,3,9
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69012,0,0,0,0,0,0,2,2,0,1,0,500.2074,6819,69,0358016052004,3,0
0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,69012,1,1,1,0,0,0,1,1,1,1,1,500.2074,6822,69,0358016052004,3,0
0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,69012,1,0,1,2,0,0,1,1,1,2,2,500.9153,6824,69,0358516067002,3,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69012,0,0,0,0,0,0,2,0,0,0,0,500.9153,6825,69,0358516067002,3,0
0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,69012,1,1,1,0,0,0,2,2,2,1,2,500.9153,6826,69,0358516067002,3,1
1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,69012,1,1,2,1,1,2,1,1,1,1,2,500.9153,6829,69,0358516067002,3,1
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,69012,0,0,0,0,0,0,0,0,0,0,0,500.9153,6830,69,0358516067002,3,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,69012,0,0,0,0,0,0,0,0,0,0,0,500.9153,6835,69,0358516067002,3,9
0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,69012,2,0,0,0,0,0,2,2,0,0,0,500.9153,6836,69,0358516067002,3,1
0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,69012,2,0,0,0,0,0,1,2,2,0,0,500.9153,6837,69,0358516067002,3,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,69012,0,0,0,0,0,0,2,0,0,0,0,477.0629,6840,69,0358616068003,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69012,0,0,0,0,0,0,0,0,0,0,0,477.0629,6842,69,0358616068003,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69012,0,0,0,0,0,0,0,0,0,0,0,477.0629,6843,69,0358616068003,3,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69012,2,0,0,0,0,0,2,2,0,0,0,477.0629,6846,69,0358616068003,3,0
0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,69012,0,0,0,0,0,0,0,0,0,0,0,477.0629,6847,69,0358616068003,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69012,0,0,0,0,0,0,0,0,0,0,0,477.0629,6849,69,0358616068003,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69012,0,0,0,0,0,0,0,0,0,0,0,477.0629,6850,69,0358616068003,3,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69012,0,0,0,0,0,0,2,0,0,0,0,477.0629,6851,69,0358616068003,3,0
0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,69022,1,0,0,0,0,0,1,1,1,1,1,478.7175,6854,69,0359916088002,3,0
0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,69022,2,0,2,0,0,0,1,2,2,2,2,478.7175,6857,69,0359916088002,3,0
0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,69022,0,0,1,0,0,0,1,1,0,1,1,478.7175,6860,69,0359916088002,3,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,69022,0,0,0,0,0,0,0,0,0,0,0,478.7175,6862,69,0359916088002,3,9
0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,69022,1,0,0,0,0,0,2,1,1,0,1,478.7175,6863,69,0359916088002,3,0
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,69032,0,0,0,0,0,0,2,2,0,0,0,476.2357,6864,69,0360216099000,3,0
1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,69032,2,0,0,1,0,0,1,1,2,1,0,476.2357,6867,69,0360216099000,3,0
1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,69032,1,0,0,2,0,0,1,1,1,2,2,476.2357,6868,69,0360216099000,3,0
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,9,0,69032,0,0,0,0,0,0,0,2,0,0,0,476.2357,6870,69,0360216099000,3,0
0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,69032,2,0,0,2,0,0,2,1,1,2,0,476.2357,6872,69,0360216099000,3,0
0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,69032,0,0,0,0,0,0,2,2,0,0,0,476.2357,6874,69,0360216099000,3,1
0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,69032,1,0,0,0,0,0,1,2,2,0,0,476.2357,6875,69,0360216099000,3,0
0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,69032,0,0,0,0,0,0,2,0,0,0,0,476.2357,6876,69,0360216099000,3,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,69032,0,0,0,0,0,0,2,0,0,0,0,476.2357,6877,69,0360216099000,3,0
1,0,1,1,9,1,1,1,1,1,0,0,0,0,0,0,0,69032,2,2,0,2,2,0,2,2,2,2,1,476.2357,6878,69,0360216099000,3,0
0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,69032,2,2,2,0,0,0,1,1,2,1,1,476.2357,6879,69,0360216099000,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69022,0,0,0,0,0,0,0,0,0,0,0,476.1467,6880,69,0361717002001,3,0
0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,69022,0,0,0,0,0,0,0,0,0,0,0,476.1467,6881,69,0361717002001,3,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,69022,1,1,1,1,1,1,1,2,1,2,1,476.1467,6887,69,0361717002001,3,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,69022,0,0,0,0,0,0,0,0,0,0,0,476.1467,6890,69,0361717002001,3,9
1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,69022,1,1,1,1,1,1,1,1,1,1,0,476.9748,6892,69,0363017008000,3,1
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,69022,0,0,0,0,0,0,2,2,2,0,0,476.9748,6896,69,0363017008000,3,0
0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,69022,9,0,0,0,0,0,1,1,9,0,0,476.9748,6898,69,0363017008000,3,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,69022,0,0,0,0,0,0,1,0,0,0,0,476.9748,6899,69,0363017008000,3,0
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,69022,0,0,0,0,0,0,2,2,0,0,0,476.9748,6900,69,0363017008000,3,0
0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,69022,0,0,0,0,0,0,1,1,0,1,0,476.9748,6901,69,0363017008000,3,1
0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,69022,1,0,1,1,1,1,1,1,1,1,1,476.9748,6903,69,0363017008000,3,1
0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,69022,1,0,0,0,0,0,1,1,1,1,1,476.9748,6904,69,0363017008000,3,0
0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,69032,1,0,0,0,0,0,1,1,1,0,0,477.2508,6908,69,0362717011000,3,0
0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,69032,1,0,0,0,0,0,1,1,1,1,0,477.2508,6909,69,0362717011000,3,1
0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,69032,0,0,0,0,0,0,2,0,0,0,0,477.2508,6910,69,0362717011000,3,0
0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,69032,0,0,0,0,0,0,1,1,1,1,0,477.2508,6911,69,0362717011000,3,0
1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,69032,0,0,0,1,0,0,1,1,1,1,0,477.2508,6912,69,0362717011000,3,0
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,9,0,69032,2,0,0,0,0,0,2,2,0,0,0,477.2508,6917,69,0362717011000,3,0
0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,69032,1,1,0,1,1,1,1,1,1,1,1,477.2508,6920,69,0362717011000,3,0
0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,69032,2,0,0,2,0,0,1,1,2,2,0,476.6988,6922,69,0363818001000,3,1
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,69032,0,0,0,0,0,0,0,0,0,0,0,476.6988,6924,69,0363818001000,3,9
0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,69032,0,0,0,0,0,0,2,2,0,0,0,476.6988,6926,69,0363818001000,3,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,69032,0,0,0,0,0,0,0,0,0,0,0,476.6988,6928,69,0363818001000,3,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71012,0,0,0,0,0,0,2,0,0,0,0,454.0661,6933,71,0366404003002,3,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,71012,0,0,0,0,0,0,2,2,0,0,0,454.0661,6934,71,0366404003002,3,0
0,0,1,1,9,1,1,1,0,1,0,1,0,0,0,0,0,71012,0,0,0,0,0,0,1,2,0,0,0,454.0661,6938,71,0366404003002,3,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,71012,0,0,0,0,0,0,0,0,0,0,0,454.0661,6941,71,0366404003002,3,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,71012,0,0,0,0,0,0,0,0,0,0,0,454.0661,6943,71,0366404003002,3,9
0,9,1,1,0,0,0,0,0,9,0,0,0,0,0,0,1,71012,0,0,0,0,0,0,0,0,0,0,0,454.0661,6944,71,0366404003002,3,9
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,71012,0,0,0,0,0,0,2,0,0,0,0,454.0661,6945,71,0366404003002,3,0
1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,71012,2,0,1,1,0,1,2,2,2,1,2,454.0661,6946,71,0366404003002,3,1
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,71012,0,0,0,0,0,0,0,0,0,0,0,454.0661,6947,71,0366404003002,3,9
0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,71032,1,1,1,1,1,1,0,1,1,1,1,470.0831,6951,71,0368506002000,3,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,71032,9,0,0,0,0,0,0,0,9,0,0,470.0831,6953,71,0368506002000,3,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,71032,0,0,0,0,0,0,0,0,0,0,0,470.0831,6957,71,0368506002000,3,0
0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,71032,0,0,0,0,0,0,1,1,1,1,0,470.0831,6958,71,0368506002000,3,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71032,0,0,0,0,0,0,1,0,0,0,0,470.0831,6959,71,0368506002000,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71032,0,0,0,0,0,0,0,0,0,0,0,470.0831,6961,71,0368506002000,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,71032,0,0,0,0,0,0,0,0,0,0,0,470.0831,6964,71,0368506002000,3,0
0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,71012,0,0,0,0,0,0,1,0,0,0,0,508.1158,6965,71,0369007003002,3,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71012,0,0,0,0,0,0,2,0,0,0,0,508.1158,6966,71,0369007003002,3,0
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,71012,0,0,0,0,0,0,0,0,0,0,0,508.1158,6967,71,0369007003002,3,0
0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,71012,2,0,0,0,0,0,2,2,2,0,0,508.1158,6968,71,0369007003002,3,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,71012,0,0,0,0,0,0,1,2,0,0,0,508.1158,6970,71,0369007003002,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71012,0,0,0,0,0,0,0,0,0,0,0,508.1158,6973,71,0369007003002,3,0
0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,71012,2,2,2,2,2,2,2,2,2,2,2,508.1158,6976,71,0369007003002,3,1
0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,71012,1,0,1,0,0,0,0,0,0,0,0,453.8032,6980,71,0369407011003,3,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,71012,0,0,0,0,0,0,0,0,0,0,0,453.8032,6981,71,0369407011003,3,9
0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,71012,1,0,0,0,0,0,2,1,1,0,0,453.8032,6983,71,0369407011003,3,0
0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,9,0,71012,1,0,0,0,0,0,2,2,1,0,0,453.8032,6984,71,0369407011003,3,0
0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,71012,0,0,0,0,0,0,2,0,0,0,0,453.8032,6985,71,0369407011003,3,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,71012,0,0,0,0,0,0,1,0,0,0,0,453.8032,6987,71,0369407011003,3,0
0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,71012,0,0,0,0,0,0,2,1,0,0,0,453.8032,6988,71,0369407011003,3,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,71012,0,0,0,0,0,0,1,1,0,0,0,469.539,6991,71,0369707014008,3,0
0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,71012,0,0,0,0,0,0,1,1,0,0,0,469.539,6993,71,0369707014008,3,0
0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,71012,0,0,0,0,0,0,0,0,0,0,0,469.539,6996,71,0369707014008,3,0
1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,71012,2,2,2,2,2,2,2,2,2,2,2,469.539,6997,71,0369707014008,3,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,0,71012,0,0,0,0,0,0,1,1,0,0,0,469.539,6999,71,0369707014008,3,0
0,0,0,0,9,1,0,0,0,1,0,1,1,0,0,0,0,71012,0,0,0,0,0,0,0,0,0,0,0,469.539,7000,71,0369707014008,3,0
0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,71012,1,0,0,0,0,0,0,1,1,2,0,469.539,7001,71,0369707014008,3,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71012,0,0,0,0,0,0,1,1,0,0,0,469.539,7002,71,0369707014008,3,0
0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,71012,1,0,0,1,0,0,2,2,2,1,0,469.539,7003,71,0369707014008,3,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,71012,0,0,0,0,0,0,0,0,0,0,0,465.9892,7007,71,0369807017001,3,9
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,71012,0,0,0,0,0,0,1,0,0,0,0,465.9892,7009,71,0369807017001,3,0
0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,71012,2,0,0,2,0,0,2,2,2,2,2,465.9892,7010,71,0369807017001,3,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,71012,0,0,0,0,0,0,1,0,0,0,0,465.9892,7012,71,0369807017001,3,0
0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,71012,0,0,0,0,0,0,1,0,0,0,0,465.9892,7013,71,0369807017001,3,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,71012,0,0,0,0,0,0,0,0,0,0,0,465.9892,7014,71,0369807017001,3,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3001,0,0,0,0,0,0,0,0,0,0,0,491.8462,7015,71,0369907018004,3,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3001,0,0,0,0,0,0,0,0,0,0,0,491.8462,7016,71,0369907018004,3,9
0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,3001,1,0,0,0,0,0,1,1,1,2,0,491.8462,7017,71,0369907018004,3,1
0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,3001,1,2,2,2,0,0,1,1,1,2,1,491.8462,7019,71,0369907018004,3,1
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3001,0,0,0,0,0,0,0,0,0,0,0,532.2557,7021,71,0369907018012,3,9
0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,3001,2,0,2,1,1,1,2,2,2,1,1,532.2557,7024,71,0369907018012,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3001,0,0,0,0,0,0,1,1,1,0,0,532.2557,7025,71,0369907018012,3,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3001,0,0,0,0,0,0,0,0,0,0,0,532.2557,7026,71,0369907018012,3,9
1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,71022,1,2,1,1,0,1,1,1,1,2,1,454.592,7028,71,0371108010000,3,0
0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,71022,1,0,0,1,0,0,1,1,1,1,1,454.592,7029,71,0371108010000,3,0
0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,71022,1,0,0,0,0,0,1,1,0,0,0,454.592,7030,71,0371108010000,3,0
0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,71022,2,0,0,0,0,0,2,0,0,1,0,454.592,7034,71,0371108010000,3,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,71022,0,0,0,0,0,0,2,0,0,0,0,454.592,7039,71,0371108010000,3,0
0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,71022,0,0,0,0,0,0,2,0,0,0,0,454.592,7041,71,0371108010000,3,0
0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,71032,0,0,0,0,0,0,2,0,0,0,0,454.3291,7045,71,0370508016001,3,0
0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,71032,0,0,0,0,0,0,1,1,0,0,1,454.3291,7046,71,0370508016001,3,0
0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,71032,0,0,0,0,0,0,2,0,0,0,0,454.3291,7047,71,0370508016001,3,0
0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,71032,0,0,0,0,0,0,1,0,0,2,0,454.3291,7051,71,0370508016001,3,0
0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,71022,0,0,0,0,0,0,2,2,0,0,0,508.999,7055,71,0372510012000,3,0
1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,71022,2,0,2,2,0,2,2,2,2,2,2,508.999,7058,71,0372510012000,3,1
0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,71022,1,2,2,2,2,2,1,1,1,2,2,508.999,7059,71,0372510012000,3,1
1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,71022,0,0,0,0,0,0,1,1,0,0,0,508.999,7064,71,0372510012000,3,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,71022,0,0,0,0,0,0,0,0,0,0,0,508.999,7066,71,0372510012000,3,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,71022,0,0,0,0,0,0,0,0,0,0,0,508.999,7067,71,0372510012000,3,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,71012,0,0,0,0,0,0,0,0,0,0,0,466.2592,7070,71,0374212014000,3,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,71012,0,0,0,0,0,0,0,0,0,0,0,466.2592,7071,71,0374212014000,3,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,71012,0,0,0,0,0,0,0,0,0,0,0,466.2592,7080,71,0374212014000,3,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,71022,0,0,0,0,0,0,0,0,0,0,0,466.7992,7082,71,0374513004000,3,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,71022,0,0,0,0,0,0,0,0,0,0,0,466.7992,7083,71,0374513004000,3,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,71022,0,0,0,0,0,0,0,0,0,0,0,466.7992,7085,71,0374513004000,3,9
0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,71022,1,0,0,0,0,0,1,1,1,0,0,466.7992,7087,71,0374513004000,3,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,71022,0,0,0,0,0,0,0,0,0,0,0,466.7992,7088,71,0374513004000,3,9
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,71022,1,0,0,0,0,0,1,1,1,0,0,466.7992,7089,71,0374513004000,3,0
0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,71022,1,0,0,1,0,0,1,1,1,1,0,466.7992,7090,71,0374513004000,3,0
0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,71022,1,0,0,0,0,0,1,1,1,1,2,466.7992,7091,71,0374513004000,3,1
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,71012,0,0,0,0,0,0,0,0,0,0,0,469.811,7094,71,0374713011001,3,9
0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,71012,2,2,2,2,2,2,2,2,2,2,2,469.811,7096,71,0374713011001,3,1
0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,71012,2,0,0,1,0,0,2,2,2,2,0,469.811,7098,71,0374713011001,3,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,71012,1,0,0,1,0,0,1,1,1,1,0,469.811,7099,71,0374713011001,3,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,71022,0,0,0,0,0,0,0,0,0,0,0,470.3551,7102,71,0375113023000,3,9
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,71022,0,0,0,0,0,0,2,0,0,0,0,470.3551,7103,71,0375113023000,3,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,71022,0,0,0,0,0,0,0,0,0,0,0,470.3551,7104,71,0375113023000,3,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,71022,0,0,0,0,0,0,0,0,0,0,0,470.3551,7105,71,0375113023000,3,9
