makesafe,wdrinking,wall,toilet,tenurlot,tenurhws,strrec,shareit,segregate,roof,regcode,psurec,provcode,bedroom,hhnum,fuelused,floor,finalwgt,electrct,dweltype,dump,drinksafe,composting,collect,burn
99,4,1,1,1,1,49042,0,1,2,3,0285417005000,49,2,5600,2,8,497.7733,1,1,0,0,0,0,1
99,4,1,1,1,1,49042,1,1,2,3,0285417005000,49,2,5601,2,1,497.7733,1,1,0,0,1,0,0
1,1,1,1,2,1,49042,0,0,2,3,0285417005000,49,2,5602,6,8,497.7733,1,1,0,1,1,0,0
1,4,3,1,1,1,49042,0,1,2,3,0285417005000,49,2,5603,6,8,497.7733,1,4,0,1,0,0,1
99,4,2,1,3,1,49042,0,0,2,3,0285417005000,49,1,5604,6,8,497.7733,4,1,0,0,0,0,0
99,4,3,1,3,1,49042,0,0,2,3,0285417005000,49,2,5605,6,8,497.7733,1,1,0,0,1,0,1
99,4,1,1,1,1,49042,2,0,2,3,0285417005000,49,2,5606,6,1,497.7733,1,1,0,0,1,0,1
99,4,3,1,1,1,49042,1,1,2,3,0285417005000,49,2,5607,6,1,497.7733,1,1,1,0,0,0,1
99,4,1,1,1,1,49042,1,1,2,3,0285417005000,49,2,5608,6,8,497.7733,1,1,1,0,0,0,0
99,4,2,1,3,1,49042,0,1,2,3,0285417005000,49,2,5609,6,1,497.7733,0,1,1,0,1,0,0
9,14,1,1,3,1,49012,0,0,2,3,0286519003001,49,2,5610,2,8,498.8192,1,1,1,9,0,0,1
9,14,1,1,3,1,49012,0,0,2,3,0286519003001,49,1,5611,1,8,498.8192,1,1,1,9,0,0,1
6,4,2,1,3,1,49012,1,0,1,3,0286519003001,49,0,5612,6,2,498.8192,1,1,0,1,1,0,1
99,4,1,1,1,1,49012,0,1,2,3,0286519003001,49,3,5613,2,8,498.8192,1,1,0,0,0,0,1
6,4,1,1,1,1,49012,0,1,2,3,0286519003001,49,2,5614,2,6,498.8192,1,1,0,1,0,0,1
99,4,1,1,3,1,49012,0,1,2,3,0286519003001,49,3,5615,2,8,498.8192,1,1,0,0,0,1,0
99,4,1,1,3,1,49012,0,0,2,3,0286519003001,49,3,5616,2,8,498.8192,1,1,0,0,0,1,0
3,4,1,1,1,1,49012,0,1,2,3,0286519003001,49,5,5617,2,6,498.8192,1,1,0,1,0,0,1
1,4,2,1,1,1,49012,0,1,2,3,0286519003001,49,1,5618,6,8,498.8192,1,1,0,1,1,0,1
99,4,1,1,1,1,49012,0,1,2,3,0286519003001,49,2,5619,2,8,498.8192,1,2,0,0,0,1,1
99,4,1,1,3,1,49012,0,0,2,3,0286519003001,49,4,5620,2,8,498.8192,1,1,0,0,0,0,1
9,14,1,1,3,2,49012,0,1,2,3,0286519003001,49,1,5621,6,8,498.8192,3,1,0,9,0,0,1
99,1,1,1,1,1,49042,0,0,2,3,0288221013001,49,2,5622,2,8,498.8192,1,1,0,0,0,1,0
3,1,1,1,1,1,49042,0,1,1,3,0288221013001,49,3,5623,2,6,498.8192,1,1,0,1,0,0,1
99,1,1,1,4,1,49042,0,0,2,3,0288221013001,49,2,5624,6,8,498.8192,1,1,0,0,0,1,1
99,1,1,1,3,3,49042,0,0,3,3,0288221013001,49,3,5625,2,6,498.8192,1,1,0,0,0,1,0
99,5,1,1,1,1,49042,0,1,2,3,0288221013001,49,2,5626,2,8,498.8192,1,1,0,0,0,1,0
99,4,3,1,2,1,49052,0,0,2,3,0288922012000,49,2,5627,6,8,487.5268,1,1,1,0,0,0,0
99,4,2,2,3,1,49052,0,1,2,3,0288922012000,49,0,5628,6,3,487.5268,0,1,1,0,0,0,1
99,4,3,1,3,1,49052,0,1,2,3,0288922012000,49,1,5629,6,9,487.5268,1,1,1,0,1,0,0
99,4,2,1,4,1,49052,0,1,2,3,0288922012000,49,1,5630,6,8,487.5268,1,1,1,0,0,0,1
6,4,2,1,3,3,49052,0,1,5,3,0288922012000,49,1,5631,5,8,487.5268,1,1,1,1,0,0,1
99,4,2,0,1,1,49052,9,1,2,3,0288922012000,49,1,5632,6,2,487.5268,1,1,0,0,1,0,0
1,4,3,1,2,1,49052,0,0,2,3,0288922012000,49,2,5633,6,3,487.5268,1,1,0,1,0,0,1
99,4,1,1,1,1,49062,0,0,2,3,0290923008000,49,2,5634,6,8,515.9868,1,1,0,0,0,0,1
99,4,3,1,1,1,49062,0,1,1,3,0290923008000,49,1,5635,6,1,515.9868,1,1,0,0,0,0,1
99,8,1,1,1,1,49062,0,0,2,3,0290923008000,49,4,5636,2,6,515.9868,1,1,0,0,1,0,0
99,8,1,1,1,1,49062,0,0,2,3,0290923008000,49,2,5637,2,8,515.9868,1,1,0,0,0,0,1
99,4,1,1,1,1,49062,0,0,2,3,0290923008000,49,2,5638,1,8,515.9868,1,1,1,0,0,0,0
99,4,1,1,1,1,49062,0,1,2,3,0290923008000,49,2,5639,2,8,515.9868,1,1,0,0,0,0,1
99,4,3,1,1,1,49062,0,1,2,3,0290923008000,49,2,5640,6,8,515.9868,1,1,0,0,0,0,1
99,4,1,1,1,1,49062,0,0,3,3,0290923008000,49,2,5641,6,8,515.9868,1,1,0,0,0,0,1
1,4,1,1,1,1,49062,0,1,2,3,0290923008000,49,2,5642,6,8,515.9868,1,1,0,1,0,0,1
1,4,3,1,3,1,49062,0,1,2,3,0290923008000,49,2,5643,6,8,515.9868,1,1,0,1,0,0,1
99,4,3,1,1,1,49062,0,0,2,3,0290923008000,49,3,5644,6,8,515.9868,1,1,0,0,0,0,1
99,8,1,1,3,1,49062,0,0,2,3,0290923008000,49,4,5645,5,8,515.9868,1,1,0,0,1,0,0
99,4,3,1,1,1,49062,0,0,1,3,0290923008000,49,1,5646,6,8,515.9868,1,1,0,0,1,0,0
99,8,1,1,1,1,49062,0,0,2,3,0290923008000,49,3,5647,5,8,515.9868,1,1,1,0,0,0,0
99,4,3,1,1,1,49062,0,1,1,3,0290923008000,49,1,5648,6,8,515.9868,1,1,0,0,1,0,0
99,4,1,1,3,1,49062,1,0,1,3,0290823035000,49,1,5649,6,1,487.8086,4,1,0,0,0,1,0
6,4,1,1,3,1,49062,1,0,2,3,0290823035000,49,2,5650,2,8,487.8086,1,1,0,1,0,1,0
1,4,1,1,1,1,49062,1,1,1,3,0290823035000,49,2,5651,6,8,487.8086,1,1,0,1,0,1,0
1,4,1,1,3,1,49062,0,1,2,3,0290823035000,49,3,5652,5,8,487.8086,1,1,0,1,0,1,1
99,4,1,1,3,1,49062,0,0,1,3,0290823035000,49,2,5653,6,8,487.8086,1,1,0,0,0,1,0
1,4,1,1,3,1,49062,1,0,2,3,0290823035000,49,2,5654,6,8,487.8086,4,1,0,1,1,0,1
1,4,1,1,1,1,49062,0,0,2,3,0290823035000,49,3,5655,2,6,487.8086,1,1,0,1,0,0,1
99,4,3,1,3,1,49062,0,0,1,3,0290823035000,49,2,5656,6,8,487.8086,1,1,0,0,1,0,1
1,4,2,1,1,1,49062,0,0,2,3,0290823035000,49,2,5657,6,8,487.8086,1,1,0,1,0,0,1
1,4,1,1,1,1,49062,0,1,2,3,0290823035000,49,2,5658,6,8,487.8086,1,1,0,1,0,0,1
99,4,1,1,3,1,49062,0,0,2,3,0290823035000,49,1,5659,5,8,487.8086,1,1,0,0,0,1,0
99,4,3,1,1,1,49062,0,0,1,3,0290823035000,49,2,5660,6,8,487.8086,1,1,0,0,0,0,1
99,4,3,1,1,1,49062,0,1,1,3,0290823035000,49,1,5661,6,8,487.8086,6,1,0,0,1,0,1
99,4,2,1,1,1,49062,1,0,1,3,0290823035000,49,1,5662,6,1,487.8086,4,1,0,0,0,1,0
99,4,2,1,3,1,49062,0,1,1,3,0290823035000,49,2,5663,6,3,487.8086,0,1,0,0,0,0,1
99,4,1,1,3,1,49062,1,0,1,3,0290823035000,49,1,5664,5,8,487.8086,1,1,0,0,0,0,1
99,4,1,1,1,1,49012,0,1,2,3,0292825002002,49,2,5665,2,6,499.108,1,1,0,0,0,1,1
99,4,1,1,1,1,49012,0,1,2,3,0292825002002,49,1,5666,2,8,499.108,1,1,0,0,1,0,0
99,4,1,1,3,3,49012,0,1,2,3,0292825002002,49,0,5667,6,8,499.108,1,1,0,0,0,1,1
99,1,1,1,3,1,49012,0,1,2,3,0292825002002,49,0,5668,2,8,499.108,1,1,0,0,0,1,1
99,4,1,1,5,1,49012,0,1,2,3,0292825002002,49,2,5669,6,8,499.108,1,1,0,0,0,0,1
99,4,1,1,3,1,49012,0,0,2,3,0292825002002,49,1,5670,6,8,499.108,1,1,0,0,0,1,0
9,14,1,1,1,1,49012,0,1,3,3,0292825002002,49,4,5671,2,6,499.108,1,1,0,9,0,1,0
99,4,1,1,2,2,49012,0,1,2,3,0292825002002,49,0,5672,5,8,499.108,1,1,0,0,0,1,1
99,4,1,1,1,1,49012,0,0,2,3,0292825002002,49,1,5673,6,8,499.108,1,1,0,0,0,1,0
99,4,1,1,3,3,49012,0,0,2,3,0292825002002,49,3,5674,2,6,499.108,1,1,0,0,1,1,1
99,1,3,1,3,1,49012,0,0,2,3,0292825002002,49,1,5675,6,8,499.108,1,1,0,0,0,1,0
99,4,1,1,1,1,49022,0,1,2,3,0292225012000,49,2,5676,2,8,497.4854,1,1,0,0,1,0,1
99,4,1,1,1,1,49022,1,1,2,3,0292225012000,49,0,5677,6,8,497.4854,1,2,0,0,1,0,1
99,4,1,1,2,2,49022,0,0,2,3,0292225012000,49,1,5678,6,8,497.4854,1,1,0,0,1,0,0
9,14,1,1,1,1,49022,0,0,2,3,0292225012000,49,3,5679,2,8,497.4854,1,1,0,9,0,0,1
1,4,1,1,1,1,49022,1,1,2,3,0292225012000,49,2,5680,6,8,497.4854,1,1,0,1,1,0,1
99,4,1,1,2,1,49022,0,0,2,3,0292225012000,49,2,5681,6,8,497.4854,1,1,0,0,0,0,1
1,4,1,1,2,3,49022,0,1,2,3,0292225012000,49,2,5682,6,8,497.4854,1,1,0,1,1,0,1
99,4,1,1,2,2,49022,0,1,1,3,0292225012000,49,2,5683,2,8,497.4854,1,1,0,0,1,0,1
99,4,1,1,1,1,49022,0,0,1,3,0292225012000,49,1,5684,2,8,497.4854,1,1,0,0,0,0,1
9,14,1,1,1,1,49022,0,1,2,3,0292225012000,49,1,5685,2,8,497.4854,1,1,0,9,0,0,1
99,4,1,1,5,1,49022,0,1,2,3,0292225012000,49,2,5686,2,8,497.4854,1,1,1,0,0,0,1
99,4,1,1,1,1,49022,0,1,2,3,0292225012000,49,2,5687,2,8,497.4854,1,1,1,0,1,0,1
1,4,1,1,1,1,49022,0,1,2,3,0292225012000,49,3,5688,6,8,497.4854,1,1,0,1,1,0,1
99,4,1,1,4,4,49022,1,0,2,3,0292225012000,49,2,5689,6,8,497.4854,1,1,0,0,0,0,1
99,1,3,2,1,1,49022,0,1,2,3,0294026006003,49,3,5690,2,8,499.108,1,1,0,0,0,1,0
1,1,1,1,4,1,49022,0,1,2,3,0294026006003,49,1,5691,5,8,499.108,1,1,0,1,0,1,0
99,1,1,2,1,1,49022,0,1,2,3,0294026006003,49,3,5692,2,8,499.108,1,1,0,0,0,1,0
99,4,1,1,4,1,49022,0,1,2,3,0294026006003,49,1,5693,5,8,499.108,1,1,0,0,0,1,0
99,5,2,0,1,1,49022,9,1,2,3,0294026006003,49,1,5694,2,1,499.108,1,5,0,0,0,1,0
1,4,4,1,4,1,49022,1,1,2,3,0294026006003,49,1,5695,6,1,499.108,0,1,0,1,0,1,0
99,1,1,2,1,1,49022,1,1,2,3,0294026006003,49,1,5696,6,8,499.108,0,2,0,0,0,1,0
99,5,1,2,1,1,49022,1,1,2,3,0294026006003,49,1,5697,1,8,499.108,1,2,0,0,0,1,0
99,1,1,2,4,1,49022,0,0,2,3,0294026006003,49,1,5698,2,8,499.108,1,1,0,0,0,1,0
9,14,1,1,3,3,49032,0,1,2,3,0293926030002,49,2,5699,2,8,496.9096,1,1,0,9,0,1,0
6,5,3,0,3,3,49032,9,0,4,3,0293926030002,49,1,5700,6,8,496.9096,1,1,0,1,0,1,0
99,1,1,1,1,1,49032,0,1,2,3,0293926030002,49,4,5701,2,6,496.9096,1,1,0,0,0,1,0
6,1,1,1,3,3,49032,0,1,2,3,0293926030002,49,1,5702,2,8,496.9096,1,1,0,1,0,1,0
6,1,1,1,1,1,49032,0,0,2,3,0293926030002,49,3,5703,5,8,496.9096,1,1,0,1,1,0,0
99,3,2,1,4,1,49032,0,1,2,3,0293926030002,49,1,5704,5,8,496.9096,1,1,0,0,0,1,0
99,3,2,1,4,1,49032,0,1,2,3,0293926030002,49,2,5705,5,2,496.9096,1,2,0,0,0,0,1
9,14,1,1,1,1,49032,0,1,2,3,0293926030002,49,3,5706,2,6,496.9096,1,1,0,9,0,1,0
99,1,1,1,2,2,49032,0,1,2,3,0293926030002,49,2,5707,2,6,496.9096,1,1,0,0,0,1,0
99,1,1,1,1,1,49022,0,0,2,3,0294126033002,49,2,5708,5,8,487.245,1,1,0,0,0,1,0
99,4,1,1,3,1,49022,0,1,2,3,0294126033002,49,2,5709,6,8,487.245,1,1,0,0,0,1,0
99,1,1,1,1,1,49022,0,1,2,3,0294126033002,49,2,5710,5,8,487.245,1,1,0,0,0,1,0
99,4,1,1,4,1,49022,1,1,2,3,0294126033002,49,1,5711,5,8,487.245,1,1,0,0,0,1,0
99,5,1,1,1,1,49022,0,1,2,3,0294126033002,49,1,5712,5,8,487.245,1,1,0,0,0,1,0
99,5,3,1,3,1,49022,0,1,2,3,0294126033002,49,1,5713,5,8,487.245,5,1,1,0,0,0,0
99,5,1,1,3,3,49022,0,1,2,3,0294126033002,49,1,5714,2,8,487.245,1,1,0,0,0,1,0
99,4,1,1,1,1,49022,0,1,2,3,0294126033002,49,3,5715,2,6,487.245,1,1,0,0,0,1,0
99,5,3,1,1,1,49022,0,0,2,3,0294126033002,49,2,5716,6,8,487.245,1,1,0,0,0,1,0
99,6,3,1,1,1,49022,1,1,2,3,0294126033002,49,1,5717,6,8,487.245,1,1,0,0,1,0,0
99,5,3,1,4,1,49022,1,0,2,3,0294126033002,49,1,5718,5,8,487.245,1,1,0,0,0,1,0
99,4,2,1,4,1,49022,0,0,2,3,0294126033002,49,3,5719,5,8,487.245,1,1,0,0,0,1,0
99,4,1,1,1,1,49022,0,1,2,3,0294126033002,49,3,5720,5,8,487.245,1,1,0,0,0,0,1
99,4,2,1,1,1,49022,1,1,2,3,0294126033002,49,1,5721,6,2,487.245,1,1,0,0,0,0,1
99,4,1,1,3,1,49052,1,1,2,3,0294626036000,49,1,5722,2,8,498.0612,4,1,0,0,0,0,1
9,14,1,1,3,3,49052,0,1,2,3,0294626036000,49,3,5723,2,8,498.0612,1,1,0,9,1,0,1
99,4,1,1,1,1,49052,0,0,2,3,0294626036000,49,2,5724,2,8,498.0612,1,1,0,0,0,0,1
1,4,1,1,1,1,49052,0,0,2,3,0294626036000,49,3,5725,6,8,498.0612,1,1,1,1,0,0,1
1,4,2,1,3,1,49052,1,1,2,3,0294626036000,49,1,5726,6,8,498.0612,4,1,0,1,0,0,1
99,4,2,1,1,1,49052,1,1,5,3,0294626036000,49,0,5727,6,8,498.0612,0,1,1,0,0,0,1
99,4,1,0,3,1,49052,9,0,2,3,0294626036000,49,1,5728,6,8,498.0612,4,1,1,0,0,0,0
1,1,1,2,1,1,49052,0,1,2,3,0294626036000,49,2,5729,2,8,498.0612,1,1,0,1,1,0,0
9,14,1,2,2,1,49052,0,0,2,3,0294626036000,49,2,5730,2,6,498.0612,1,1,0,9,1,0,1
1,5,3,2,1,1,49052,0,1,2,3,0294626036000,49,2,5731,2,8,498.0612,1,1,0,1,1,0,0
99,5,3,2,4,1,49052,0,0,2,3,0294626036000,49,2,5732,6,8,498.0612,1,1,0,0,0,0,1
99,1,1,2,1,1,49052,0,1,2,3,0294626036000,49,2,5733,2,8,498.0612,1,1,0,0,0,0,1
99,1,3,2,1,1,49052,0,0,2,3,0294626036000,49,1,5734,6,8,498.0612,1,1,1,0,0,0,0
99,1,1,0,3,1,49052,9,0,2,3,0294626036000,49,3,5735,2,8,498.0612,1,1,1,0,0,0,0
99,5,1,2,3,1,49052,0,0,2,3,0294626036000,49,2,5736,6,8,498.0612,1,1,1,0,0,0,0
99,1,1,2,3,1,49052,0,1,2,3,0294626036000,49,2,5737,2,8,498.0612,1,1,0,0,0,0,1
1,4,1,1,3,1,49052,1,0,2,3,0294626036000,49,1,5738,6,8,498.0612,5,1,0,1,0,0,1
99,3,4,1,4,1,49012,0,1,2,3,0295527004001,49,0,5739,6,1,497.1975,1,5,0,0,0,1,0
99,3,3,1,3,1,49012,1,0,2,3,0295527004001,49,1,5740,6,8,497.1975,4,1,1,0,0,0,0
99,3,1,1,1,1,49012,0,0,2,3,0295527004001,49,3,5741,2,6,497.1975,1,1,0,0,0,1,0
99,3,2,0,5,1,49012,9,0,2,3,0295527004001,49,0,5742,6,1,497.1975,1,5,1,0,0,0,0
99,3,1,1,1,1,49012,0,0,1,3,0295527004001,49,1,5743,6,8,497.1975,1,1,1,0,0,0,1
1,1,1,1,1,1,49012,0,0,2,3,0295527004001,49,3,5744,5,8,497.1975,1,2,0,1,0,1,0
99,3,3,1,2,1,49012,0,0,2,3,0295527004001,49,2,5745,6,1,497.1975,4,1,1,0,0,0,0
99,3,2,1,1,1,49012,0,1,2,3,0295527004001,49,1,5746,6,3,497.1975,0,1,0,0,0,1,0
99,3,1,1,1,1,49012,0,0,2,3,0295527004001,49,2,5747,2,8,497.1975,1,1,0,0,0,1,0
1,3,1,1,3,1,49012,0,0,2,3,0295527004001,49,0,5748,5,8,497.1975,1,1,0,1,0,1,0
99,3,1,0,3,1,49012,9,0,2,3,0295527004001,49,0,5749,5,8,497.1975,1,1,0,0,0,0,1
99,2,1,1,1,1,49012,0,0,2,3,0295527004001,49,2,5750,5,8,497.1975,0,1,1,0,0,0,0
99,4,2,1,4,1,49012,2,1,5,3,0295527004001,49,1,5751,5,8,497.1975,4,5,1,0,0,0,0
1,6,1,1,4,1,49012,0,1,2,3,0295527004001,49,0,5752,6,8,497.1975,0,1,1,1,0,1,0
1,1,1,0,1,1,49022,9,0,2,3,0296527006002,49,2,5753,6,8,516.5847,1,1,0,1,0,0,1
6,5,1,0,1,1,49022,9,1,2,3,0296527006002,49,1,5754,2,8,516.5847,1,1,0,1,0,1,0
6,1,3,1,2,1,49022,1,1,2,3,0296527006002,49,1,5755,6,8,516.5847,1,1,0,1,0,0,1
1,5,1,1,1,1,49022,0,1,4,3,0296527006002,49,2,5756,6,8,516.5847,1,1,0,1,0,0,1
99,5,2,2,2,1,49022,1,1,2,3,0296527006002,49,2,5757,6,8,516.5847,1,1,0,0,0,0,1
6,5,2,1,1,1,49022,1,1,2,3,0296527006002,49,1,5758,6,8,516.5847,1,2,0,1,0,0,1
99,5,1,2,3,1,49022,1,0,2,3,0296527006002,49,1,5759,5,8,516.5847,1,2,0,0,0,0,1
99,5,1,2,1,1,49022,0,0,2,3,0296527006002,49,1,5760,2,8,516.5847,1,2,0,0,0,1,1
9,14,3,2,1,1,49022,0,1,2,3,0296527006002,49,2,5761,5,8,516.5847,1,1,0,9,0,0,1
99,5,1,2,1,1,49022,0,0,2,3,0296527006002,49,3,5762,2,8,516.5847,1,1,0,0,0,1,0
9,14,1,1,1,1,49012,0,1,2,3,0297828020002,49,3,5763,2,8,486.6814,1,1,0,9,0,1,1
9,14,1,1,3,3,49012,0,1,2,3,0297828020002,49,2,5764,2,8,486.6814,1,1,0,9,0,1,1
9,14,1,1,1,1,49012,0,1,2,3,0297828020002,49,2,5765,5,8,486.6814,1,1,0,9,1,1,1
99,4,1,1,1,1,49012,0,1,2,3,0297828020002,49,3,5766,2,8,486.6814,1,1,0,0,1,1,1
1,1,1,2,4,1,49012,0,0,2,3,0297828020002,49,0,5767,5,8,486.6814,4,1,0,1,0,1,0
9,14,1,2,1,1,49012,0,1,2,3,0297828020002,49,3,5768,2,1,486.6814,1,1,0,9,0,1,0
99,1,1,2,1,1,49012,0,1,4,3,0297828020002,49,2,5769,2,8,486.6814,1,1,0,0,0,1,1
99,1,2,1,3,3,49012,0,1,2,3,0297828020002,49,2,5770,5,1,486.6814,1,1,0,0,0,1,1
99,1,1,1,1,1,49012,0,0,2,3,0297828020002,49,3,5771,2,6,486.6814,1,1,0,0,0,1,0
9,14,1,0,1,1,49012,9,1,2,3,0297828020002,49,4,5772,2,8,486.6814,1,1,0,9,1,0,1
9,14,1,1,4,1,49012,0,1,2,3,0297828020002,49,2,5773,2,6,486.6814,1,1,0,9,0,1,1
99,4,1,2,4,1,49012,1,1,2,3,0297828020002,49,2,5774,2,8,486.6814,1,1,0,0,0,1,1
1,4,4,1,5,1,49012,1,1,2,3,0297828020002,49,3,5775,5,1,486.6814,3,5,0,1,0,1,1
99,4,2,1,2,2,49012,0,1,2,3,0297828020002,49,0,5776,5,8,486.6814,1,1,0,0,0,1,1
99,4,1,2,4,1,49012,0,0,2,3,0297828020002,49,0,5777,6,8,486.6814,1,1,0,0,0,0,1
9,14,1,1,1,1,49012,0,0,2,3,0297828020002,49,5,5778,2,8,486.6814,1,1,0,9,0,0,1
1,4,1,1,5,1,49012,0,1,2,3,0297828020002,49,2,5779,5,1,486.6814,1,1,0,1,0,1,1
99,4,1,1,1,1,49012,0,0,2,3,0297828020002,49,1,5780,2,1,486.6814,1,1,0,0,1,1,0
99,2,1,1,3,1,49032,1,1,2,3,0297528023000,49,1,5781,2,1,515.9868,1,1,0,0,0,0,1
99,4,1,1,1,1,49032,0,1,2,3,0297528023000,49,1,5782,6,8,515.9868,1,1,0,0,0,0,1
99,4,1,1,1,1,49032,0,0,1,3,0297528023000,49,2,5783,2,8,515.9868,1,1,0,0,0,0,1
99,4,1,1,1,1,49032,0,1,2,3,0297528023000,49,2,5784,7,8,515.9868,1,1,0,0,0,0,1
99,1,1,1,1,1,49032,0,1,2,3,0297528023000,49,3,5785,2,8,515.9868,1,1,0,0,0,0,1
99,1,1,1,1,1,49032,0,1,2,3,0297528023000,49,3,5786,2,8,515.9868,1,1,0,0,0,0,1
9,14,1,1,1,1,49032,0,1,2,3,0297528023000,49,3,5787,2,6,515.9868,1,1,0,9,0,0,1
99,1,1,1,1,1,49032,0,0,2,3,0297528023000,49,3,5788,2,8,515.9868,1,1,0,0,0,0,1
99,1,3,1,1,1,49032,1,1,2,3,0297528023000,49,1,5789,2,6,515.9868,1,1,0,0,0,0,1
99,1,1,1,1,1,49032,0,0,2,3,0297528023000,49,2,5790,2,8,515.9868,1,1,0,0,0,0,0
99,4,1,1,1,1,49032,0,1,2,3,0297528023000,49,2,5791,2,1,515.9868,1,1,1,0,0,0,0
99,1,1,1,1,1,49032,0,1,2,3,0297528023000,49,1,5792,2,8,515.9868,1,1,0,0,0,0,1
99,4,2,1,1,1,49042,0,0,2,3,0299329004000,49,2,5793,6,8,486.6814,1,1,0,0,0,0,1
99,4,1,1,1,1,49042,1,1,2,3,0299329004000,49,2,5794,6,8,486.6814,1,1,1,0,0,0,1
99,4,2,1,1,1,49042,0,0,2,3,0299329004000,49,2,5795,6,8,486.6814,1,1,0,0,0,0,1
99,4,1,1,1,1,49042,1,0,2,3,0299329004000,49,2,5796,6,8,486.6814,1,1,0,0,0,0,1
99,4,1,1,1,1,49042,0,1,2,3,0299329004000,49,2,5797,2,8,486.6814,1,1,0,0,0,0,1
99,4,1,1,1,1,49042,0,0,2,3,0299329004000,49,2,5798,6,8,486.6814,0,1,0,0,0,0,1
99,4,2,1,1,1,49042,0,0,2,3,0299329004000,49,1,5799,6,1,486.6814,1,1,0,0,0,0,1
99,4,1,1,1,1,49042,0,0,2,3,0299329004000,49,2,5800,2,8,486.6814,1,1,1,0,0,0,1
99,4,3,1,1,1,49042,1,1,2,3,0299329004000,49,1,5801,6,8,486.6814,1,1,0,0,0,0,1
99,4,2,1,3,1,49042,1,0,2,3,0299329004000,49,2,5802,9,8,486.6814,1,1,0,0,0,0,1
1,4,3,1,1,1,49042,1,0,2,3,0299329004000,49,2,5803,6,8,486.6814,1,1,0,1,1,0,1
9,14,1,1,1,1,49042,0,1,2,3,0299329004000,49,3,5804,2,8,486.6814,1,1,0,9,0,0,1
2,4,1,1,1,1,49042,0,1,2,3,0299329004000,49,2,5805,6,8,486.6814,1,1,0,1,0,0,1
99,4,1,1,1,1,49042,0,0,2,3,0299329004000,49,3,5806,6,8,486.6814,1,1,0,0,1,0,1
1,4,3,1,1,1,49042,0,1,1,3,0299329004000,49,1,5807,6,8,486.6814,1,1,0,1,0,0,1
99,4,2,1,1,1,49042,0,1,1,3,0299329004000,49,1,5808,6,8,486.6814,1,1,0,0,0,0,1
99,4,3,1,3,1,49042,0,0,2,3,0299329004000,49,1,5809,6,8,486.6814,0,1,0,0,0,0,1
99,4,1,1,1,1,49052,0,1,2,3,0298729016000,49,2,5810,2,6,517.1826,1,1,0,0,1,0,0
1,4,1,1,1,1,49052,0,1,2,3,0298729016000,49,2,5811,2,1,517.1826,1,1,0,1,0,0,1
1,4,2,1,5,1,49052,1,1,1,3,0298729016000,49,1,5812,2,8,517.1826,1,1,0,1,1,0,1
1,1,3,1,3,3,49052,0,1,2,3,0298729016000,49,1,5813,5,1,517.1826,4,1,0,1,1,0,1
99,4,1,2,3,3,49052,1,1,2,3,0298729016000,49,1,5814,6,8,517.1826,4,1,0,0,1,0,1
99,4,1,1,1,1,49052,1,0,2,3,0298729016000,49,2,5815,2,1,517.1826,1,1,0,0,1,0,0
99,4,2,2,3,1,49052,0,1,2,3,0298729016000,49,2,5816,6,8,517.1826,1,1,1,0,0,0,1
99,4,1,1,3,1,49052,1,1,2,3,0298729016000,49,2,5817,5,8,517.1826,1,1,0,0,0,0,1
99,4,2,1,2,1,49052,0,0,2,3,0299129020000,49,2,5818,6,1,517.1826,4,1,0,0,0,0,1
99,4,1,1,1,1,49052,0,0,2,3,0299129020000,49,2,5819,2,1,517.1826,1,1,0,0,0,0,1
1,4,3,1,1,1,49052,0,1,2,3,0299129020000,49,2,5820,6,8,517.1826,1,5,0,1,0,0,1
99,4,1,1,3,1,49052,1,1,2,3,0299129020000,49,1,5821,6,1,517.1826,1,1,0,0,0,0,1
9,14,1,1,1,1,49052,0,1,2,3,0299129020000,49,3,5822,2,6,517.1826,1,1,0,9,0,0,1
99,4,2,2,2,1,49052,0,0,2,3,0299129020000,49,3,5823,6,1,517.1826,0,1,0,0,1,0,1
99,4,1,1,3,1,49052,1,0,2,3,0299129020000,49,2,5824,6,8,517.1826,1,1,0,0,1,0,1
99,4,1,1,3,1,49052,1,0,2,3,0299129020000,49,2,5825,2,8,517.1826,1,1,0,0,0,0,1
99,4,4,1,3,1,49052,1,0,2,3,0299129020000,49,1,5826,6,3,517.1826,0,2,0,0,0,0,1
99,4,3,1,3,3,49052,0,0,6,3,0299129020000,49,1,5827,7,1,517.1826,1,1,0,0,0,0,1
99,4,1,1,3,1,49052,0,0,2,3,0299129020000,49,2,5828,2,8,517.1826,1,1,0,0,0,0,1
99,4,1,1,1,1,49052,0,1,2,3,0299129020000,49,2,5829,6,7,517.1826,1,1,0,0,1,0,1
1,4,3,1,1,1,49052,0,1,2,3,0299129020000,49,2,5830,6,8,517.1826,1,1,0,1,1,0,1
99,4,1,1,1,1,49052,0,0,2,3,0299129020000,49,2,5831,2,8,517.1826,1,1,0,0,0,0,1
99,4,2,1,5,1,49052,0,0,2,3,0299129020000,49,2,5832,6,1,517.1826,1,1,0,0,0,0,1
99,4,1,1,1,1,49052,1,0,2,3,0299129020000,49,1,5833,6,8,517.1826,1,1,0,0,1,0,1
99,4,1,1,1,1,49052,0,0,2,3,0299129020000,49,4,5834,2,6,517.1826,1,1,0,0,0,0,1
9,14,1,1,1,1,49022,0,0,2,3,0301630008000,49,4,5835,2,6,486.9632,1,1,0,9,0,1,0
