regcode,provcode,hhnum,member_code,age,sex,csc,psc,rhc,educ,occup,wrkpl
1,28,26,01,41.80698,1,,99,1,9,1,1
1,28,26,02,34.017796,2,,0,2,10,10,9
1,28,26,03,11.063655,2,1,0,4,5,14,9
1,28,26,04,4.5913758,1,1,99,3,99,99,9
1,28,27,01,39.033539,2,,10,9,10,10,9
1,28,28,01,72.654343,1,2,99,1,2,0,9
1,28,28,02,69.609856,2,2,0,2,2,10,9
1,28,28,03,25.831623,1,,99,3,10,0,9
1,28,29,01,60.785763,1,2,99,1,6,6,1
1,28,29,02,55.96167,2,2,0,2,6,10,9
1,28,30,01,40.695415,1,,99,1,6,6,1
1,28,30,02,38.704998,2,,0,2,6,10,9
1,28,30,03,19.282682,1,,99,3,8,0,9
1,28,30,04,16.733744,1,,99,3,9,14,9
1,28,30,05,13.429158,1,,99,3,7,0,9
1,28,30,06,10.910336,1,1,99,3,4,14,9
1,28,31,01,76.476387,1,2,99,1,6,0,9
1,28,31,02,73.612595,2,2,0,2,4,10,9
1,28,31,03,49.051334,1,,99,3,6,6,1
1,28,31,04,39.227924,2,,0,4,6,10,9
1,28,31,05,37.470226,1,,99,3,5,6,1
1,28,31,06,17.30048,1,,99,5,9,9,1
1,28,31,07,15.268993,2,,0,5,6,14,9
1,28,31,08,13.763176,1,,99,5,6,0,9
1,28,32,01,94.997948,2,3,0,1,0,10,9
1,28,33,01,39.386723,1,,99,1,14,4,1
1,28,33,02,26.447639,1,,99,5,12,14,9
1,28,33,03,55.512661,2,,0,5,10,10,9
1,28,33,04,55.238876,1,,99,5,10,8,1
1,28,34,01,47.548256,1,,99,1,8,9,1
1,28,34,02,47.112938,2,,0,2,6,10,9
1,28,34,03,19.285421,2,,0,4,4,0,9
1,28,34,04,16.93087,2,,0,4,10,14,9
1,28,34,05,14.888433,2,,0,4,10,14,9
1,28,34,06,8.0383301,1,1,99,3,22,99,9
1,28,35,01,29.084188,2,,3,9,6,10,9
1,28,36,01,42.047913,1,,99,1,10,6,1
1,28,36,02,39.039013,2,,0,2,6,10,9
1,28,36,03,15.356606,2,,0,4,8,14,9
1,28,36,04,13.322382,2,,0,4,7,14,9
1,28,37,02,27.698837,2,,6,9,14,2,1
1,28,38,01,24.136892,1,,99,1,6,6,1
1,28,38,02,20.468172,2,,12,2,5,10,9
1,28,38,03,1.3415469,1,1,99,3,99,99,9
1,28,39,01,23.947981,1,2,99,1,6,6,1
1,28,39,02,20.632444,2,2,0,2,10,10,9
1,28,39,03,3.6057494,2,1,0,4,99,99,9
1,28,39,04,2.0506504,1,1,99,3,99,99,9
1,28,40,01,55.40041,2,,0,1,6,10,9
1,28,40,02,32.736481,1,,99,3,10,8,1
1,28,40,03,31.307323,1,,99,3,10,8,1
1,28,40,04,29.152636,2,,12,4,14,2,1
1,28,40,05,27.641342,1,,99,5,14,5,1
1,28,40,06,1.1909651,1,1,99,5,99,99,9
1,28,41,01,42.787132,1,,99,1,10,6,1
1,28,42,01,23.490759,1,,99,1,6,6,1
1,28,42,02,19.561943,2,,10,2,10,10,9
1,28,42,03,3.1813827,1,1,99,3,99,99,9
1,28,42,04,.41615331,2,1,0,4,99,99,9
1,28,43,01,38.943188,1,,99,1,6,6,1
1,28,43,02,48.416153,2,,0,2,6,10,9
1,28,44,01,62.324436,1,2,99,1,10,6,1
1,28,44,02,63.77002,2,2,0,2,14,6,1
1,28,44,03,36.873375,2,1,0,4,10,0,9
1,28,44,04,12.290213,1,,99,5,6,14,9
1,28,45,01,59.252567,2,,0,1,6,1,1
1,28,46,01,66.409309,1,2,99,1,6,6,1
1,28,46,02,56.999317,2,2,0,2,6,10,9
1,28,46,03,38.494183,1,,99,3,5,6,1
1,28,46,04,50.527035,2,,0,5,6,10,9
1,28,46,05,12.788501,2,,0,5,6,14,9
1,28,46,06,7.8713212,2,1,0,5,1,99,9
1,28,47,01,77.319641,2,1,0,9,7,0,9
1,28,48,01,68.364136,2,3,0,1,4,10,9
1,28,48,02,66.647499,1,1,99,5,3,0,9
1,28,49,01,79.394936,2,3,0,9,1,0,9
1,28,50,01,21.412731,2,,10,9,10,10,9
1,28,51,01,69.987679,1,2,99,9,7,6,1
1,28,51,02,64.202599,2,2,0,9,10,0,9
1,28,52,01,41.78508,1,,99,1,10,8,1
1,28,52,02,40.145107,2,,0,2,10,1,1
1,28,52,03,19.633127,1,,99,3,10,0,9
1,28,52,04,13.705681,2,,0,4,7,14,9
1,28,52,05,10.885695,1,1,99,3,4,14,9
1,28,52,06,6.1957564,1,1,99,3,23,99,9
1,28,52,07,4.3723478,2,1,0,4,99,99,9
1,28,52,08,23.266256,1,,99,5,10,0,9
1,28,52,09,20.744696,2,,0,5,10,9,1
1,28,53,01,65.453796,1,2,99,1,4,6,1
1,28,53,02,66.195755,2,2,0,2,6,10,9
1,28,54,01,38.335388,1,,99,1,6,8,1
1,28,54,02,44.087612,2,,0,2,6,10,9
1,28,54,03,6.3216972,1,1,99,3,22,99,9
1,28,54,04,3.7700205,2,1,0,4,99,99,9
1,28,55,01,60.095825,1,2,99,1,10,7,1
1,28,55,02,49.533195,2,2,0,2,8,10,9
1,28,55,03,18.510609,2,,0,4,10,0,9
1,28,55,04,15.93703,1,,99,3,9,14,9
1,28,55,05,13.993155,1,,99,3,7,14,9
1,28,55,06,12.958248,1,,99,3,6,14,9
1,28,55,07,6.0232716,1,1,99,3,22,99,9
1,28,55,08,23.060917,1,,99,3,10,9,1
1,28,55,09,23.329227,2,,12,5,6,10,9
1,28,55,10,1.3744011,2,1,0,5,99,99,9
1,28,56,01,82.997948,2,3,0,9,1,0,9
1,28,57,01,60.769337,2,3,0,9,9,5,0
1,28,58,01,21.853525,2,,2,9,9,10,9
1,28,59,01,31.321012,1,,99,1,14,1,1
1,28,59,02,35.055443,2,,12,2,10,10,9
1,28,59,03,5.1854892,1,1,99,3,99,99,9
1,28,59,04,1.4893909,1,1,99,3,99,99,9
1,28,60,01,77.144424,2,3,0,1,4,10,9
1,28,60,02,39.797398,1,,99,3,7,7,1
1,28,60,03,38.5462,1,,99,3,13,0,9
1,28,60,04,37.431896,2,,0,5,8,9,2
1,28,60,05,12.821355,2,,0,5,6,14,9
1,29,61,01,27.411362,1,2,99,1,10,7,1
1,29,61,02,27.044491,2,2,0,2,10,5,1
1,29,61,03,7.5044489,1,1,99,3,1,99,9
1,29,61,04,81.998634,2,,0,5,8,0,9
1,29,62,01,51.397675,1,2,99,1,5,6,1
1,29,62,02,61.242985,2,2,0,2,6,10,9
1,29,62,03,22.042437,1,,99,3,12,9,1
1,29,63,01,68.561256,2,1,0,1,0,0,9
1,29,64,01,40.328541,1,2,99,1,10,5,0
1,29,64,02,40.799454,2,2,0,2,13,10,9
1,29,64,03,20.53388,1,1,99,3,13,0,9
1,29,64,04,15.665982,2,,0,4,9,14,9
1,29,65,01,57.494865,2,,0,1,14,7,0
1,29,65,02,26.554415,1,,99,3,12,7,1
1,29,65,03,37.500343,1,,99,5,12,7,2
1,29,65,04,33.267624,2,,0,4,14,10,9
1,29,65,05,3.8247776,1,1,99,5,99,99,9
1,29,65,06,82.532509,2,,0,5,6,15,9
1,29,66,01,35.126625,1,,99,1,12,0,9
1,29,66,02,29.744011,2,,0,2,12,0,9
1,29,66,03,10.072553,2,1,0,4,4,14,9
1,29,66,04,8.1889114,2,1,0,4,2,99,9
1,29,66,05,4.9171801,2,1,0,4,99,99,9
1,29,67,01,63.307323,1,3,99,1,6,5,1
1,29,67,02,33.653664,2,,0,4,6,1,1
1,29,67,03,34.201233,1,,99,5,6,9,1
1,29,67,04,13.653662,2,,0,5,2,0,9
1,29,67,05,12.1013,1,,99,5,4,14,9
1,29,68,01,49.371662,2,,0,1,10,10,9
1,29,68,02,27.29911,1,,99,3,11,7,1
1,29,68,03,25.023956,2,,8,5,14,10,9
1,29,68,04,4.2491446,1,1,99,5,99,99,9
1,29,68,05,33.051334,1,,99,5,10,9,1
1,29,68,06,31.570158,2,,0,4,10,9,1
1,29,68,07,13.79603,2,,0,5,7,14,9
1,29,69,01,51.991787,1,,99,1,10,0,9
1,29,69,02,54.135525,2,,0,2,12,5,1
1,29,69,03,23.545517,1,,99,3,6,4,1
1,29,69,04,26.841888,1,,99,3,10,5,1
1,29,69,05,21.618071,2,,0,5,11,10,9
1,29,69,06,1.0102669,1,1,99,5,99,99,9
1,29,70,01,57.607117,2,,0,1,14,10,9
1,29,70,02,29.242985,2,,0,4,14,9,1
1,29,71,01,57.33881,2,,0,1,6,6,1
1,29,71,02,31.83573,2,,3,4,14,0,9
1,29,71,03,1.9466119,1,1,99,5,99,99,9
1,29,71,04,24.840521,1,,99,3,10,6,1
1,29,71,05,24.041067,2,,4,5,10,10,9
1,29,72,01,72.914444,2,1,0,1,6,0,9
1,29,73,01,76.799454,1,2,99,1,6,0,9
1,29,73,02,66.288841,2,2,0,2,6,10,9
1,29,73,03,15.613963,2,,0,5,13,14,9
1,29,73,04,24.70089,2,,0,4,14,2,1
1,29,73,05,24.287474,1,,99,5,14,8,1
1,29,73,06,1.4729637,2,1,0,5,99,99,9
1,29,74,01,19.915127,2,,11,9,10,10,9
1,29,75,02,32.607803,2,,10,9,12,10,9
1,29,76,01,31.901438,1,,99,1,10,1,1
1,29,76,02,32.862423,2,,11,2,6,10,9
1,29,76,03,10.579056,2,1,0,4,4,14,9
1,29,76,04,8.5722113,2,1,0,4,2,99,9
1,29,76,05,6.6967831,2,1,0,4,22,99,9
1,29,76,06,3.5236139,2,1,0,4,99,99,9
1,29,76,07,.8569473,2,1,0,4,99,99,9
1,29,77,01,66.943192,1,2,99,1,6,6,1
1,29,77,02,61.021217,2,2,0,2,10,10,9
1,29,77,03,32.555782,2,,0,4,14,4,1
1,29,78,01,50.740589,1,2,99,1,6,6,1
1,29,78,02,46.984257,2,2,0,2,3,9,1
1,29,78,03,24.002737,1,,99,3,10,9,1
1,29,78,04,16.758385,2,,0,4,10,9,1
1,29,79,01,64.005478,1,2,99,1,8,6,1
1,29,79,02,55.175907,2,2,0,2,6,10,9
1,29,79,03,31.219713,2,,0,4,14,1,1
1,29,79,04,27.05818,2,,0,4,14,9,1
1,29,79,05,22.387405,1,,99,3,12,14,9
1,29,80,01,84.125938,1,3,99,1,1,6,1
1,29,81,01,49.190964,1,,99,1,18,2,1
1,29,81,02,44.914444,2,,0,2,13,2,1
1,29,81,03,2.1546886,2,1,0,4,99,99,9
1,29,82,01,58.40657,2,,0,1,4,10,9
1,29,82,02,38.759754,2,,0,5,10,6,1
1,29,83,01,48.741959,1,,99,1,10,6,1
1,29,83,02,49.379875,2,,0,2,7,10,9
1,29,83,03,19.534565,1,,99,3,12,14,9
1,29,83,04,17.963039,1,,99,3,11,0,9
1,29,83,05,15.975359,1,,99,3,9,14,9
1,29,83,06,13.913757,1,,99,3,7,14,9
1,29,83,07,11.099247,2,1,0,4,4,14,9
1,29,84,01,40.881588,1,2,99,1,10,6,1
1,29,84,02,34.781658,2,2,0,2,10,6,1
1,29,84,03,18.636551,1,,99,3,9,6,1
1,29,84,04,16.813141,2,,0,4,9,14,9
1,29,84,05,14.702259,1,,99,3,7,14,9
1,29,84,06,12.544832,1,,99,3,5,0,9
1,29,84,07,9.4264202,2,1,0,4,3,99,9
1,29,85,05,81.519508,2,3,0,9,7,0,9
1,29,86,01,42.23135,1,,99,1,14,6,1
1,29,86,02,40.492813,2,,0,2,14,2,1
1,29,86,03,12.1013,2,,0,4,6,14,9
1,29,86,04,11.085558,2,1,0,4,5,14,9
1,29,86,05,9.0102673,1,1,99,3,2,99,9
1,29,87,01,47.994526,1,,99,1,12,6,1
1,29,87,02,45.984943,2,,0,2,10,10,9
1,29,87,03,20.279261,2,,0,4,14,14,9
1,29,87,04,17.004791,1,,99,3,10,14,9
1,29,87,05,17.004791,1,,99,3,10,14,9
1,29,87,06,22.819986,1,,99,3,14,0,9
1,29,87,07,23.78371,2,,0,5,14,10,9
1,29,87,08,1.2265571,2,1,0,5,99,99,9
1,29,87,09,81.963036,2,4,0,5,5,10,9
1,29,88,01,70.412048,1,2,99,1,6,6,1
1,29,88,02,68.939079,2,2,0,2,3,10,9
1,29,88,03,45.207394,1,,99,3,10,6,1
1,29,88,04,36.785763,1,,99,3,6,6,1
1,29,88,05,4.202601,1,1,99,5,99,99,9
1,29,89,01,60.528404,2,3,0,9,7,0,9
1,29,90,01,76.607803,2,3,0,9,6,0,9
1,29,91,01,52.859684,1,2,99,1,10,7,1
1,29,91,02,46.724163,2,2,0,2,2,10,9
1,29,91,03,21.021219,1,1,99,3,9,7,1
1,29,91,04,19.01985,2,,0,4,10,10,9
1,29,91,05,22.603697,1,2,99,5,9,7,1
1,29,91,06,17.374401,2,,0,4,9,10,9
1,29,91,07,14.157427,2,,0,4,6,14,9
1,29,91,08,8.8624229,1,1,99,3,1,99,9
1,29,92,01,71.540039,1,2,99,1,4,6,1
1,29,92,02,72.106773,2,2,0,2,3,10,9
1,29,92,03,33.374401,2,,0,4,10,0,9
1,29,92,04,42.767967,1,,99,5,10,8,1
1,29,92,05,12.517454,1,,99,5,6,14,9
1,29,92,06,10.283367,2,1,0,5,3,14,9
1,29,92,07,9.1033535,2,1,0,5,2,99,9
1,29,93,01,26.398357,2,,11,9,14,10,9
1,29,94,01,45.637234,1,2,99,1,6,6,1
1,29,94,02,37.973991,2,2,0,2,6,9,1
1,29,94,03,17.242985,1,,99,3,8,14,9
1,29,94,04,15.967146,1,,99,3,3,0,9
1,29,94,05,13.242984,1,,99,3,5,14,9
1,29,94,06,9.1909647,1,1,99,3,1,99,9
1,29,95,01,51.063656,2,4,0,1,4,9,1
1,29,95,02,23.887749,1,1,99,3,10,6,1
1,29,95,03,11.819302,2,1,0,4,6,14,9
1,29,95,04,45.544147,1,,99,5,6,6,1
1,29,95,05,80.999313,1,1,99,5,0,0,9
1,29,96,01,61.801506,2,3,0,1,10,10,9
1,29,96,02,39.446953,2,,0,4,14,2,1
1,29,96,03,37.80698,1,,99,3,15,1,1
1,29,96,04,25.765913,1,,99,3,14,0,9
1,29,96,05,7.9014373,1,1,99,5,0,99,9
1,29,96,06,3.2635181,1,1,99,5,99,99,9
1,29,97,01,26.499659,2,,5,9,12,3,1
1,29,98,01,63.824776,1,2,99,1,6,6,1
1,29,98,02,55.364819,2,2,0,2,10,10,9
1,29,98,03,34.045174,1,,99,3,10,8,1
1,29,98,04,3.3812456,1,1,99,5,99,99,9
1,29,99,01,65.196442,1,1,99,1,0,6,1
1,29,100,01,34.157425,1,,99,1,6,8,1
1,29,100,02,31.329227,2,,12,2,10,10,9
1,29,100,03,11.18412,2,1,0,4,4,14,9
1,29,100,04,9.1964407,1,1,99,3,2,99,9
1,29,100,05,3.1950719,2,1,0,4,99,99,9
1,29,100,06,1.7932923,1,1,99,3,99,99,9
1,29,100,07,63.392197,2,1,0,5,1,0,9
1,29,101,01,41.497604,1,,99,1,6,6,1
1,29,101,02,37.826145,2,,0,2,6,6,1
1,29,101,03,19.164955,2,,0,4,10,0,9
1,29,101,04,15.058179,2,,0,4,9,14,9
1,29,101,05,10.184805,1,1,99,3,2,14,9
1,29,102,02,17.913757,2,,4,9,10,10,9
1,29,103,01,71.696098,1,2,99,1,6,6,1
1,29,103,02,62.132786,2,2,0,2,6,10,9
1,29,103,03,28.963724,1,,99,3,14,8,1
1,29,104,01,18.173853,2,,6,9,10,10,9
1,29,105,01,57.546886,1,,99,1,13,15,9
1,29,105,02,55.586586,2,,0,2,10,10,9
1,29,105,03,21.919233,1,,99,3,10,0,9
1,29,105,04,20.147844,2,,0,4,13,14,9
1,29,105,05,13.163587,1,,99,3,6,14,9
1,29,106,01,50.743328,1,,99,1,5,6,1
1,29,106,02,51.249828,2,,0,2,10,10,9
1,29,106,03,13.735797,2,,0,4,7,14,9
1,29,106,04,21.634497,1,,99,3,10,0,9
1,29,106,05,21.295004,2,,0,5,11,0,9
1,29,107,01,26.069815,1,,99,1,2,6,1
1,29,107,02,29.765913,2,,10,2,4,10,9
1,29,107,03,8.7419577,1,1,99,3,2,99,9
1,29,107,04,7.0691309,2,1,0,4,22,99,9
1,29,107,05,.33401778,2,1,0,4,99,99,9
1,29,108,01,72.922653,2,3,0,1,6,15,9
1,29,108,02,50.395618,1,2,99,3,10,1,1
1,29,108,03,26.587269,2,1,0,5,12,0,9
1,29,108,04,24.481861,2,,0,5,14,5,1
1,29,108,05,23.882273,1,2,99,5,10,8,1
1,29,108,06,23.112936,2,2,0,5,14,10,9
1,29,108,07,1.7138946,1,1,99,5,99,99,9
1,29,109,01,51.0308,1,,99,1,10,5,1
1,29,109,02,41.316906,2,,0,2,12,10,9
1,29,109,03,18.877481,2,,0,4,13,14,9
1,29,109,04,10.729637,1,1,99,3,4,14,9
1,29,110,01,57.382614,1,,99,1,10,6,1
1,29,110,02,55.805614,2,,0,2,14,2,1
1,29,110,03,26.505133,1,,99,3,14,0,9
1,29,110,04,23.75633,2,,0,4,14,0,9
1,29,110,05,18.119097,1,,99,3,7,14,9
1,29,110,06,92.449005,2,3,0,5,6,0,9
1,33,111,01,66.488708,1,2,99,1,10,0,9
1,33,111,02,61.609856,2,2,0,2,9,9,1
1,33,111,03,22.743326,1,,99,3,10,0,9
1,33,112,01,46.422997,1,,99,1,10,1,1
1,33,112,02,45.598904,2,,0,2,10,9,1
1,33,112,03,19.33744,1,,99,3,10,14,9
1,33,112,04,17.812458,2,,0,4,10,14,9
1,33,112,05,15.455168,2,,0,4,0,14,9
1,33,113,01,30.028748,1,,99,1,14,1,1
1,33,113,02,27.008898,2,,10,2,12,9,1
1,33,113,03,5.8945928,2,1,0,4,99,99,9
1,33,113,04,.18343601,1,1,99,3,99,99,9
1,33,113,05,86.318962,2,3,0,5,8,10,9
1,33,113,06,51.794662,2,,0,5,8,9,1
1,33,114,01,59.419575,2,,0,1,8,9,1
1,33,115,01,52.58316,1,2,99,1,8,7,2
1,33,115,02,49.694729,2,2,0,2,6,5,1
1,33,115,03,25.859001,2,1,0,4,14,2,1
1,33,115,04,17.415468,2,,0,4,10,14,9
1,33,115,05,11.011636,2,1,0,5,4,14,9
1,33,116,01,53.483913,1,,99,1,12,8,1
1,33,116,02,38.986996,2,,0,2,6,10,9
1,33,116,03,19.405886,2,,0,4,10,10,9
1,33,116,04,17.92197,2,,0,4,10,10,9
1,33,116,05,15.230664,1,,99,3,7,14,9
1,33,116,06,12.150581,2,,0,4,5,14,9
1,33,116,07,9.4702263,1,1,99,3,4,99,9
1,33,116,08,6.1190963,2,1,0,4,22,99,9
1,33,117,01,61.431896,1,2,99,1,9,5,1
1,33,117,02,59.761806,2,2,0,2,8,10,9
1,33,117,03,32.818619,2,,0,4,10,9,1
1,33,117,04,17.716633,1,,99,3,10,14,9
1,33,118,01,31.822041,1,,99,1,10,8,1
1,33,118,02,32.427105,2,,0,2,12,10,9
1,33,118,03,10.442163,1,1,99,3,4,14,9
1,33,118,04,6.8747435,2,1,0,4,22,99,9
1,33,118,05,4.7830253,2,1,0,4,99,99,9
1,33,119,01,37.577003,1,,99,1,2,6,1
1,33,119,02,29.659138,2,,0,2,5,10,9
1,33,119,03,12.380561,1,,99,3,5,6,1
1,33,119,04,10.924025,2,1,0,4,4,14,9
1,33,119,05,8.5503082,2,1,0,4,2,99,9
1,33,119,06,5.6071186,2,1,0,4,99,99,9
1,33,120,01,31.687885,1,,99,1,0,6,1
1,33,120,02,32.008213,2,,0,2,4,10,9
1,33,120,03,13.71937,2,,0,4,6,14,9
1,33,120,04,9.8726902,2,1,0,4,3,99,9
1,33,120,05,8.008214,2,1,0,4,1,99,9
1,33,120,06,5.9657769,1,1,99,3,99,99,9
1,33,120,07,3.2908967,2,1,0,4,99,99,9
1,33,121,01,35.422314,1,2,99,1,6,6,1
1,33,121,02,34.590008,2,2,0,2,6,5,1
1,33,121,03,16.104038,2,,0,4,7,10,9
1,33,121,04,14.3436,1,,99,3,2,6,1
1,33,121,05,12.232718,2,,0,4,4,14,9
1,33,121,06,10.047913,1,1,99,3,1,14,9
1,33,121,07,5.5058179,2,1,0,4,99,99,9
1,33,122,01,33.834358,1,,99,1,6,6,1
1,33,122,02,30.888433,2,,12,2,6,10,9
1,33,122,03,11.208761,2,1,0,4,4,14,9
1,33,122,04,5.4127312,2,1,0,4,99,99,9
1,33,122,05,1.6536618,2,1,0,4,99,99,9
1,33,123,02,19.737165,2,,12,9,5,10,9
1,33,124,01,33.661877,1,,99,1,4,6,1
1,33,124,02,28.969198,2,,12,2,10,10,9
1,33,124,03,6.2422996,1,1,99,3,0,99,9
1,33,124,04,4.3449693,1,1,99,3,99,99,9
1,33,124,05,1.4401095,2,1,0,4,99,99,9
1,33,124,06,67.616699,2,,0,5,3,10,9
1,33,124,07,6.6967831,1,1,99,5,0,99,9
1,33,125,01,41.201916,1,,99,1,5,6,1
1,33,125,02,44.533882,2,,0,2,6,10,9
1,33,125,03,16.761122,2,,0,4,6,9,1
1,33,125,04,15.635866,1,,99,3,8,14,9
1,33,125,05,13.453798,1,,99,3,6,14,9
1,33,125,06,10.721424,1,1,99,3,3,14,9
1,33,125,07,8.6050653,1,1,99,3,2,99,9
1,33,125,08,5.6481862,2,1,0,4,99,99,9
1,33,125,09,3.1485283,1,1,99,3,99,99,9
1,33,125,10,21.163586,1,,99,3,6,6,1
1,33,125,11,19.953457,2,,10,5,10,10,9
1,33,125,12,.56399727,1,1,99,5,99,99,9
1,33,126,01,41.913757,1,,99,1,5,6,1
1,33,126,02,38.40657,2,,0,2,6,10,9
1,33,126,03,18.31896,1,,99,3,6,6,1
1,33,126,04,16.084873,1,,99,3,2,6,1
1,33,126,05,14.094456,2,,0,4,6,0,9
1,33,126,06,12.763861,1,,99,3,2,0,9
1,33,126,07,10.340862,1,1,99,3,3,14,9
1,33,126,08,8.4079399,1,1,99,3,1,99,9
1,33,126,09,4.7227926,1,1,99,3,99,99,9
1,33,126,10,2.2751541,1,1,99,3,99,99,9
1,33,127,01,61.311432,1,2,99,1,10,7,1
1,33,127,02,53.880905,2,2,0,2,6,5,1
1,33,127,03,27.635866,1,1,99,3,3,0,9
1,33,127,04,17.733059,1,,99,3,8,0,9
1,33,127,05,10.748802,1,1,99,3,2,14,9
1,33,128,01,29.379877,1,,99,1,10,6,1
1,33,128,02,27.570158,2,,11,2,8,10,9
1,33,128,03,8.2792606,2,1,0,4,1,99,9
1,33,128,04,6.1848049,1,1,99,3,0,99,9
1,33,128,05,5.0157428,1,1,99,3,99,99,9
1,33,128,06,2.882957,2,1,0,4,99,99,9
1,33,128,07,1.0130048,1,1,99,3,99,99,9
1,33,128,08,61.390827,1,,99,5,9,0,9
1,33,129,01,51.036278,1,,99,1,12,9,1
1,33,129,02,50.140999,2,,0,2,10,1,0
1,33,129,03,8.2984257,2,1,0,4,2,99,9
1,33,130,01,43.980835,1,2,99,1,14,3,1
1,33,130,02,4.9336071,2,1,0,4,99,99,9
1,33,130,03,31.277208,2,1,0,5,11,5,1
1,33,131,01,24.101301,2,,8,9,10,10,9
1,33,132,01,48.596851,1,,99,1,20,1,1
1,33,132,02,55.039013,2,,0,2,20,1,1
1,33,132,03,15.816564,1,,99,3,8,14,9
1,33,132,04,12.911704,1,,99,3,6,14,9
1,33,132,05,11.756331,2,1,0,4,4,14,9
1,33,133,01,26.195757,2,,0,1,11,10,9
1,33,133,02,7.0609174,2,1,0,4,22,99,9
1,33,133,03,5.560575,2,1,0,4,99,99,9
1,33,133,04,23.989048,1,,99,5,10,10,9
1,33,133,05,12.438056,2,,0,5,6,14,9
1,33,134,01,46.080765,1,,99,1,11,10,9
1,33,134,02,41.295002,2,,0,2,7,7,1
1,33,134,03,20.856947,1,,99,3,14,5,1
1,33,134,04,18.872005,2,,0,4,12,14,9
1,33,134,05,14.959617,2,,0,4,8,14,9
1,33,134,06,82.480492,1,,99,5,10,10,9
1,33,135,01,36.205338,1,,99,1,10,6,1
1,33,135,02,34.899384,2,,0,2,10,10,9
1,33,135,03,9.347023,1,1,99,3,3,99,9
1,33,135,04,7.775496,2,1,0,4,1,99,9
1,33,135,05,6.4777551,2,1,0,4,22,99,9
1,33,136,01,44.257359,2,,0,1,1,10,9
1,33,136,02,16.514715,2,,0,4,6,14,9
1,33,136,03,23.285421,1,,99,3,2,10,9
1,33,136,04,32.388775,2,,10,5,11,9,1
1,33,136,05,.04106776,2,1,0,5,99,99,9
1,33,136,06,20.939083,2,,10,4,8,9,1
1,33,136,07,3.9233401,1,1,99,5,99,99,9
1,33,136,08,.41067761,2,1,0,5,99,99,9
1,33,137,01,54.5243,1,2,99,1,6,9,1
1,33,137,02,61.932922,2,2,0,2,6,5,1
1,33,137,03,15.400411,1,,99,3,0,0,9
1,33,138,01,81.4757,1,2,99,1,13,15,9
1,33,138,02,79.151268,2,2,0,2,10,15,9
1,33,138,03,14.121835,2,,0,5,6,14,9
1,33,139,01,42.844627,1,,99,1,8,6,1
1,33,139,02,33.141685,2,,0,2,12,10,9
1,33,139,03,11.726215,2,1,0,4,5,14,9
1,33,139,04,10.225873,1,1,99,3,2,14,9
1,33,139,05,7.581109,2,1,0,4,1,99,9
1,33,139,06,84.128677,2,,0,5,0,0,9
1,33,140,01,46.655716,1,,99,1,6,6,1
1,33,140,02,48.481861,2,,0,2,6,10,9
1,33,140,03,23.96167,1,,99,3,10,6,1
1,33,140,04,17.995893,1,,99,3,10,6,1
1,33,140,05,15.975359,1,,99,3,9,6,1
1,33,140,06,27.055441,1,,99,3,7,6,1
1,33,140,07,25.609856,2,,10,5,14,10,9
1,33,140,08,.34496921,1,1,99,5,99,99,9
1,33,141,01,33.790554,1,,99,1,4,6,0
1,33,141,02,31.550993,2,,0,2,10,7,2
1,33,141,03,13.013005,2,,0,4,6,14,9
1,33,141,04,9.9493494,2,1,0,4,4,99,9
1,33,141,05,7.1813827,1,1,99,3,22,99,9
1,33,141,06,62.781658,2,3,0,5,6,10,9
1,33,142,01,42.321697,1,,99,1,6,9,1
1,33,142,02,44.402466,2,,7,2,6,9,1
1,33,142,03,15.515401,1,,99,3,8,14,9
1,33,142,04,13.752225,2,,0,4,6,14,9
1,33,142,05,11.655031,2,1,0,4,3,14,9
1,33,142,06,9.4620123,2,1,0,4,2,99,9
1,33,142,07,6.9623547,1,1,99,3,22,99,9
1,33,142,08,1.8590007,1,1,99,3,99,99,9
1,33,143,01,49.590691,1,,99,1,10,6,1
1,33,143,02,44.698151,2,,0,2,10,10,9
1,33,143,03,22.633812,1,,99,3,10,9,1
1,33,143,04,20.120466,1,,99,3,10,6,1
1,33,143,05,27.022587,2,,0,4,12,8,1
1,33,143,06,1.9110198,2,1,0,5,99,99,9
1,33,144,01,86.770706,1,,99,1,7,15,9
1,33,144,02,48.95277,1,3,99,3,6,0,9
1,33,144,03,15.772758,1,,99,5,6,0,9
1,33,144,04,15.419576,2,,0,5,7,14,9
1,33,145,01,53.771389,1,2,99,1,6,6,1
1,33,145,02,52.024639,2,2,0,2,6,10,9
1,33,145,03,28.375086,1,,99,3,10,9,1
1,33,145,04,26.609171,1,,99,3,10,9,1
1,33,145,05,24.410677,2,1,0,5,10,0,9
1,33,145,06,22.910336,2,1,0,5,13,0,9
1,33,145,07,89.968513,1,,99,5,0,0,9
1,33,146,01,63.356606,2,3,0,1,6,10,9
1,33,146,02,30.097193,1,,99,3,10,6,1
1,33,146,03,21.229296,2,,9,5,10,10,9
1,33,146,04,36.339493,2,,0,4,12,5,1
1,33,146,05,11.958932,1,1,99,5,5,14,9
1,33,146,06,26.297056,1,,99,5,12,5,1
1,33,146,07,22.362764,2,,0,5,11,1,1
1,33,146,08,8.7282686,1,1,99,5,1,99,9
1,33,146,09,6.0944557,1,1,99,5,22,99,9
1,33,146,10,,1,,99,5,14,9,1
