regcode,provcode,hhnum,member_code,age,sex,csc,psc,rhc,educ,occup,wrkpl
8,37,2783,01,33.125256,1,2,99,1,2,6,1
8,37,2783,02,34.07803,2,2,5,2,5,10,9
8,37,2783,03,6.9541411,1,1,99,3,0,99,9
8,37,2783,04,5.4510608,1,1,99,3,99,99,9
8,37,2783,05,3.1759069,2,1,0,4,99,99,9
8,37,2784,01,30.392881,2,,6,9,14,14,9
8,37,2785,01,63.827515,1,2,99,1,10,5,1
8,37,2785,02,61.524982,2,2,0,2,6,5,1
8,37,2785,03,31.326488,1,,99,3,12,9,1
8,37,2785,04,22.899384,1,,99,3,13,14,9
8,37,2785,05,29.013004,1,,99,5,6,9,1
8,37,2785,06,26.945927,2,,0,4,10,10,9
8,37,2785,07,5.6755648,1,1,99,5,99,99,9
8,37,2785,08,3.321013,2,1,0,5,99,99,9
8,37,2785,09,1.9356605,2,1,0,5,99,99,9
8,37,2785,10,.55578369,1,1,99,5,99,99,9
8,37,2786,01,54.527035,1,,99,1,14,1,0
8,37,2786,02,54.294319,2,,0,2,14,10,9
8,37,2786,03,28.799452,1,,99,3,14,0,9
8,37,2786,04,80.50103,2,3,0,5,6,0,9
8,37,2786,05,57.166325,1,,99,5,6,9,0
8,37,2786,06,18.817249,1,,99,5,9,9,0
8,37,2787,01,74.79808,2,3,0,1,4,10,9
8,37,2787,02,44.933609,1,4,99,3,12,0,9
8,37,2787,03,32.711842,2,,0,4,11,14,9
8,37,2787,04,41.054073,1,,99,3,10,9,1
8,37,2787,05,12.906229,2,,0,5,6,14,9
8,37,2787,06,11.849419,1,1,99,5,5,14,9
8,37,2787,07,9.7357969,1,1,99,5,1,99,9
8,37,2787,08,8.8323069,1,1,99,5,1,99,9
8,37,2788,01,52.733746,1,,99,1,14,5,1
8,37,2788,02,54.798084,2,,0,2,14,2,1
8,37,2788,03,18.830938,2,,0,5,11,14,9
8,37,2789,01,65.180016,1,,99,1,10,0,9
8,37,2789,02,9.8343601,2,1,0,5,4,99,9
8,37,2790,01,67.449692,1,2,99,1,8,5,1
8,37,2790,02,66.034225,2,2,0,2,5,10,9
8,37,2791,01,66.083504,1,2,99,1,14,6,1
8,37,2791,02,56.334019,2,2,0,2,14,2,1
8,37,2792,01,75.657768,2,,0,1,4,5,1
8,37,2793,01,45.333332,1,2,99,1,14,6,1
8,37,2793,02,45.070499,2,2,0,2,14,1,1
8,37,2793,03,23.112936,2,1,0,4,14,0,9
8,37,2793,04,21.18549,2,1,0,4,14,0,9
8,37,2793,05,16.303902,1,,99,3,10,14,9
8,37,2793,06,13.462012,2,,0,4,6,14,9
8,37,2793,07,16.251883,2,,0,5,9,14,9
8,37,2793,08,28.911705,1,1,99,0,14,2,1
8,37,2794,01,42.436687,1,2,99,1,8,9,1
8,37,2794,02,38.789871,2,2,9,2,8,10,9
8,37,2794,03,19.931553,2,,0,4,12,5,1
8,37,2794,04,12.977413,2,,0,4,6,0,9
8,37,2794,05,10.26694,1,1,99,3,3,14,9
8,37,2794,06,6.6447639,1,1,99,3,0,99,9
8,37,2794,07,4.0657086,2,1,0,4,99,99,9
8,37,2794,08,2.2258728,2,1,0,4,99,99,9
8,37,2794,09,18.387405,1,,99,5,8,9,1
8,37,2794,10,17.664614,2,,10,4,7,10,9
8,37,2794,11,.53935659,1,1,99,5,99,99,9
8,37,2795,01,37.081451,1,,99,1,6,7,1
8,37,2795,02,35.367558,2,,4,2,10,10,9
8,37,2795,03,8.7419577,2,1,0,4,2,99,9
8,37,2795,04,5.7494864,2,1,0,4,99,99,9
8,37,2795,05,1.2813141,2,1,0,4,99,99,9
8,37,2796,01,32.848732,1,,99,1,8,8,1
8,37,2796,02,24.709103,2,,10,2,10,10,9
8,37,2796,03,7.3976727,2,1,0,4,22,99,9
8,37,2796,04,6.2669406,1,1,99,3,0,99,9
8,37,2796,05,4.8049283,1,1,99,3,99,99,9
8,37,2796,06,.23545517,2,1,0,4,99,99,9
8,37,2797,01,43.028065,1,,99,1,6,6,1
8,37,2797,02,44.66256,2,,0,2,6,10,9
8,37,2797,03,18.967831,1,,99,3,9,9,1
8,37,2797,04,16.651609,2,,0,4,9,14,9
8,37,2797,05,14.590007,1,,99,3,7,14,9
8,37,2797,06,11.956194,1,1,99,3,3,14,9
8,37,2797,07,9.6153316,1,1,99,3,0,99,9
8,37,2797,08,4.2573581,1,1,99,3,99,99,9
8,37,2797,09,20.186174,1,,99,5,12,6,1
8,37,2798,01,50.73785,1,,99,1,14,5,1
8,37,2798,02,45.82341,2,,0,2,12,10,9
8,37,2798,03,25.040382,1,,99,3,13,14,9
8,37,2798,04,14.436687,2,,0,5,7,14,9
8,37,2799,01,45.138947,1,,99,1,6,9,1
8,37,2799,02,42.179329,2,,0,2,6,9,1
8,37,2799,03,20.501026,2,,0,4,12,14,9
8,37,2799,04,18.888433,1,,99,3,6,0,9
8,37,2799,05,16.86516,1,,99,3,6,0,9
8,37,2799,06,14.116359,2,,0,4,6,0,9
8,37,2799,07,11.32375,1,1,99,3,1,14,9
8,37,2799,08,9.2375088,2,1,0,4,22,99,9
8,37,2799,09,7.6632442,2,1,0,4,22,99,9
8,37,2800,01,59.285419,2,3,0,1,6,5,0
8,37,2800,02,35.509926,2,1,0,4,10,5,0
8,37,2801,01,44.079399,2,,0,1,14,10,9
8,37,2801,02,22.40657,2,,0,4,14,0,9
8,37,2801,03,21.292265,2,,0,4,14,3,1
8,37,2801,04,19.080082,2,,0,4,12,14,9
8,37,2801,05,16.509241,1,,99,3,9,14,9
8,37,2801,06,15.518138,2,,0,4,8,14,9
8,37,2801,07,12.440794,1,,99,3,6,14,9
8,37,2801,08,6.8637919,1,1,99,3,22,99,9
8,37,2802,01,29.618071,1,,99,1,10,8,1
8,37,2802,02,28.580425,2,,0,2,10,10,9
8,37,2802,03,10.099932,1,1,99,3,3,14,9
8,37,2802,04,6.680356,1,1,99,3,22,99,9
8,37,2802,05,5.0458589,2,1,0,4,99,99,9
8,37,2803,01,56.25462,2,,0,1,6,10,9
8,37,2803,02,25.505817,1,,99,3,14,3,1
8,37,2803,03,26.767967,2,,10,5,14,10,9
8,37,2803,04,4.4325805,2,1,0,5,99,99,9
8,37,2803,05,.52019167,2,1,0,5,99,99,9
8,37,2804,01,57.563313,1,2,99,1,9,1,0
8,37,2804,02,52.870636,2,2,0,2,10,10,9
8,37,2804,03,25.043121,1,2,99,3,10,10,9
8,37,2804,04,21.22382,2,,9,5,14,10,9
8,37,2805,01,35.852158,1,2,99,1,10,8,1
8,37,2805,02,37.021217,2,2,0,2,12,10,9
8,37,2805,03,10.951404,1,1,99,3,4,14,9
8,37,2805,04,9.6016426,2,1,0,4,3,99,9
8,37,2806,01,51.381245,2,,0,1,5,10,9
8,37,2806,02,15.633128,1,,99,3,8,14,9
8,37,2806,03,11.331964,2,1,0,4,5,14,9
8,37,2806,04,5.982204,2,1,0,4,99,99,9
8,37,2807,01,65.790558,1,2,99,1,14,1,0
8,37,2807,02,59.753593,2,2,0,2,14,1,0
8,37,2807,03,23.42779,2,,0,4,14,14,9
8,37,2807,04,4.6433949,2,1,0,5,99,99,9
8,37,2807,05,28.251883,1,,99,0,6,9,0
8,37,2807,06,18.647501,1,,99,0,3,9,0
8,37,2808,01,38.30801,1,,99,1,10,8,1
8,37,2808,02,38.882957,2,,0,2,12,1,1
8,37,2808,03,14.247775,1,,99,3,5,0,9
8,37,2809,01,42.978783,1,,99,1,12,1,0
8,37,2809,02,41.470226,2,,0,2,14,4,1
8,37,2809,03,10.275154,1,1,99,3,4,14,9
8,37,2809,04,8.2929497,1,1,99,3,1,99,9
8,37,2809,05,7.3730321,2,1,0,4,1,99,9
8,37,2810,01,25.618071,2,,0,1,6,9,1
8,37,2810,02,28.722792,1,,99,2,6,0,9
8,37,2810,03,3.3949349,1,1,99,3,99,99,9
8,37,2810,04,14.113621,1,,99,5,5,14,9
8,37,2810,05,12.208076,2,,0,5,5,14,9
8,37,2810,06,11.247091,1,1,99,5,3,14,9
8,37,2811,01,41.626282,1,2,99,1,2,6,1
8,37,2811,02,35.206024,2,2,10,2,6,10,9
8,37,2811,03,10.655715,2,1,0,4,3,14,9
8,37,2811,04,8.2737846,2,1,0,4,1,99,9
8,37,2811,05,4.9938397,1,1,99,3,99,99,9
8,37,2811,06,2.9869952,1,1,99,3,99,99,9
8,37,2811,07,.11225189,2,1,0,4,99,99,9
8,37,2811,08,45.002052,1,1,99,5,6,6,1
8,37,2812,01,43.446953,1,,99,1,6,6,1
8,37,2812,02,40.325806,2,,10,2,5,10,9
8,37,2812,03,20.514715,2,,0,4,10,9,1
8,37,2812,04,18.447639,1,,99,3,7,14,9
8,37,2812,05,14.568104,2,,0,4,8,9,1
8,37,2812,06,13.303217,2,,0,4,6,14,9
8,37,2812,07,11.282683,2,1,0,4,2,14,9
8,37,2812,08,8.3258047,1,1,99,3,1,99,9
8,37,2812,09,4.2847366,2,1,0,4,99,99,9
8,37,2812,10,.50376457,2,1,0,4,99,99,9
8,37,2812,11,39.167694,1,,99,5,1,0,9
8,37,2813,01,31.627653,2,,3,9,4,6,1
8,37,2814,01,35.077343,1,,99,1,4,6,1
8,37,2814,02,32.780289,2,,0,2,6,6,0
8,37,2814,03,12.67625,1,,99,3,5,14,9
8,37,2814,04,10.494182,1,1,99,3,2,14,9
8,37,2814,05,8.424367,1,1,99,3,1,99,9
8,37,2814,06,4.3997264,2,1,0,4,99,99,9
8,37,2814,07,10.872005,2,1,0,5,4,14,9
8,37,2815,01,68.769333,2,3,0,1,2,6,1
8,37,2815,02,15.164955,1,,99,5,0,0,9
8,37,2815,03,12.071184,2,,0,5,3,14,9
8,37,2816,01,26.740589,1,,99,1,6,6,1
8,37,2816,02,29.634497,2,,12,2,8,10,9
8,37,2816,03,2.882957,1,1,99,3,99,99,9
8,37,2816,04,1.119781,2,1,0,4,99,99,9
8,37,2817,04,21.445585,2,,10,9,5,10,9
8,37,2818,01,71.663246,2,,0,1,2,6,0
8,37,2818,02,17.609856,1,,99,5,6,9,1
8,37,2818,03,11.115674,1,1,99,5,2,14,9
8,37,2819,05,34.067078,2,,12,9,4,10,9
8,37,2820,01,43.529091,1,,99,1,6,9,1
8,37,2820,02,43.720737,2,,0,2,4,9,1
8,37,2820,03,20.752909,2,,0,4,11,5,1
8,37,2820,04,17.295004,2,,0,4,9,14,9
8,37,2820,05,11.534565,1,1,99,3,3,14,9
8,37,2820,06,9.5167694,1,1,99,3,1,99,9
8,37,2821,01,42.718685,1,,99,1,14,3,1
8,37,2821,02,45.801506,2,,0,2,14,1,1
8,37,2821,03,18.872005,1,,99,3,11,14,9
8,37,2821,04,14.154689,1,,99,3,7,14,9
8,37,2822,01,53.418205,1,,99,1,6,9,1
8,37,2822,02,46.414783,2,,0,2,10,10,9
8,37,2822,03,19.5154,1,,99,3,10,14,9
8,37,2822,04,17.437372,1,,99,3,7,14,9
8,37,2822,05,14.072553,2,,0,4,7,14,9
8,37,2823,01,27.430527,1,2,99,1,12,8,1
8,37,2823,02,25.549623,2,2,0,2,10,4,1
8,37,2823,03,5.1498971,1,1,99,3,99,99,9
8,37,2824,01,36.977413,1,,99,1,12,9,1
8,37,2824,02,36.993839,2,,0,2,10,9,1
8,37,2824,03,66.965096,2,3,0,5,6,0,9
8,37,2824,04,10.937714,2,1,0,5,4,14,9
8,37,2824,05,10.666667,1,1,99,5,1,14,9
8,37,2824,06,17.100616,2,,0,0,7,9,0
8,37,2825,01,31.679672,1,2,99,1,12,7,1
8,37,2825,02,29.963039,2,2,0,2,3,9,1
8,37,2825,03,8.7501707,1,1,99,3,1,99,9
8,37,2825,04,7.2361398,2,1,0,4,23,99,9
8,37,2825,05,3.2991102,2,1,0,4,99,99,9
8,37,2826,01,77.744011,1,2,99,1,12,6,1
8,37,2826,02,63.520878,2,2,0,2,4,3,1
8,37,2826,03,43.520878,1,,99,3,6,0,9
8,37,2826,04,47.028065,2,,0,4,6,10,9
8,37,2826,05,20.421629,1,,99,5,1,0,9
8,37,2826,06,18.557152,1,,99,5,9,14,9
8,37,2826,07,16.309378,1,,99,5,6,0,9
8,37,2826,08,11.110198,1,1,99,5,3,14,9
8,37,2827,01,66.042435,1,2,99,1,6,6,1
8,37,2827,02,44.353184,2,2,0,2,6,6,1
8,37,2827,03,19.50445,2,,0,4,9,14,9
8,37,2827,04,17.971252,1,,99,3,5,6,1
8,37,2827,05,15.460644,2,,0,4,8,0,9
8,37,2827,06,8.1943874,2,1,0,4,1,99,9
8,37,2827,07,5.0403833,1,1,99,3,99,99,9
8,37,2827,08,9.4373713,1,1,99,5,2,99,9
8,37,2828,01,75.290894,2,3,0,1,5,10,9
8,37,2828,02,14.45859,2,,0,5,6,0,9
8,37,2829,01,44.665298,1,,99,1,3,6,1
8,37,2829,02,40.988365,2,,0,2,5,10,9
8,37,2829,03,20.676249,1,,99,3,6,14,9
8,37,2829,04,18.01232,1,,99,3,4,6,1
8,37,2829,05,16.213552,2,,0,4,8,5,1
8,37,2829,06,12.380561,1,,99,3,5,14,9
8,37,2829,07,7.8932238,2,1,0,4,22,99,9
8,37,2829,08,5.5222449,1,1,99,3,99,99,9
8,37,2829,09,3.3182752,1,1,99,3,99,99,9
8,37,2830,01,21.804243,1,,99,1,5,9,1
8,37,2830,02,18.880219,2,,11,2,3,10,9
8,37,2830,03,.8131417,2,1,0,4,99,99,9
8,37,2831,01,44.955509,1,,99,1,10,9,1
8,37,2831,02,37.754963,2,,0,2,3,10,9
8,37,2831,03,17.64271,2,,0,4,8,9,1
8,37,2831,04,15.397673,1,,99,3,6,14,9
8,37,2831,05,12.350445,1,,99,3,5,14,9
8,37,2831,06,10.609172,1,1,99,3,3,14,9
8,37,2831,07,8.887064,1,1,99,3,0,99,9
8,37,2831,08,6.9760437,1,1,99,3,0,99,9
8,37,2831,09,5.122519,2,1,0,4,99,99,9
8,37,2831,10,3.5263519,1,1,99,3,99,99,9
8,37,2832,01,31.838467,1,2,99,1,3,6,1
8,37,2832,02,26.732374,2,2,0,2,6,10,9
8,37,2832,03,12.588638,2,,0,4,1,0,9
8,37,2832,04,11.178645,2,1,0,4,4,14,9
8,37,2832,05,9.5523615,1,1,99,3,2,99,9
8,37,2833,01,26.702259,1,,99,1,7,8,1
8,37,2833,02,21.508556,2,,0,2,7,10,9
8,37,2833,03,5.3607121,2,1,0,4,99,99,9
8,37,2833,04,3.6002738,1,1,99,3,99,99,9
8,37,2833,05,1.5989048,2,1,0,4,99,99,9
8,37,2834,01,27.271732,1,,99,1,6,6,1
8,37,2834,02,27.192333,2,,0,2,10,10,9
8,37,2834,03,7.5646815,1,1,99,3,22,99,9
8,37,2834,04,5.6509242,1,1,99,3,99,99,9
8,37,2834,05,3.468857,1,1,99,3,99,99,9
8,37,2835,01,56.780289,1,,99,1,14,1,1
8,37,2835,02,24.339493,1,,99,3,11,14,9
8,37,2835,03,15.82204,1,,99,3,9,14,9
8,37,2836,01,66.472282,1,2,99,1,10,6,1
8,37,2836,02,60.238194,2,2,0,2,6,10,9
8,37,2836,03,10.934976,1,1,99,5,0,14,9
8,37,2837,01,44.136894,1,,99,1,6,6,1
8,37,2837,02,39.32375,2,,11,2,6,10,9
8,37,2837,03,18.743326,1,,99,3,10,9,1
8,37,2837,04,12.616016,1,,99,3,5,14,9
8,37,2837,05,.75564682,2,1,0,4,99,99,9
8,37,2838,01,49.998631,1,,99,1,10,7,1
8,37,2838,02,52.588638,2,,0,2,10,7,1
8,37,2838,03,23.723476,2,,0,4,10,5,1
8,37,2838,04,21.998631,2,,0,4,10,5,1
8,37,2838,05,20.128679,2,,0,4,10,5,1
8,37,2838,06,18.116358,2,,0,4,10,5,1
8,37,2838,07,15.767282,1,,99,3,9,14,9
8,37,2838,08,13.645449,2,,0,4,7,14,9
8,37,2838,09,12.005476,2,,0,4,4,14,9
8,37,2839,03,28.635181,2,,12,9,10,10,9
8,37,2840,01,45.00753,1,,99,1,6,6,1
8,37,2840,02,43.956196,2,,12,2,3,10,9
8,37,2840,03,16.492813,2,,0,4,6,0,9
8,37,2840,04,13.423682,1,,99,3,0,0,9
8,37,2840,05,11.258042,2,1,0,4,1,14,9
8,37,2840,06,7.4086242,1,1,99,3,0,99,9
8,37,2840,07,3.3538673,1,1,99,3,99,99,9
8,37,2841,01,33.390827,1,1,99,1,4,9,1
8,37,2841,02,23.293634,1,1,99,5,4,9,1
8,37,2842,04,28.783026,2,,12,9,8,10,9
8,37,2843,01,24.717318,1,,99,1,8,6,1
8,37,2843,02,24.741957,2,,3,2,6,10,9
8,37,2843,03,4.0547571,2,1,0,4,99,99,9
8,37,2843,04,1.9931554,2,1,0,4,99,99,9
8,37,2844,01,67.285423,1,2,99,1,4,6,1
8,37,2844,02,61.089664,2,2,0,2,4,6,1
8,37,2845,01,36.15332,2,,12,9,6,10,9
8,37,2846,01,37.546886,1,,99,1,10,8,1
8,37,2846,02,31.915127,2,,0,2,10,10,9
8,37,2846,03,10.228611,2,1,0,4,4,14,9
8,37,2846,04,8.2327175,2,1,0,4,2,99,9
8,37,2847,01,49.051334,1,2,99,1,7,8,1
8,37,2847,02,45.596169,2,2,0,2,6,10,9
8,37,2847,03,25.711157,2,1,0,4,14,4,1
8,37,2847,04,6.8254619,1,1,99,5,1,99,9
8,37,2847,05,85.582481,2,,0,5,0,0,9
8,37,2848,01,55.964409,1,,99,1,11,6,1
8,37,2848,02,48.780289,2,,0,2,14,4,1
8,37,2848,03,26.171116,2,,0,4,14,0,9
8,37,2848,04,6.5735798,2,1,0,4,22,99,9
8,37,2848,05,13.689254,2,,0,5,6,14,9
8,37,2849,01,37.856262,1,,99,1,10,8,1
8,37,2849,02,39.764545,2,,0,2,8,5,0
8,37,2849,03,14.483231,2,,0,4,7,14,9
8,37,2849,04,12.668036,2,,0,4,4,14,9
8,37,2849,05,12.668036,2,,0,4,4,14,9
8,37,2849,06,3.0691307,2,1,0,5,99,99,9
8,37,2849,07,57.744011,2,,0,5,5,10,9
8,37,2850,01,40.024639,1,2,99,1,14,5,1
8,37,2850,02,29.691992,2,2,0,2,12,10,9
8,37,2850,03,5.2484598,2,1,0,4,99,99,9
8,37,2850,04,2.9705682,2,1,0,4,99,99,9
8,37,2850,05,67.668716,2,3,0,5,10,0,9
8,37,2850,06,22.239561,1,1,99,5,8,9,1
8,37,2851,01,36.761124,1,,99,1,10,8,1
8,37,2851,02,29.733059,2,,0,2,10,10,9
8,37,2851,03,12.574948,2,,0,4,5,14,9
8,37,2851,04,.54209447,1,1,99,3,99,99,9
8,37,2852,01,39.865845,1,,99,1,13,9,2
8,37,2852,02,40.205338,2,,0,2,10,2,1
8,37,2852,03,8.016427,2,1,0,4,1,99,9
8,37,2852,04,4.7556467,2,1,0,4,99,99,9
8,37,2852,05,2.8637919,2,1,0,4,99,99,9
8,37,2852,06,68.687202,2,,0,5,10,0,9
8,37,2852,07,38.565365,1,,99,5,14,9,1
8,37,2852,08,42.483231,2,,0,5,14,10,9
8,37,2852,09,13.730322,2,,0,5,11,14,9
8,37,2852,10,21.22382,2,,0,0,6,9,0
8,37,2853,01,55.364819,1,,99,1,10,1,0
8,37,2853,02,54.168377,2,,0,2,10,10,9
8,37,2854,01,38.833675,1,,99,1,12,5,1
8,37,2854,02,30.945927,2,,0,2,13,2,1
8,37,2854,03,6.2997947,1,1,99,3,0,99,9
8,37,2854,04,19.14579,2,,0,4,13,0,9
8,37,2855,01,66.045174,1,2,99,1,12,10,9
8,37,2855,02,64.941818,2,2,0,2,5,10,9
8,37,2855,03,30.976044,1,,99,3,11,9,1
8,37,2855,04,7.2772074,2,1,0,5,1,99,9
8,37,2856,01,65.97673,2,3,0,1,6,10,9
8,37,2856,02,27.556469,2,1,0,4,10,10,9
8,37,2857,01,35.529091,1,,99,1,6,6,1
8,37,2857,02,32.339493,2,,5,2,5,10,9
8,37,2857,03,9.8343601,1,1,99,3,3,99,9
8,37,2857,04,8.2902126,2,1,0,4,2,99,9
8,37,2857,05,3.1594799,2,1,0,4,99,99,9
8,37,2857,06,1.1882273,1,1,99,3,99,99,9
8,37,2858,01,70.778915,1,2,99,1,1,6,1
8,37,2858,02,68.336754,2,2,0,2,1,6,1
8,37,2858,03,23.446955,1,,99,5,6,8,1
8,37,2859,01,52.826832,1,,99,1,1,6,1
8,37,2859,02,49.735798,2,,0,2,6,10,9
8,37,2859,03,28.580425,1,,99,3,2,6,1
8,37,2859,04,.65708417,2,1,0,5,99,99,9
8,37,2860,01,53.774128,1,,99,1,3,6,1
8,37,2860,02,44.720055,2,,0,2,3,10,9
8,37,2860,03,19.301847,1,,99,3,1,6,1
8,37,2860,04,17.505817,2,,0,4,5,0,9
8,37,2860,05,12.785763,2,,0,4,4,14,9
8,37,2860,06,8.7091036,2,1,0,4,1,99,9
8,37,2860,07,8.7091036,2,1,0,4,1,99,9
8,37,2860,08,5.5167694,1,1,99,3,99,99,9
8,37,2861,01,35.753593,1,,99,1,3,6,1
8,37,2861,02,35.247089,2,,0,2,3,10,9
8,37,2861,03,15.972622,1,,99,3,2,6,1
8,37,2861,04,13.497604,2,,0,4,6,9,1
8,37,2861,05,8.2409306,2,1,0,4,0,99,9
8,37,2861,06,3.0472279,1,1,99,3,99,99,9
8,37,2862,01,37.374401,1,2,99,1,4,7,1
8,37,2862,02,32.413414,2,2,10,2,6,10,9
8,37,2862,03,9.9247093,1,1,99,3,1,99,9
8,37,2862,04,7.3949351,2,1,0,4,22,99,9
8,37,2862,05,5.3086925,1,1,99,3,99,99,9
8,37,2862,06,2.7789185,1,1,99,3,99,99,9
8,37,2862,07,.43805611,1,1,99,3,99,99,9
8,37,2863,01,33.169064,1,,99,1,3,6,1
8,37,2863,02,31.140314,2,,12,2,3,10,9
8,37,2863,03,11.039015,1,1,99,3,4,14,9
8,37,2863,04,10.039699,2,1,0,4,3,14,9
8,37,2863,05,8.5913754,1,1,99,3,2,99,9
8,37,2863,06,6.8747435,2,1,0,4,0,99,9
8,37,2863,07,2.4887064,1,1,99,3,99,99,9
8,37,2863,08,1.6427104,2,1,0,4,99,99,9
8,37,2864,01,23.950718,1,2,99,1,1,6,1
8,37,2864,02,17.607119,2,2,3,2,3,10,9
8,37,2865,01,55.252567,1,,99,1,0,6,1
8,37,2865,02,47.890488,2,,0,2,3,6,1
8,37,2865,03,20.531143,1,,99,3,3,6,1
8,37,2865,04,4.7775497,1,1,99,3,99,99,9
8,37,2866,01,49.979465,1,,99,1,2,6,1
8,37,2866,02,43.394936,2,,0,2,4,10,9
8,37,2866,03,17.152636,1,,99,3,1,6,1
8,37,2866,04,13.032169,1,,99,3,2,14,9
8,37,2866,05,10.313484,2,1,0,4,3,14,9
8,37,2866,06,8.2847366,1,1,99,3,0,99,9
8,37,2867,01,41.702942,1,,99,1,12,8,1
8,37,2867,02,40.041069,2,,0,2,14,5,1
8,37,2867,03,15.728952,2,,0,4,8,14,9
8,37,2867,04,11.01985,1,1,99,3,2,14,9
8,37,2867,05,9.2511978,2,1,0,4,2,99,9
8,37,2867,06,7.6796713,1,1,99,3,1,99,9
8,37,2867,07,6.5297742,1,1,99,3,22,99,9
8,37,2867,08,3.4113622,2,1,0,4,99,99,9
8,37,2867,09,63.282684,2,3,0,5,10,10,9
8,37,2868,01,45.500343,1,,99,1,11,5,1
8,37,2868,02,37.812458,2,,0,2,7,10,9
8,37,2868,03,14.168378,1,,99,3,8,14,9
8,37,2868,04,12.347707,1,,99,3,6,14,9
8,37,2868,05,10.757016,2,1,0,4,4,14,9
8,37,2868,06,8.2464066,1,1,99,3,2,99,9
8,37,2868,07,6.1218343,1,1,99,3,22,99,9
8,37,2868,08,68.919914,2,3,0,5,6,0,9
8,37,2868,09,48.525669,1,,99,5,3,0,9
8,37,2869,01,46.592743,1,,99,1,6,6,1
8,37,2869,02,30.94319,2,,0,2,9,10,9
8,37,2869,03,13.051334,2,,0,4,6,14,9
8,37,2869,04,10.811772,1,1,99,3,4,14,9
8,37,2869,05,8.9774132,2,1,0,4,2,99,9
8,37,2869,06,7.7180014,1,1,99,3,0,99,9
8,37,2869,07,3.7727585,2,1,0,4,99,99,9
8,37,2870,01,39.110199,1,,99,1,6,6,1
8,37,2870,02,33.653664,2,,4,2,6,9,1
8,37,2870,03,15.011636,1,,99,3,8,0,9
8,37,2870,04,13.574265,2,,0,4,7,14,9
8,37,2870,05,11.663244,1,1,99,3,5,14,9
8,37,2870,06,10.759753,2,1,0,4,3,14,9
8,37,2870,07,7.5838466,2,1,0,4,1,99,9
8,37,2870,08,5.982204,2,1,0,4,99,99,9
8,37,2870,09,2.7624915,1,1,99,3,99,99,9
8,37,2870,10,1.3470225,2,1,0,4,99,99,9
8,37,2870,11,81.492126,2,3,0,5,5,10,9
8,37,2871,02,32.670773,2,,8,9,6,10,9
8,37,2872,01,62.940453,2,3,0,1,6,10,9
8,37,2873,01,40.303902,1,,99,1,2,9,1
8,37,2873,02,39.392197,2,,0,2,4,10,9
8,37,2873,03,13.467488,1,,99,3,2,0,9
8,37,2873,04,11.427789,2,1,0,4,4,14,9
8,37,2873,05,10.015059,1,1,99,3,0,14,9
8,37,2873,06,6.8309379,1,1,99,3,0,99,9
8,37,2873,07,5.0513349,1,1,99,3,99,99,9
8,37,2873,08,1.9028063,2,1,0,4,99,99,9
8,37,2874,01,40.56126,1,,99,1,11,8,1
8,37,2874,02,40.177959,2,,0,2,8,10,9
8,37,2874,03,14.685832,2,,0,4,8,14,9
8,37,2874,04,11.329226,2,1,0,4,5,14,9
8,37,2875,01,29.63176,1,2,99,1,6,6,1
8,37,2875,02,26.748802,2,2,0,2,9,10,9
8,37,2875,03,8.1697464,2,1,0,4,2,99,9
8,37,2875,04,6.9815197,1,1,99,3,22,99,9
8,37,2875,05,5.1060915,2,1,0,4,99,99,9
8,37,2875,06,3.0335386,1,1,99,3,99,99,9
8,37,2876,01,60.427105,1,2,99,1,6,6,1
8,37,2876,02,58.143738,2,2,0,2,6,10,9
8,37,2876,03,18.297056,1,,99,5,6,6,1
8,37,2876,04,17.210131,1,,99,5,6,6,1
8,37,2876,05,8.4845991,2,1,0,5,1,99,9
8,37,2876,06,7.5728951,2,1,0,5,22,99,9
8,37,2877,01,39.665981,2,,3,9,10,10,9
8,37,2878,01,38.475018,1,,99,1,7,8,1
8,37,2878,02,34.29158,2,,0,2,14,2,1
8,37,2878,03,14.658453,2,,0,4,8,14,9
8,37,2878,04,12.618754,1,,99,3,4,14,9
8,37,2878,05,7.8275156,2,1,0,4,1,99,9
8,37,2878,06,4.8104038,2,1,0,4,99,99,9
8,37,2879,01,21.015743,2,,12,9,12,10,9
8,37,2880,01,35.726215,1,2,99,1,0,9,1
8,37,2880,02,39.436005,2,2,0,2,6,10,9
8,37,2880,03,13.385352,1,,99,3,6,14,9
8,37,2880,04,11.772758,1,1,99,3,23,14,9
8,37,2880,05,9.3579741,1,1,99,3,23,99,9
8,37,2880,06,5.6481862,1,1,99,3,99,99,9
8,37,2881,01,49.686516,2,,0,1,6,9,0
8,37,2881,02,18.28063,1,,99,3,6,9,1
8,37,2881,03,15.126626,2,,0,4,6,0,9
8,37,2881,04,13.14716,2,,0,4,5,14,9
8,37,2881,05,11.307323,1,1,99,3,4,14,9
8,37,2882,01,49.519508,1,,99,1,14,4,1
8,37,2882,02,48.068447,2,,0,2,14,4,1
8,37,2882,03,23.214237,1,,99,3,13,0,9
8,37,2882,04,21.831623,1,,99,3,11,14,9
8,37,2882,05,20.271048,1,,99,3,6,14,9
8,37,2882,06,18.436687,1,,99,3,14,0,9
8,37,2882,07,29.437372,2,,0,0,4,0,9
8,37,2883,01,30.2423,1,,99,1,12,9,1
8,37,2883,02,30.781656,2,,0,2,10,10,9
8,37,2883,03,8.1314173,1,1,99,3,1,99,9
