makesafe,wdrinkng,wall,toilet,tenurlot,tenurhws,strrec,shareit,segregate,roof,regcode,psurec,provcode,bedroom,hhnum,fwealthq,fuelused,floor,finalwgt,electrct,dweltype,dump,drinksafe,composting,collect,burn
99,1,2,1,3,1,453,0,1,2,12,2,47,2,25762,2,6,8,283.42007446289,1,1,1,0,0,0,0
1,8,1,1,1,1,453,0,0,2,12,2,47,2,25763,3,6,8,283.42007446289,1,1,0,1,1,0,0
99,1,2,1,1,1,453,0,1,2,12,2,47,2,25764,3,6,8,283.42007446289,1,1,0,0,0,0,1
99,1,2,1,2,1,453,0,1,2,12,2,47,1,25765,1,6,3,283.42007446289,0,1,0,0,1,0,0
99,1,2,2,1,1,453,0,1,2,12,2,47,1,25766,2,6,8,283.42007446289,1,1,0,0,0,0,1
99,1,3,1,1,1,453,0,0,2,12,2,47,3,25767,2,6,8,283.42007446289,1,1,1,0,0,0,0
3,1,1,1,1,1,453,0,1,2,12,2,47,2,25768,3,6,8,283.42007446289,1,1,0,1,1,0,0
99,7,2,1,3,1,453,0,0,2,12,2,47,2,25769,1,6,3,283.42007446289,0,1,0,0,1,0,0
99,1,1,1,1,1,453,0,1,2,12,2,47,2,25770,4,6,8,283.42007446289,1,1,0,0,1,0,0
9,14,1,1,3,3,453,0,1,2,12,2,47,4,25771,5,6,6,283.42007446289,1,1,0,9,1,0,1
99,1,1,1,1,1,453,0,1,2,12,2,47,4,25772,4,6,8,283.42007446289,1,1,0,0,1,0,0
99,7,2,1,1,1,453,0,1,1,12,2,47,2,25773,1,6,3,283.42007446289,0,1,0,0,1,0,0
99,8,2,1,1,1,453,0,1,2,12,2,47,2,25774,2,6,3,283.42007446289,1,1,0,0,1,0,0
99,5,2,1,1,1,453,0,1,1,12,2,47,2,25775,2,6,3,283.42007446289,1,1,0,0,0,0,1
99,1,2,1,3,1,453,0,0,2,12,2,47,2,25776,2,6,2,283.42007446289,1,1,0,0,1,0,0
99,3,2,1,1,1,455,0,1,2,12,1,47,2,25779,1,6,2,290.28506469727,0,1,0,0,1,0,0
99,3,2,1,1,3,455,0,0,1,12,1,47,1,25780,1,6,3,290.28506469727,0,1,0,0,0,0,1
1,6,2,0,1,1,455,9,1,5,12,1,47,1,25781,1,6,3,290.28506469727,0,5,1,1,0,0,0
99,3,2,1,3,3,455,0,1,1,12,1,47,2,25782,1,6,2,290.28506469727,0,1,0,0,1,0,0
1,8,2,2,1,1,455,0,1,1,12,1,47,2,25783,1,6,3,290.28506469727,0,1,1,1,0,0,0
99,9,2,2,1,1,455,0,1,1,12,1,47,2,25784,1,6,3,290.28506469727,0,1,0,0,0,0,1
1,3,2,1,1,1,455,1,1,1,12,1,47,3,25785,2,6,3,290.28506469727,1,1,0,1,1,0,0
1,1,2,2,1,1,455,0,1,2,12,1,47,1,25786,1,6,3,290.28506469727,0,1,0,1,1,0,0
99,3,2,1,3,1,455,0,1,1,12,1,47,1,25787,1,6,2,290.28506469727,0,1,0,0,1,0,0
99,1,2,2,1,1,455,0,1,1,12,1,47,1,25788,1,6,3,290.28506469727,0,1,0,0,1,0,0
6,1,3,1,1,1,455,0,1,2,12,1,47,2,25789,2,6,8,290.28506469727,1,1,0,1,1,0,0
99,1,1,1,1,1,455,0,1,2,12,1,47,4,25790,3,6,6,290.28506469727,1,1,0,0,1,0,0
99,8,2,1,3,3,452,0,1,2,12,4,47,2,25792,2,6,2,275.92727661133,1,1,0,0,1,0,0
99,4,3,1,1,1,452,0,1,2,12,4,47,2,25793,2,6,8,275.92727661133,1,1,0,0,1,0,1
99,8,1,1,3,1,452,1,1,2,12,4,47,1,25794,1,6,3,275.92727661133,0,1,0,0,1,0,0
99,8,1,1,1,1,452,0,1,2,12,4,47,2,25795,3,6,8,275.92727661133,1,1,0,0,1,0,0
4,8,2,1,3,1,452,0,1,2,12,4,47,1,25796,2,6,3,275.92727661133,1,1,0,1,1,0,0
4,8,1,1,1,1,452,0,1,2,12,4,47,0,25797,2,6,8,275.92727661133,0,1,0,1,1,0,0
99,8,1,1,1,1,452,1,1,2,12,4,47,2,25798,2,6,1,275.92727661133,4,1,0,0,1,0,0
1,8,1,1,3,1,452,0,1,2,12,4,47,2,25799,3,6,8,275.92727661133,1,1,0,1,1,0,0
1,8,3,1,1,1,452,0,1,2,12,4,47,3,25800,3,6,8,275.92727661133,1,1,0,1,1,0,0
1,8,1,1,3,1,452,1,1,2,12,4,47,2,25801,3,6,8,275.92727661133,1,1,0,1,1,0,0
1,8,1,1,1,1,452,0,1,2,12,4,47,3,25802,4,6,8,275.92727661133,1,1,0,1,1,0,1
99,9,2,1,1,1,452,0,1,2,12,4,47,2,25803,1,6,2,275.92727661133,1,1,0,0,1,0,0
99,8,2,1,3,3,452,0,1,2,12,4,47,2,25804,2,6,2,275.92727661133,1,1,0,0,1,0,0
99,1,2,1,1,1,452,0,1,2,12,4,47,1,25805,2,6,3,275.92727661133,1,1,0,0,1,0,0
4,8,2,1,1,1,452,0,1,2,12,4,47,1,25806,2,6,3,275.92727661133,1,1,0,1,1,0,0
2,8,1,1,1,1,452,0,1,4,12,4,47,2,25807,4,6,8,275.92727661133,1,1,0,1,1,0,0
99,5,3,1,1,1,456,0,1,2,12,2,47,3,25808,3,6,8,282.29168701172,1,1,0,0,1,0,1
4,7,1,1,3,1,456,1,1,2,12,2,47,1,25810,1,6,3,282.29168701172,0,1,0,1,1,0,0
99,5,2,1,2,1,456,0,1,1,12,2,47,0,25811,1,6,3,282.29168701172,0,1,0,0,0,0,1
1,5,1,1,1,1,456,0,1,2,12,2,47,3,25812,3,6,8,282.29168701172,1,1,0,1,1,0,0
99,5,2,1,1,1,456,0,1,2,12,2,47,2,25813,1,6,8,282.29168701172,1,1,0,0,0,0,1
99,1,1,1,1,1,456,0,1,2,12,2,47,2,25814,4,6,8,282.29168701172,1,1,0,0,0,0,1
99,4,2,1,3,3,456,0,0,2,12,2,47,2,25815,2,6,3,282.29168701172,1,1,1,0,0,0,0
99,5,1,1,1,1,456,0,1,2,12,2,47,1,25816,2,6,8,282.29168701172,1,1,0,0,0,0,1
99,4,2,1,3,3,456,0,1,2,12,2,47,1,25817,2,6,3,282.29168701172,4,1,0,0,0,0,1
99,4,3,1,1,1,456,0,1,2,12,2,47,3,25818,2,6,1,282.29168701172,1,1,0,0,1,0,0
1,5,1,1,3,3,456,0,1,2,12,2,47,4,25819,4,5,6,282.29168701172,1,1,1,1,0,0,0
4,5,1,1,1,1,456,0,0,2,12,2,47,2,25820,3,6,8,282.29168701172,1,1,0,1,1,0,0
99,5,2,1,1,1,456,1,1,2,12,2,47,0,25821,1,6,2,282.29168701172,0,1,1,0,0,0,0
99,1,1,1,2,2,451,0,1,2,12,2,47,2,25823,3,6,8,278.29788208008,1,1,1,0,0,0,1
99,1,1,1,3,1,451,1,0,2,12,2,47,2,25824,2,6,8,278.29788208008,1,1,1,0,0,0,0
99,1,1,1,3,1,451,0,1,2,12,2,47,3,25825,4,6,8,278.29788208008,1,1,0,0,0,0,1
4,8,2,1,3,1,451,2,1,2,12,2,47,1,25826,2,6,1,278.29788208008,4,1,0,1,0,0,1
99,9,2,2,3,3,451,0,0,2,12,2,47,2,25827,1,6,2,278.29788208008,0,1,0,0,0,0,1
4,8,2,2,3,3,451,0,0,2,12,2,47,2,25828,1,6,3,278.29788208008,1,1,0,1,0,0,1
99,8,2,1,1,1,451,0,1,2,12,2,47,2,25829,2,6,8,278.29788208008,1,1,0,0,1,0,1
99,8,2,1,1,1,451,0,0,2,12,2,47,2,25830,1,6,2,278.29788208008,0,1,0,0,0,0,1
99,4,2,1,1,1,451,0,1,2,12,2,47,2,25831,3,6,3,278.29788208008,1,1,0,0,1,0,0
99,4,2,1,1,1,451,1,1,2,12,2,47,2,25832,3,6,1,278.29788208008,1,1,0,0,1,0,1
99,4,2,1,1,1,451,0,1,2,12,2,47,2,25833,2,6,2,278.29788208008,1,1,0,0,1,0,1
99,4,1,1,1,1,451,0,1,1,12,2,47,2,25834,3,1,8,278.29788208008,1,1,0,0,0,0,1
99,8,2,2,3,1,451,0,0,2,12,2,47,0,25835,1,6,3,278.29788208008,0,1,0,0,0,0,1
4,9,2,1,3,3,451,0,0,2,12,2,47,2,25836,1,6,1,278.29788208008,0,1,0,1,1,0,0
9,14,1,1,1,1,453,0,1,2,12,3,47,3,25837,4,6,8,283.42007446289,1,1,0,9,1,0,0
9,14,1,1,2,1,453,0,1,2,12,3,47,1,25838,4,6,8,283.42007446289,1,1,0,9,0,0,1
99,7,2,0,4,4,453,9,0,2,12,3,47,1,25840,1,6,3,283.42007446289,4,5,1,0,0,0,1
99,7,3,1,3,1,453,0,0,2,12,3,47,2,25842,2,6,8,283.42007446289,1,1,1,0,0,0,1
99,4,1,0,3,1,453,9,0,2,12,3,47,1,25843,1,6,8,283.42007446289,0,1,1,0,0,0,1
99,4,3,1,1,1,453,1,1,2,12,3,47,2,25844,3,6,8,283.42007446289,1,1,0,0,0,0,1
9,14,2,2,1,1,453,1,0,2,12,3,47,1,25845,1,6,2,283.42007446289,0,1,1,9,0,0,1
99,3,2,1,3,3,453,0,0,2,12,3,47,3,25847,3,6,8,283.42007446289,1,1,1,0,0,0,1
9,14,2,2,4,4,453,1,0,2,12,3,47,1,25848,1,6,8,283.42007446289,1,1,1,9,0,0,1
9,14,3,1,3,1,453,1,1,2,12,3,47,3,25850,4,5,8,283.42007446289,1,1,0,9,0,0,1
9,14,2,1,3,1,453,1,1,2,12,3,47,4,25851,2,6,3,283.42007446289,1,1,0,9,0,0,1
99,4,1,2,3,1,453,0,0,2,12,3,47,2,25852,2,6,8,283.42007446289,1,1,1,0,0,0,1
1,4,2,1,1,1,456,0,0,1,12,3,47,1,25854,1,6,1,282.29168701172,0,1,0,1,0,0,1
99,4,2,1,3,1,456,1,1,2,12,3,47,1,25855,3,6,8,282.29168701172,4,1,1,0,0,0,1
99,4,2,1,1,1,456,0,1,2,12,3,47,2,25856,2,6,1,282.29168701172,4,1,0,0,1,0,1
9,14,2,1,1,1,456,1,0,2,12,3,47,2,25857,2,6,3,282.29168701172,4,1,0,9,0,0,1
99,4,3,1,1,1,456,0,0,2,12,3,47,3,25859,5,2,6,282.29168701172,1,1,1,0,1,0,0
99,4,2,2,3,1,456,0,0,2,12,3,47,2,25860,1,6,3,282.29168701172,0,1,0,0,0,0,1
99,4,2,1,1,1,456,0,0,1,12,3,47,2,25861,2,6,3,282.29168701172,1,1,0,0,0,0,1
99,4,1,1,3,1,456,0,0,1,12,3,47,2,25862,3,6,8,282.29168701172,1,1,1,0,1,0,0
99,4,2,1,1,1,456,0,0,1,12,3,47,1,25863,1,6,3,282.29168701172,1,1,0,0,0,0,1
4,7,2,1,3,1,458,0,1,2,12,3,47,1,25883,1,6,3,277.13208007813,4,1,0,1,1,0,0
2,6,1,1,1,1,458,1,0,2,12,3,47,2,25884,3,6,8,277.13208007813,1,1,0,1,1,0,0
99,8,2,1,3,1,458,0,0,2,12,3,47,2,25885,1,6,8,277.13208007813,0,1,0,0,0,0,1
1,10,1,1,1,3,458,0,0,2,12,3,47,4,25886,3,6,8,277.13208007813,1,1,0,1,0,0,1
4,6,1,1,1,1,458,0,1,2,12,3,47,3,25887,3,6,8,277.13208007813,4,1,0,1,0,0,1
3,5,3,1,1,1,458,0,1,2,12,3,47,0,25888,2,6,8,277.13208007813,1,1,0,1,0,0,1
4,4,1,1,3,1,458,0,0,2,12,3,47,2,25889,5,5,8,277.13208007813,1,1,1,1,0,0,1
4,7,1,1,1,1,458,2,0,2,12,3,47,2,25890,3,6,8,277.13208007813,1,1,0,1,0,0,1
99,7,3,1,1,1,458,0,0,2,12,3,47,2,25891,2,6,8,277.13208007813,1,1,1,0,0,0,0
99,5,1,1,1,1,458,0,1,2,12,3,47,2,25892,3,6,8,277.13208007813,1,1,0,0,1,0,0
99,5,2,2,1,1,458,1,0,1,12,3,47,0,25893,1,6,3,277.13208007813,0,1,0,0,0,0,1
99,7,2,2,3,1,458,1,0,1,12,3,47,0,25894,1,6,3,277.13208007813,0,1,0,0,0,0,1
99,8,2,2,3,1,458,1,0,1,12,3,47,0,25895,1,6,3,277.13208007813,0,1,0,0,1,0,0
2,7,2,1,3,3,458,0,0,2,12,3,47,2,25896,2,6,2,277.13208007813,1,1,1,1,0,0,0
99,4,1,1,1,1,452,0,0,2,12,3,47,5,25899,3,5,8,275.92727661133,1,1,1,0,0,0,1
9,14,1,1,1,1,452,0,1,2,12,3,47,2,25900,5,5,6,275.92727661133,1,1,0,9,1,0,1
99,4,1,1,1,1,452,1,0,2,12,3,47,1,25901,2,6,8,275.92727661133,1,1,0,0,0,1,0
99,11,1,1,3,1,452,0,1,2,12,3,47,2,25902,4,5,6,275.92727661133,1,1,0,0,0,1,0
9,14,1,1,1,1,452,0,1,2,12,3,47,4,25903,5,6,8,275.92727661133,1,1,0,9,1,1,0
99,5,3,1,3,3,452,1,1,2,12,3,47,1,25904,2,6,8,275.92727661133,1,1,0,0,1,0,1
99,5,2,1,3,1,452,1,0,2,12,3,47,2,25905,2,6,1,275.92727661133,1,1,0,0,0,0,1
9,14,1,1,1,1,452,0,0,2,12,3,47,2,25906,4,2,6,275.92727661133,1,1,0,9,0,1,0
1,4,3,1,3,1,452,1,1,2,12,3,47,0,25907,2,5,8,275.92727661133,4,1,0,1,0,1,0
99,11,4,1,4,1,452,0,1,2,12,3,47,1,25908,2,6,1,275.92727661133,1,1,0,0,0,1,1
9,14,1,1,1,1,452,0,1,2,12,3,47,5,25909,5,2,8,275.92727661133,1,1,0,9,1,1,0
99,4,2,2,3,1,452,0,0,2,12,3,47,0,25910,1,6,3,275.92727661133,0,1,1,0,0,0,1
9,14,1,1,1,1,452,0,1,2,12,3,47,4,25911,4,6,6,275.92727661133,1,1,1,9,0,0,1
99,4,2,1,3,3,452,0,1,2,12,3,47,2,25912,2,6,2,275.92727661133,4,1,1,0,0,0,1
1,4,1,1,3,3,452,0,1,2,12,3,47,2,25913,2,6,8,275.92727661133,1,1,0,1,0,0,1
99,4,3,1,2,1,452,0,1,2,12,3,47,2,25914,3,6,2,275.92727661133,1,1,0,0,1,0,1
99,4,3,1,3,1,452,1,1,2,12,3,47,2,25915,2,6,8,275.92727661133,1,1,0,0,0,0,1
99,4,3,1,3,3,452,1,0,2,12,3,47,0,25916,2,6,8,275.92727661133,3,1,0,0,1,0,1
99,4,3,1,3,1,452,0,0,2,12,3,47,1,25917,3,6,3,275.92727661133,1,1,0,0,0,0,1
99,4,1,1,4,1,452,1,1,2,12,3,47,1,25918,2,6,8,275.92727661133,4,1,1,0,0,0,1
1,4,2,1,1,1,455,0,1,2,12,3,47,1,25919,2,6,2,290.28506469727,4,1,0,1,1,0,0
4,4,1,1,1,1,455,0,0,2,12,3,47,2,25920,3,6,8,290.28506469727,4,1,0,1,0,0,1
99,6,2,1,3,3,455,0,1,1,12,3,47,1,25921,1,6,3,290.28506469727,0,1,0,0,0,0,1
1,4,2,2,1,1,455,0,1,1,12,3,47,2,25922,1,6,3,290.28506469727,4,1,0,1,0,0,1
99,4,2,1,1,1,455,0,0,2,12,3,47,0,25923,2,6,3,290.28506469727,4,1,0,0,0,0,1
99,4,1,1,1,1,455,0,1,2,12,3,47,3,25924,4,6,8,290.28506469727,1,1,0,0,1,0,0
99,1,1,1,1,1,455,0,0,2,12,3,47,2,25925,4,5,8,290.28506469727,1,1,0,0,0,0,1
99,4,3,1,1,1,455,0,0,2,12,3,47,2,25926,2,6,8,290.28506469727,4,1,0,0,0,0,1
99,4,2,2,1,1,455,0,1,3,12,3,47,2,25927,1,6,1,290.28506469727,4,1,0,0,1,0,1
99,4,1,2,1,1,455,0,1,2,12,3,47,2,25928,2,6,8,290.28506469727,4,1,0,0,0,0,1
4,4,1,1,1,1,455,0,1,2,12,3,47,2,25929,3,6,8,290.28506469727,1,1,0,1,0,0,1
9,14,1,1,1,1,455,0,1,2,12,3,47,3,25930,5,2,6,290.28506469727,1,1,0,9,0,0,1
99,3,1,1,3,3,455,0,0,2,12,3,47,3,25931,3,6,8,290.28506469727,1,1,0,0,0,0,1
99,4,2,1,1,1,455,0,1,2,12,4,47,1,25933,2,6,1,290.28506469727,1,1,0,0,0,0,1
9,14,1,1,1,1,455,0,1,2,12,4,47,3,25934,5,6,8,290.28506469727,1,1,0,9,0,0,1
9,14,3,1,1,1,455,0,0,2,12,4,47,2,25935,3,6,8,290.28506469727,1,1,0,9,0,0,1
1,4,2,1,3,1,455,0,1,2,12,4,47,1,25936,2,6,2,290.28506469727,1,1,0,1,1,0,1
99,4,2,1,4,1,455,1,0,2,12,4,47,2,25937,2,6,1,290.28506469727,4,1,1,0,0,0,1
99,4,2,1,1,1,455,0,0,2,12,4,47,2,25938,2,6,1,290.28506469727,1,1,0,0,0,0,1
99,4,2,0,3,1,455,9,0,2,12,4,47,2,25940,1,6,1,290.28506469727,0,1,0,0,1,0,1
99,4,2,2,3,1,455,0,1,2,12,4,47,3,25941,1,6,1,290.28506469727,1,1,0,0,1,0,1
99,4,3,1,3,1,455,0,1,2,12,4,47,2,25942,3,6,8,290.28506469727,1,1,0,0,1,0,1
99,4,2,2,1,1,455,0,0,2,12,4,47,1,25943,1,6,3,290.28506469727,0,1,1,0,0,0,1
99,4,1,1,1,1,455,0,0,2,12,4,47,2,25944,3,6,8,290.28506469727,1,1,0,0,1,0,1
99,4,2,1,1,1,455,0,1,2,12,4,47,2,25945,2,6,1,290.28506469727,1,1,0,0,1,0,1
99,4,2,1,3,1,455,0,1,2,12,4,47,2,25946,3,6,8,290.28506469727,1,1,0,0,0,0,1
99,5,3,0,1,1,458,9,0,2,12,4,47,2,25947,1,6,8,277.13208007813,1,1,0,0,0,0,1
99,4,2,1,1,1,458,0,1,2,12,4,47,2,25948,2,6,1,277.13208007813,1,1,0,0,0,0,1
99,4,2,1,3,1,458,0,0,2,12,4,47,2,25949,1,6,3,277.13208007813,0,1,1,0,0,0,0
99,4,1,1,1,1,458,1,0,2,12,4,47,2,25950,3,6,8,277.13208007813,1,1,0,0,0,0,1
99,4,2,1,4,1,458,0,1,2,12,4,47,2,25951,1,6,1,277.13208007813,0,1,0,0,0,0,1
99,4,2,1,4,1,458,0,1,1,12,4,47,1,25952,1,6,3,277.13208007813,0,1,0,0,0,0,1
99,1,1,1,1,1,458,1,1,2,12,4,47,2,25953,4,2,8,277.13208007813,1,1,0,0,1,0,0
99,1,1,1,1,1,458,0,0,2,12,4,47,1,25954,3,6,1,277.13208007813,1,1,0,0,0,0,1
99,5,3,1,3,3,458,1,0,2,12,4,47,1,25955,2,6,8,277.13208007813,4,1,0,0,0,0,1
99,4,3,2,1,1,458,0,0,2,12,4,47,3,25956,3,6,8,277.13208007813,1,1,0,0,1,0,0
99,5,2,2,1,1,458,0,0,1,12,4,47,1,25957,1,6,3,277.13208007813,0,1,0,0,0,0,1
2,5,1,1,1,1,457,0,0,2,12,4,47,3,25959,3,6,8,309.04901123047,1,1,0,1,1,0,1
99,5,2,1,3,1,457,0,0,2,12,4,47,1,25960,2,6,1,309.04901123047,4,1,0,0,0,0,1
99,4,3,1,2,2,457,1,0,2,12,4,47,1,25961,2,6,8,309.04901123047,4,1,0,0,0,0,1
99,5,1,1,1,1,457,0,0,2,12,4,47,2,25962,3,6,8,309.04901123047,1,1,0,0,0,0,1
1,5,2,1,1,1,457,0,0,1,12,4,47,1,25964,1,6,1,309.04901123047,4,1,0,1,0,0,1
99,5,1,1,3,1,457,0,1,2,12,4,47,2,25965,3,6,8,309.04901123047,1,1,0,0,0,0,1
1,4,2,1,3,3,457,0,1,2,12,4,47,2,25966,1,6,8,309.04901123047,3,1,0,1,0,0,1
99,4,2,1,4,1,457,0,0,1,12,4,47,3,25967,1,6,1,309.04901123047,1,1,0,0,1,0,0
99,4,1,1,1,1,457,0,1,2,12,4,47,1,25968,2,6,8,309.04901123047,0,1,0,0,0,0,1
99,4,2,1,2,2,457,1,1,2,12,4,47,1,25969,1,6,3,309.04901123047,0,1,0,0,0,0,1
99,5,2,1,3,1,457,1,1,2,12,4,47,1,25970,1,6,3,309.04901123047,0,1,0,0,0,0,1
4,5,2,1,3,1,457,1,0,2,12,4,47,1,25971,1,6,1,309.04901123047,0,1,0,1,0,0,1
99,4,2,1,1,1,457,0,0,1,12,4,47,2,25972,1,6,1,309.04901123047,4,1,0,0,0,0,1
99,4,2,1,1,1,457,1,0,2,12,4,47,2,25973,2,6,1,309.04901123047,1,1,0,0,0,0,1
1,5,2,1,3,1,457,0,0,2,12,4,47,2,25974,2,6,1,309.04901123047,4,1,0,1,0,0,1
99,4,2,1,1,1,456,0,0,2,12,4,47,3,25975,2,6,1,282.29168701172,1,1,0,0,0,0,1
99,4,2,1,3,1,456,0,1,1,12,4,47,2,25976,1,6,1,282.29168701172,1,1,0,0,1,0,0
1,5,2,1,3,3,456,0,0,2,12,4,47,1,25977,1,6,1,282.29168701172,1,1,0,1,1,0,0
99,4,2,1,3,3,456,0,0,1,12,4,47,0,25978,1,6,3,282.29168701172,0,1,0,0,0,0,1
99,5,1,1,3,1,456,0,0,2,12,4,47,3,25979,3,6,8,282.29168701172,1,1,0,0,1,0,1
99,4,3,1,1,1,456,0,0,2,12,4,47,6,25980,3,5,8,282.29168701172,1,1,0,0,1,0,0
99,5,3,1,1,1,456,0,0,2,12,4,47,0,25981,2,6,8,282.29168701172,1,1,0,0,1,0,0
99,4,2,1,2,2,456,0,1,1,12,4,47,1,25982,1,6,3,282.29168701172,0,1,1,0,0,0,0
99,4,1,1,3,3,456,0,1,2,12,4,47,1,25983,2,6,8,282.29168701172,1,1,0,0,0,0,1
99,5,3,1,1,1,456,0,0,2,12,4,47,1,25984,2,6,1,282.29168701172,1,1,0,0,0,0,1
99,4,1,1,3,1,456,0,0,2,12,4,47,1,25985,2,6,1,282.29168701172,0,1,0,0,0,0,1
99,5,1,2,1,1,456,0,0,2,12,4,47,0,25986,2,6,1,282.29168701172,1,1,0,0,1,0,0
99,5,1,1,1,1,456,0,0,2,12,4,47,4,25987,4,2,6,282.29168701172,1,1,0,0,1,0,0
99,4,2,1,2,1,452,0,1,2,12,2,47,3,25989,1,6,2,275.92727661133,0,1,0,0,0,0,1
99,4,1,1,2,1,452,0,1,2,12,2,47,3,25990,3,6,8,275.92727661133,1,1,0,0,0,0,1
1,4,2,2,3,1,452,0,1,3,12,2,47,1,25992,1,6,1,275.92727661133,0,1,0,1,0,0,1
99,4,3,1,3,3,452,1,0,2,12,2,47,1,25993,1,6,3,275.92727661133,0,1,1,0,0,0,0
99,4,3,2,3,1,452,0,1,3,12,2,47,2,25994,1,6,8,275.92727661133,1,1,0,0,0,0,1
99,1,2,1,1,1,452,0,1,2,12,2,47,0,25995,3,5,3,275.92727661133,1,1,1,0,0,0,1
99,1,2,1,3,1,452,2,1,1,12,2,47,0,25996,1,7,2,275.92727661133,0,1,0,0,0,0,1
99,4,2,0,3,1,452,9,0,1,12,2,47,0,25998,1,6,3,275.92727661133,0,5,1,0,0,0,0
99,6,2,2,3,1,459,0,1,1,12,4,47,2,25999,1,6,3,389.5625,0,1,0,0,0,0,1
99,6,2,0,1,1,459,9,0,1,12,4,47,0,26000,1,6,3,389.5625,0,1,0,0,0,0,1
99,4,2,2,3,1,459,0,0,1,12,4,47,1,26002,1,6,3,389.5625,0,1,0,0,1,0,1
99,8,2,2,3,1,459,0,1,1,12,4,47,0,26004,1,6,3,389.5625,0,1,0,0,0,0,1
99,6,2,2,4,1,459,0,0,1,12,4,47,1,26006,1,6,3,389.5625,0,1,0,0,0,0,1
99,4,2,2,2,1,459,0,1,1,12,4,47,1,26013,1,6,3,389.5625,4,1,1,0,0,0,1
99,4,2,2,1,1,459,0,0,1,12,4,47,1,26014,1,6,3,389.5625,0,1,0,0,1,0,1
99,3,1,1,1,1,451,0,1,2,12,4,47,3,26020,4,6,6,278.29788208008,1,1,0,0,0,1,0
99,1,1,1,2,2,451,1,1,2,12,4,47,1,26021,3,5,8,278.29788208008,1,3,1,0,0,0,1
1,3,1,1,1,1,451,0,1,2,12,4,47,2,26022,4,2,8,278.29788208008,1,1,1,1,0,0,0
1,3,1,1,1,1,451,0,1,2,12,4,47,3,26023,5,2,8,278.29788208008,1,1,0,1,1,0,1
99,1,1,1,1,1,451,0,1,2,12,4,47,3,26024,5,6,6,278.29788208008,1,1,0,0,0,1,1
9,14,2,1,3,3,451,0,0,1,12,4,47,2,26025,4,2,2,278.29788208008,1,1,1,9,0,0,0
9,14,1,1,3,3,451,0,1,2,12,4,47,2,26026,4,6,8,278.29788208008,1,1,0,9,0,1,0
99,8,1,1,1,1,451,0,1,2,12,4,47,4,26027,3,6,8,278.29788208008,1,1,0,0,0,1,0
9,14,2,1,1,1,451,0,1,2,12,4,47,3,26028,4,5,8,278.29788208008,1,1,0,9,0,1,1
9,14,1,1,3,1,451,0,1,2,12,4,47,3,26029,5,2,8,278.29788208008,1,1,0,9,0,1,0
1,3,2,1,3,1,451,0,1,2,12,4,47,2,26030,1,6,1,278.29788208008,4,1,0,1,0,1,0
9,14,1,1,1,1,451,0,1,2,12,4,47,2,26031,5,6,6,278.29788208008,1,1,0,9,0,0,1
99,8,2,1,3,1,451,0,1,2,12,4,47,1,26032,1,6,2,278.29788208008,4,1,1,0,0,0,1
9,14,1,1,1,1,451,0,1,2,12,4,47,3,26033,5,5,6,278.29788208008,1,1,0,9,0,1,0
9,14,3,1,1,1,451,0,1,2,12,4,47,5,26034,5,6,8,278.29788208008,1,1,0,9,0,1,0
99,4,1,1,3,3,451,0,1,2,12,4,47,1,26036,3,6,8,278.29788208008,1,3,0,0,0,1,1
99,3,2,1,3,3,451,0,0,2,12,4,47,1,26037,2,6,8,278.29788208008,4,1,0,0,0,1,1
4,4,2,1,3,1,454,1,0,1,12,4,47,1,26038,1,6,2,282.50677490234,4,1,0,1,1,0,0
99,1,2,1,3,1,454,2,0,2,12,4,47,1,26039,2,6,2,282.50677490234,4,1,1,0,0,0,0
99,8,2,1,3,1,454,0,1,1,12,4,47,1,26040,1,6,2,282.50677490234,0,1,0,0,1,0,0
99,8,2,1,1,1,454,0,1,2,12,4,47,1,26041,2,6,1,282.50677490234,1,1,1,0,0,0,1
99,4,1,1,1,1,454,0,1,2,12,4,47,2,26042,5,2,8,282.50677490234,1,1,0,0,1,0,1
99,8,2,1,3,1,454,0,1,2,12,4,47,3,26043,2,6,3,282.50677490234,4,1,0,0,0,0,1
99,8,2,1,3,1,454,0,0,2,12,4,47,1,26044,2,6,2,282.50677490234,4,1,0,0,0,0,1
6,4,3,1,3,1,454,0,1,2,12,4,47,2,26045,3,6,8,282.50677490234,1,1,0,1,0,0,1
99,4,1,1,1,1,454,0,0,2,12,4,47,2,26046,2,6,8,282.50677490234,4,1,0,0,0,0,1
99,4,2,1,3,1,454,2,0,2,12,4,47,2,26047,1,6,2,282.50677490234,4,1,1,0,0,0,0
99,4,2,1,1,1,454,0,1,2,12,4,47,1,26048,1,6,2,282.50677490234,0,1,0,0,0,0,1
99,4,2,0,3,1,454,9,1,2,12,4,47,2,26049,1,6,2,282.50677490234,0,1,0,0,0,0,1
99,4,2,1,1,1,454,1,1,2,12,4,47,2,26050,2,6,3,282.50677490234,4,1,0,0,1,0,0
99,1,1,1,1,1,454,1,1,2,12,4,47,2,26051,2,6,6,282.50677490234,1,1,0,0,0,0,1
99,4,2,1,1,1,454,0,1,2,12,4,47,1,26052,2,6,3,282.50677490234,4,1,0,0,0,0,1
4,4,2,1,3,1,454,1,1,2,12,4,47,0,26053,3,5,2,282.50677490234,1,1,0,1,1,0,0
6,4,4,1,3,1,454,0,1,1,12,4,47,0,26054,1,6,3,282.50677490234,0,1,0,1,1,0,0
