makesafe,wdrinkng,wall,toilet,tenurlot,tenurhws,strrec,shareit,segregate,roof,regcode,psurec,provcode,bedroom,hhnum,fwealthq,fuelused,floor,finalwgt,electrct,dweltype,dump,drinksafe,composting,collect,burn
99,8,1,1,3,3,1,1,1,2,1,3,28,2,56,3,5,6,341.12255859375,1,1,0,0,0,0,1
99,8,1,1,3,3,1,0,0,2,1,3,28,3,57,2,6,8,341.12255859375,1,1,0,0,0,0,1
99,8,1,1,3,3,1,0,1,2,1,3,28,3,58,4,2,8,341.12255859375,1,1,1,0,0,0,1
2,8,1,1,3,3,1,0,1,2,1,3,28,1,59,3,5,8,341.12255859375,1,1,0,1,0,0,1
9,14,1,1,3,3,1,0,0,2,1,4,28,2,6,5,2,6,341.12255859375,1,1,0,9,1,1,1
99,8,2,1,1,1,1,1,1,2,1,3,28,1,60,2,6,3,341.12255859375,1,1,0,0,1,0,1
99,8,2,1,3,1,1,0,0,2,1,3,28,1,61,1,6,8,341.12255859375,1,5,0,0,0,0,1
99,8,1,1,3,3,1,0,0,2,1,3,28,1,62,2,6,8,341.12255859375,4,1,0,0,0,0,1
99,8,1,1,1,1,1,0,1,2,1,3,28,2,63,3,6,8,341.12255859375,1,1,1,0,0,0,0
1,5,1,1,1,1,5,0,1,2,1,2,28,2,65,3,6,8,335.84747314453,1,1,0,1,0,0,1
9,14,1,1,1,1,5,0,0,2,1,2,28,5,66,5,2,7,335.84747314453,1,1,1,9,0,0,1
9,14,1,1,1,1,5,0,0,2,1,2,28,4,67,5,2,6,335.84747314453,1,1,0,9,1,0,0
9,14,1,1,1,1,5,0,0,2,1,2,28,3,68,5,6,8,335.84747314453,1,1,1,9,1,0,1
99,4,2,1,1,1,5,0,1,2,1,2,28,1,69,2,6,1,335.84747314453,1,1,0,0,1,0,1
99,1,1,1,3,3,1,0,1,2,1,4,28,2,7,5,2,4,341.12255859375,1,1,0,0,0,1,0
1,5,1,1,1,1,5,0,0,2,1,2,28,2,70,5,2,8,335.84747314453,1,1,0,1,1,0,0
9,14,2,1,3,3,5,1,0,1,1,2,28,2,71,1,6,3,335.84747314453,1,1,0,9,1,0,0
1,4,3,1,3,1,5,0,1,2,1,2,28,3,72,2,6,8,335.84747314453,1,1,1,1,1,0,1
1,4,1,1,1,1,5,1,1,2,1,2,28,3,73,3,6,8,335.84747314453,1,1,0,1,1,0,0
99,4,3,1,1,1,5,0,1,2,1,2,28,3,74,3,6,8,335.84747314453,1,1,0,0,1,0,1
2,4,1,1,3,3,5,1,1,2,1,2,28,3,75,4,2,8,335.84747314453,1,1,1,1,1,1,1
1,5,1,1,1,1,5,0,0,2,1,2,28,2,76,3,6,1,335.84747314453,1,1,0,1,0,0,1
1,5,2,1,1,1,5,0,1,2,1,2,28,0,77,3,6,8,335.84747314453,1,1,1,1,0,0,1
9,14,1,1,1,1,5,0,1,2,1,2,28,2,78,4,6,8,335.84747314453,1,1,0,9,0,0,1
9,14,1,1,1,1,5,0,0,2,1,2,28,2,79,5,6,8,335.84747314453,1,1,0,9,0,0,1
99,8,2,1,3,1,4,0,1,2,1,1,28,3,81,3,6,8,329.5,1,1,1,0,1,0,1
99,8,1,1,1,1,4,0,1,2,1,1,28,3,82,5,2,8,329.5,1,1,1,0,0,1,0
99,5,2,1,1,1,4,1,1,1,1,1,28,1,83,1,5,8,329.5,1,1,0,0,0,0,1
99,3,1,1,1,1,4,0,0,2,1,1,28,4,84,3,6,6,329.5,1,1,1,0,0,0,0
99,4,1,1,1,1,4,0,1,2,1,1,28,3,85,4,6,4,329.5,1,1,0,0,0,0,1
99,8,1,1,1,1,4,0,1,2,1,1,28,3,86,4,6,6,329.5,1,1,0,0,1,0,1
1,3,1,1,1,1,4,0,1,2,1,1,28,1,87,3,6,8,329.5,1,1,0,1,0,1,1
99,8,3,2,3,1,4,1,0,1,1,1,28,1,88,1,6,1,329.5,1,1,0,0,0,0,1
9,14,1,1,1,1,4,0,1,2,1,1,28,5,89,5,5,8,329.5,1,1,0,9,0,0,1
9,14,1,1,3,1,1,0,1,2,1,4,28,2,9,5,2,6,341.12255859375,1,1,0,9,1,1,0
99,8,1,1,1,1,4,0,0,2,1,1,28,3,90,4,5,8,329.5,1,1,0,0,0,0,1
1,8,1,1,1,1,4,0,1,2,1,1,28,5,91,5,2,8,329.5,1,1,0,1,1,0,1
99,8,1,1,1,1,4,0,0,2,1,1,28,2,92,5,2,8,329.5,1,1,1,0,0,0,1
99,8,1,1,3,1,4,0,0,2,1,1,28,2,93,4,5,7,329.5,1,1,0,0,0,1,1
99,8,1,1,3,1,4,0,1,2,1,1,28,3,94,5,2,8,329.5,1,1,0,0,1,0,1
2,3,1,1,2,1,4,2,1,2,1,1,28,2,95,2,6,8,329.5,1,1,0,1,0,1,1
99,8,1,1,3,3,4,0,0,2,1,1,28,2,96,3,6,8,329.5,1,1,0,0,1,0,1
9,14,1,1,1,1,4,1,1,2,1,1,28,2,97,4,2,8,329.5,1,1,0,9,1,0,1
9,14,1,0,1,1,5,9,0,2,1,1,28,1,98,2,5,8,335.84747314453,4,1,0,9,0,1,0
9,14,1,1,1,1,5,0,1,2,1,1,28,2,99,4,2,8,335.84747314453,1,1,0,9,0,1,0
99,8,1,1,1,1,7,0,0,2,1,4,29,2,328,4,5,8,334.59927368164,1,1,0,0,0,0,1
99,8,1,1,1,1,7,0,0,2,1,4,29,2,329,3,5,8,334.59927368164,1,1,0,0,0,0,1
99,8,1,1,1,1,7,0,0,2,1,4,29,2,330,2,6,8,334.59927368164,1,1,1,0,0,0,1
4,8,1,1,1,1,7,1,1,2,1,4,29,1,331,2,6,8,334.59927368164,1,1,0,1,0,0,1
99,8,1,1,1,1,7,0,1,2,1,4,29,1,332,3,6,8,334.59927368164,1,1,0,0,0,0,1
99,8,1,1,2,1,7,0,1,2,1,4,29,2,333,3,6,8,334.59927368164,1,1,1,0,1,0,1
4,1,3,1,3,3,7,0,0,2,1,4,29,1,334,2,6,8,334.59927368164,4,1,1,1,0,0,1
4,1,1,1,1,1,7,1,0,2,1,4,29,2,335,4,6,8,334.59927368164,1,1,1,1,0,0,0
1,1,1,1,1,1,7,0,0,2,1,4,29,4,336,5,5,4,334.59927368164,1,1,1,1,0,0,1
1,1,1,1,1,1,7,0,0,2,1,4,29,3,337,5,1,6,334.59927368164,1,1,0,1,1,0,0
99,1,1,1,1,1,7,0,0,2,1,4,29,2,338,5,2,8,334.59927368164,1,1,0,0,1,0,1
1,1,1,1,3,1,7,0,1,2,1,4,29,1,339,4,5,8,334.59927368164,1,1,1,1,0,0,1
99,1,3,1,1,1,7,0,0,2,1,4,29,1,340,2,5,8,334.59927368164,1,1,1,0,0,0,1
99,1,1,1,1,1,7,0,0,2,1,4,29,2,341,5,5,8,334.59927368164,1,1,1,0,0,0,1
99,1,2,1,3,1,7,0,0,2,1,4,29,2,342,4,5,8,334.59927368164,1,1,0,0,0,0,1
99,1,1,1,1,1,7,0,0,2,1,4,29,3,343,5,2,6,334.59927368164,1,1,1,0,0,0,1
1,1,1,1,1,1,7,1,1,2,1,4,29,2,344,3,5,8,334.59927368164,1,1,0,1,1,0,1
99,4,1,2,3,3,6,1,0,2,1,4,29,6,346,2,6,4,335.2458190918,1,1,0,0,0,0,1
99,4,1,1,3,3,6,0,1,2,1,4,29,2,347,3,5,6,335.2458190918,1,3,1,0,0,0,0
1,4,1,1,1,1,6,0,1,2,1,4,29,2,349,3,2,6,335.2458190918,1,1,1,1,0,0,1
1,4,1,1,1,1,6,0,1,2,1,4,29,2,351,3,5,8,335.2458190918,1,1,0,1,0,1,0
1,4,1,1,1,1,6,0,0,2,1,4,29,4,352,4,2,8,335.2458190918,1,1,1,1,0,0,1
1,1,1,1,1,1,6,0,1,2,1,4,29,4,354,5,5,6,335.2458190918,1,1,0,1,0,1,0
3,1,1,1,3,3,6,0,1,2,1,4,29,2,355,5,2,8,335.2458190918,1,1,1,1,0,0,0
99,4,1,1,1,1,6,0,0,2,1,4,29,4,356,4,2,1,335.2458190918,4,1,1,0,0,0,0
9,14,1,1,1,1,6,0,0,2,1,4,29,3,357,5,2,8,335.2458190918,1,1,1,9,0,1,0
9,14,1,1,1,1,6,0,1,1,1,4,29,4,358,3,2,6,335.2458190918,1,1,0,9,1,0,0
9,14,3,1,1,1,6,0,1,2,1,4,29,2,359,4,2,8,335.2458190918,1,1,0,9,0,1,0
9,14,1,1,3,3,6,0,1,2,1,4,29,4,360,5,5,6,335.2458190918,1,1,0,9,0,1,0
9,14,1,1,1,1,6,0,0,2,1,4,29,6,361,5,2,6,335.2458190918,1,1,0,9,1,0,0
99,4,1,1,2,2,6,0,1,2,1,4,29,3,362,5,2,8,335.2458190918,1,1,0,0,0,1,0
3,1,1,1,3,3,6,0,0,2,1,4,29,6,363,5,2,6,335.2458190918,1,1,0,1,0,1,0
9,14,1,2,3,1,7,0,1,2,1,2,29,0,364,2,6,8,334.59927368164,1,1,0,9,0,0,1
9,14,3,1,1,1,7,0,0,2,1,2,29,2,365,4,6,8,334.59927368164,1,1,0,9,1,0,0
9,14,2,1,3,1,7,0,1,2,1,2,29,2,366,2,6,8,334.59927368164,1,1,1,9,1,0,1
9,14,2,1,3,1,7,0,0,2,1,2,29,2,367,2,6,8,334.59927368164,1,1,1,9,0,0,0
9,14,1,1,1,1,7,1,1,2,1,2,29,1,368,3,6,8,334.59927368164,1,1,0,9,1,0,0
99,4,3,0,1,1,7,9,0,2,1,2,29,2,369,1,6,8,334.59927368164,1,1,1,0,0,0,1
99,4,3,1,1,1,7,0,0,2,1,2,29,4,370,4,6,8,334.59927368164,1,1,0,0,1,0,1
99,4,1,2,3,1,7,0,0,2,1,2,29,2,371,1,6,8,334.59927368164,1,1,0,0,0,0,1
9,14,1,1,1,3,7,0,1,2,1,2,29,3,372,3,6,6,334.59927368164,1,1,1,9,1,0,1
9,14,1,1,3,1,7,0,0,2,1,2,29,4,373,5,2,8,334.59927368164,1,1,0,9,1,0,1
9,14,1,1,1,1,7,0,1,2,1,2,29,2,374,3,6,8,334.59927368164,1,1,1,9,1,0,1
99,4,2,1,3,3,7,0,0,2,1,2,29,1,375,1,6,3,334.59927368164,1,1,0,0,0,0,1
99,4,3,0,3,1,7,9,1,2,1,2,29,0,376,1,6,8,334.59927368164,4,1,0,0,1,0,0
9,14,2,1,3,1,7,0,1,2,1,2,29,1,377,2,6,8,334.59927368164,1,1,0,9,1,0,1
1,4,1,1,1,1,7,0,1,2,1,2,29,2,378,4,6,8,334.59927368164,1,1,0,1,1,0,0
9,14,1,1,1,1,7,1,1,2,1,2,29,3,379,3,6,8,334.59927368164,1,1,0,9,0,0,1
9,14,1,1,1,1,10,0,0,2,1,4,29,3,380,4,2,8,330.5,1,1,1,9,1,0,0
99,4,1,1,1,1,10,0,1,2,1,4,29,2,381,3,6,8,330.5,1,1,0,0,0,1,0
99,4,1,1,1,1,10,0,1,2,1,4,29,2,382,3,6,8,330.5,1,1,0,0,1,0,0
9,14,1,1,3,3,10,0,1,2,1,4,29,2,383,5,2,8,330.5,1,1,1,9,0,0,1
99,4,1,1,1,1,10,1,1,2,1,4,29,2,384,4,6,8,330.5,1,1,0,0,1,1,0
9,14,1,1,3,1,10,0,1,2,1,4,29,4,385,5,2,8,330.5,1,1,0,9,1,1,1
9,14,1,1,1,1,10,0,1,2,1,4,29,2,386,4,6,8,330.5,1,1,0,9,0,1,0
99,5,1,1,1,1,10,0,1,2,1,4,29,3,387,4,6,8,330.5,1,1,0,0,1,0,0
99,4,1,0,3,3,10,9,1,2,1,4,29,2,388,2,6,8,330.5,1,1,0,0,1,1,0
99,4,2,1,1,3,10,0,0,2,1,4,29,1,389,2,6,3,330.5,1,1,1,0,1,1,1
99,4,1,1,1,1,10,0,1,2,1,4,29,2,390,3,6,8,330.5,1,1,0,0,1,0,0
99,4,3,1,1,1,10,0,1,2,1,4,29,2,391,3,6,8,330.5,1,1,0,0,1,0,0
99,4,1,1,1,1,10,0,1,2,1,4,29,4,392,5,2,8,330.5,1,1,0,0,1,1,1
9,14,1,1,1,1,10,0,1,2,1,4,29,4,393,5,2,6,330.5,1,1,1,9,1,0,1
9,14,1,1,1,1,10,0,1,2,1,4,29,3,394,5,2,8,330.5,1,1,0,9,0,1,1
9,14,1,1,3,3,10,0,1,2,1,4,29,2,395,3,6,8,330.5,1,1,0,9,0,1,0
1,4,1,1,1,1,8,0,0,2,1,3,29,2,396,4,5,8,331,1,1,0,1,1,0,0
99,4,2,1,3,1,8,1,1,2,1,3,29,1,397,1,6,3,331,1,1,0,0,0,1,0
99,5,1,1,3,1,8,1,1,2,1,3,29,0,398,2,6,8,331,4,1,0,0,1,0,1
9,14,3,1,1,1,8,0,0,2,1,3,29,4,399,4,6,8,331,1,1,0,9,0,1,0
9,14,1,1,3,1,8,0,0,2,1,3,29,3,400,5,2,8,331,1,1,1,9,1,0,1
1,4,2,2,3,1,8,0,1,2,1,3,29,2,401,1,6,2,331,1,1,0,1,0,0,1
9,14,1,1,1,1,8,0,1,2,1,3,29,4,402,5,2,6,331,1,1,0,9,0,1,0
99,4,1,1,3,1,8,1,1,2,1,3,29,2,403,2,6,8,331,4,1,0,0,1,0,1
1,4,2,1,3,1,8,0,1,2,1,3,29,1,404,2,6,3,331,1,1,0,1,0,1,0
99,4,2,2,3,1,8,0,1,2,1,3,29,0,405,1,6,3,331,1,1,0,0,0,0,1
99,1,1,1,1,1,8,0,1,2,1,3,29,2,406,5,2,6,331,1,1,0,0,1,0,0
9,14,1,1,1,1,8,0,0,2,1,3,29,2,407,4,2,8,331,1,1,0,9,1,0,1
99,4,1,2,3,1,8,0,1,2,1,3,29,2,408,2,6,8,331,1,1,0,0,1,0,0
99,4,2,1,3,1,8,0,0,1,1,3,29,0,409,1,6,3,331,0,1,1,0,0,0,0
9,14,2,1,3,1,8,0,1,1,1,3,29,2,410,2,6,8,331,1,1,0,9,1,0,0
99,1,1,2,3,3,8,0,1,2,1,3,29,2,411,2,6,8,331,1,1,0,0,1,0,0
99,4,1,1,1,1,6,0,0,2,1,3,29,2,412,3,6,8,335.2458190918,1,1,0,0,1,0,0
99,4,2,1,1,1,6,0,1,1,1,3,29,2,413,1,5,8,335.2458190918,1,1,0,0,0,1,0
99,4,1,1,1,1,6,0,1,4,1,3,29,3,414,4,6,8,335.2458190918,1,1,0,0,0,1,0
99,4,1,1,1,1,6,0,1,2,1,3,29,2,415,2,6,8,335.2458190918,1,1,0,0,0,1,0
99,4,1,1,3,3,6,1,1,2,1,3,29,3,416,3,5,8,335.2458190918,1,1,0,0,0,1,0
99,4,1,1,3,3,6,0,0,2,1,3,29,1,417,3,6,8,335.2458190918,1,1,0,0,0,1,0
99,4,3,1,3,1,6,0,1,1,1,3,29,2,418,1,6,8,335.2458190918,1,1,0,0,0,1,0
99,4,1,1,3,3,6,0,1,2,1,3,29,2,419,2,6,8,335.2458190918,1,1,0,0,0,1,0
9,14,1,1,3,1,6,0,1,2,1,3,29,3,420,5,2,6,335.2458190918,1,1,0,9,0,1,0
99,4,1,1,3,3,6,0,1,2,1,3,29,2,421,3,2,8,335.2458190918,1,1,0,0,0,1,0
99,4,3,1,1,1,6,0,1,2,1,3,29,3,422,3,5,8,335.2458190918,1,1,0,0,0,1,0
9,14,1,1,1,1,6,0,1,2,1,3,29,4,423,5,2,8,335.2458190918,1,1,0,9,0,1,0
99,1,1,1,1,1,6,0,1,2,1,3,29,2,424,4,5,8,335.2458190918,1,1,0,0,0,1,0
9,14,1,1,1,1,6,0,1,2,1,3,29,4,425,4,5,8,335.2458190918,1,1,0,9,0,1,0
9,14,1,1,1,1,6,0,1,2,1,3,29,2,426,4,2,8,335.2458190918,1,1,0,9,0,1,0
9,14,2,1,1,1,6,0,1,1,1,3,29,5,427,4,2,6,335.2458190918,1,1,0,9,0,1,0
9,14,1,1,1,1,6,0,1,2,1,3,29,4,428,5,2,8,335.2458190918,1,1,0,9,0,1,0
99,4,1,1,3,1,6,0,1,2,1,3,29,1,429,3,6,8,335.2458190918,1,1,0,0,0,1,0
99,4,1,1,1,1,6,0,0,2,1,3,29,4,430,5,2,6,335.2458190918,1,1,0,0,0,1,0
1,4,3,1,3,3,6,0,1,2,1,3,29,3,431,2,6,8,335.2458190918,1,1,0,1,0,1,0
99,1,1,1,1,1,7,0,1,2,1,3,29,2,432,3,6,8,334.59927368164,1,1,0,0,0,1,0
9,14,1,1,1,1,7,0,1,2,1,3,29,2,433,5,2,8,334.59927368164,1,1,0,9,0,1,0
9,14,1,1,1,1,7,0,1,2,1,3,29,4,434,5,2,6,334.59927368164,1,1,0,9,0,1,0
9,14,1,1,1,1,7,0,1,2,1,3,29,3,435,3,5,8,334.59927368164,1,1,0,9,0,1,0
9,14,1,1,1,1,7,0,0,2,1,3,29,3,436,5,2,8,334.59927368164,1,1,0,9,0,1,0
9,14,1,1,1,1,7,0,1,4,1,3,29,4,437,5,2,6,334.59927368164,1,1,0,9,0,1,0
99,1,1,1,3,3,7,1,1,2,1,3,29,4,438,4,5,8,334.59927368164,1,1,0,0,0,1,0
9,14,1,1,3,3,7,0,1,2,1,3,29,5,439,4,5,8,334.59927368164,1,1,0,9,0,1,0
99,1,2,1,1,1,7,0,1,2,1,3,29,4,440,2,6,2,334.59927368164,1,1,0,0,0,1,0
99,1,1,1,3,3,7,1,1,2,1,3,29,1,441,3,5,8,334.59927368164,1,1,0,0,0,1,0
9,14,3,1,1,1,7,0,1,2,1,3,29,1,442,4,6,8,334.59927368164,1,1,0,9,0,1,0
99,1,1,1,3,3,7,1,1,2,1,3,29,4,443,3,5,8,334.59927368164,1,1,0,0,0,1,0
99,1,2,1,3,3,7,1,1,2,1,3,29,2,444,2,5,2,334.59927368164,1,1,0,0,0,1,0
99,1,1,1,4,4,7,1,1,2,1,3,29,4,445,3,6,8,334.59927368164,1,1,0,0,0,1,0
9,14,1,1,2,2,7,0,1,2,1,3,29,4,446,5,5,8,334.59927368164,1,1,0,9,0,1,0
9,14,1,1,3,3,7,1,1,2,1,3,29,4,447,3,5,8,334.59927368164,1,1,0,9,0,1,0
9,14,3,1,3,1,7,0,1,2,1,3,29,3,448,5,2,8,334.59927368164,1,1,0,9,0,1,0
99,8,3,1,1,1,7,0,0,2,1,1,29,1,450,2,6,8,334.59927368164,1,1,0,0,1,0,0
99,8,1,1,1,1,7,0,1,2,1,1,29,3,451,3,6,8,334.59927368164,1,1,0,0,1,0,1
99,8,2,1,1,1,7,0,1,2,1,1,29,3,452,2,6,8,334.59927368164,1,1,0,0,0,0,1
99,8,2,2,1,1,7,0,1,1,1,1,29,1,453,1,6,2,334.59927368164,1,1,0,0,1,0,0
99,8,1,1,1,1,7,1,1,2,1,1,29,2,454,3,6,8,334.59927368164,1,1,0,0,1,0,0
99,8,1,1,1,1,7,0,1,2,1,1,29,3,455,2,6,8,334.59927368164,1,1,0,0,1,0,0
99,8,2,2,1,1,7,0,1,2,1,1,29,2,456,1,6,3,334.59927368164,1,1,0,0,1,0,0
1,8,1,1,3,1,7,0,0,2,1,1,29,0,457,2,6,8,334.59927368164,1,1,0,1,1,0,0
99,8,1,1,1,1,7,0,0,2,1,1,29,4,458,2,6,8,334.59927368164,1,1,0,0,1,0,0
99,8,2,1,3,3,7,1,0,1,1,1,29,1,459,1,6,2,334.59927368164,1,1,1,0,0,0,0
99,8,2,1,1,1,7,0,0,2,1,1,29,1,460,2,6,2,334.59927368164,1,1,0,0,1,0,0
99,8,1,1,1,1,7,0,0,2,1,1,29,3,461,3,6,8,334.59927368164,1,1,0,0,1,0,0
99,8,2,1,1,1,7,0,1,2,1,1,29,2,462,1,6,2,334.59927368164,1,1,0,0,1,0,0
99,8,1,1,1,1,7,1,1,2,1,1,29,2,463,3,6,8,334.59927368164,1,1,0,0,1,0,0
99,8,1,1,1,1,7,0,1,2,1,1,29,3,464,2,6,8,334.59927368164,1,1,0,0,1,0,0
99,8,1,1,3,1,7,0,0,2,1,1,29,0,465,2,6,8,334.59927368164,1,1,0,0,1,0,0
99,8,2,1,1,1,7,0,1,2,1,1,29,2,466,2,6,8,334.59927368164,1,1,0,0,1,0,1
99,8,1,1,3,3,7,0,1,2,1,1,29,1,467,2,6,8,334.59927368164,1,1,0,0,1,0,0
9,14,2,1,3,1,10,0,1,2,1,3,29,1,469,2,6,8,330.5,1,1,0,9,0,0,1
1,4,2,1,3,1,10,0,1,2,1,3,29,1,471,2,6,1,330.5,1,1,0,1,1,0,0
9,14,1,1,3,3,10,0,0,2,1,3,29,4,472,5,2,6,330.5,1,1,0,9,1,0,1
99,4,2,0,3,1,10,9,1,2,1,3,29,0,473,2,2,1,330.5,4,1,0,0,0,0,1
99,4,1,2,1,1,10,0,1,2,1,3,29,1,474,2,6,8,330.5,1,1,0,0,0,1,0
99,4,1,1,3,3,10,1,1,2,1,3,29,1,475,3,6,8,330.5,4,1,0,0,1,0,1
4,4,2,1,3,1,10,0,1,2,1,3,29,3,476,2,6,1,330.5,1,1,0,1,0,0,1
1,4,2,1,1,1,10,1,1,2,1,3,29,1,477,2,6,3,330.5,1,1,1,1,0,0,1
9,14,1,0,3,3,10,9,1,2,1,3,29,2,478,2,6,8,330.5,1,1,0,9,0,0,1
99,4,2,0,1,1,10,9,0,2,1,3,29,1,479,1,6,1,330.5,1,1,0,0,0,0,1
99,1,1,1,3,3,10,0,0,2,1,3,29,2,480,5,2,6,330.5,1,1,0,0,0,0,1
1,4,1,1,1,1,10,0,1,2,1,3,29,4,481,5,2,6,330.5,1,1,0,1,1,0,1
99,4,1,1,1,1,10,0,0,2,1,3,29,2,482,4,2,8,330.5,1,1,0,0,0,0,1
99,4,2,1,2,1,10,0,0,2,1,3,29,2,483,3,5,1,330.5,1,1,0,0,0,0,1
1,4,2,1,1,1,10,0,0,2,1,3,29,2,484,2,6,1,330.5,1,1,1,1,0,0,1
99,4,1,1,3,3,9,0,1,2,1,3,29,3,485,3,6,6,334.59927368164,1,1,0,0,0,1,1
9,14,2,1,3,3,9,1,1,2,1,3,29,1,486,2,6,3,334.59927368164,4,1,0,9,0,1,0
9,14,1,1,1,1,9,1,0,2,1,3,29,2,488,4,1,8,334.59927368164,1,1,1,9,0,0,1
9,14,1,1,3,3,9,0,1,2,1,3,29,3,489,5,2,4,334.59927368164,1,1,0,9,1,0,0
99,4,1,1,1,1,9,0,0,2,1,3,29,3,490,5,2,8,334.59927368164,1,1,0,0,0,1,0
9,14,1,1,1,1,9,0,1,2,1,3,29,3,491,5,2,8,334.59927368164,1,1,0,9,0,1,0
9,14,1,1,3,3,9,1,1,2,1,3,29,2,492,3,2,8,334.59927368164,1,1,0,9,0,1,0
99,4,1,1,1,1,9,0,0,2,1,3,29,3,493,3,6,8,334.59927368164,1,1,0,0,0,1,0
9,14,1,1,1,1,9,1,1,2,1,3,29,4,494,5,2,6,334.59927368164,1,1,0,9,0,1,0
9,14,1,1,3,1,9,0,1,2,1,3,29,4,495,5,2,8,334.59927368164,1,1,0,9,0,1,0
9,14,1,1,1,1,9,0,1,2,1,3,29,2,496,4,6,8,334.59927368164,1,1,0,9,0,1,0
9,14,1,1,1,1,9,1,1,2,1,3,29,2,497,4,6,8,334.59927368164,1,1,0,9,0,1,0
9,14,2,1,1,1,9,0,1,2,1,3,29,4,498,3,6,8,334.59927368164,1,1,1,9,0,1,1
9,14,1,1,3,3,9,0,0,2,1,3,29,3,499,5,2,6,334.59927368164,1,1,0,9,0,1,0
9,14,1,1,1,1,9,0,1,2,1,3,29,3,500,4,6,8,334.59927368164,1,1,0,9,0,1,0
9,14,1,1,1,1,9,0,1,2,1,3,29,2,501,5,2,8,334.59927368164,1,1,0,9,0,1,0
9,14,2,1,1,1,9,0,1,2,1,3,29,4,503,5,2,8,334.59927368164,1,1,0,9,0,1,0
99,4,3,1,1,1,9,0,1,1,1,3,29,1,504,3,6,8,334.59927368164,1,1,0,0,0,1,0
9,14,1,1,3,1,9,1,0,2,1,3,29,1,505,3,6,8,334.59927368164,1,1,0,9,0,1,1
9,14,1,1,1,1,9,0,0,2,1,3,29,3,506,5,2,6,334.59927368164,1,1,1,9,1,1,1
1,8,3,1,1,1,9,0,0,2,1,1,29,0,511,2,6,8,334.59927368164,1,1,0,1,1,0,0
99,8,1,1,3,1,9,0,0,2,1,1,29,0,512,3,6,8,334.59927368164,1,1,0,0,1,0,1
99,8,3,1,1,1,9,0,0,2,1,1,29,1,513,2,6,8,334.59927368164,1,1,0,0,1,0,1
99,8,3,1,3,1,9,0,0,2,1,1,29,1,514,2,6,8,334.59927368164,1,1,0,0,1,0,0
99,9,1,1,1,1,9,0,1,2,1,1,29,3,515,4,2,8,334.59927368164,1,1,0,0,0,1,0
99,9,1,1,1,1,9,1,1,2,1,1,29,1,516,3,6,8,334.59927368164,1,1,0,0,0,1,0
99,9,1,1,1,1,9,1,1,2,1,1,29,5,518,5,2,6,334.59927368164,1,1,0,0,0,1,0
99,9,1,1,1,1,9,0,1,2,1,1,29,3,519,4,2,8,334.59927368164,1,1,0,0,0,1,0
3,9,1,1,1,1,9,0,1,2,1,1,29,3,520,5,2,8,334.59927368164,1,1,0,1,0,1,0
99,9,1,1,3,1,9,0,1,2,1,1,29,0,521,3,6,8,334.59927368164,1,1,0,0,0,1,0
99,9,1,1,1,1,9,0,1,2,1,1,29,5,522,4,2,6,334.59927368164,1,1,0,0,0,1,0
99,8,3,1,3,1,9,0,0,2,1,1,29,1,523,2,6,8,334.59927368164,1,1,0,0,0,1,1
99,9,1,1,1,1,9,0,1,2,1,1,29,5,524,5,2,6,334.59927368164,1,1,0,0,0,1,0
99,8,1,1,1,1,9,0,1,2,1,1,29,2,525,3,2,8,334.59927368164,1,1,0,0,1,0,1
99,8,3,1,1,1,9,0,1,2,1,1,29,5,526,3,6,8,334.59927368164,1,1,0,0,0,0,1
99,4,1,1,1,1,8,0,0,2,1,1,29,0,527,3,6,8,331,1,1,0,0,0,0,1
99,8,3,1,3,1,8,0,1,2,1,1,29,2,528,2,6,8,331,1,1,0,0,0,0,1
99,8,3,2,1,1,8,0,1,2,1,1,29,3,529,2,6,8,331,1,1,0,0,0,0,1
99,8,2,1,1,1,8,0,1,2,1,1,29,2,530,2,6,8,331,1,1,0,0,0,0,1
99,8,2,1,1,1,8,1,1,2,1,1,29,1,531,2,6,8,331,1,1,0,0,0,0,1
3,8,1,1,1,1,8,0,1,2,1,1,29,3,532,5,2,8,331,1,1,0,1,0,0,1
99,9,2,0,1,1,8,9,0,2,1,1,29,0,535,1,6,8,331,1,1,1,0,0,0,1
99,9,1,1,1,1,8,0,0,2,1,1,29,3,538,2,6,8,331,1,1,1,0,0,0,0
99,8,2,1,1,1,8,1,1,2,1,1,29,1,539,2,6,8,331,1,1,0,0,0,0,1
99,9,1,1,3,1,8,0,1,2,1,1,29,1,540,3,6,8,331,1,1,1,0,0,0,1
99,9,1,1,3,3,8,0,0,2,1,1,29,2,541,4,6,8,331,1,1,1,0,0,0,0
99,9,1,1,1,1,8,0,0,2,1,1,29,2,542,4,6,8,331,1,1,1,0,0,0,0
99,9,1,1,1,1,8,0,0,4,1,1,29,2,543,5,2,8,331,1,1,1,0,0,0,0
9,14,1,1,1,1,9,0,1,4,1,4,29,3,545,5,2,8,334.59927368164,1,1,0,9,0,1,0
9,14,1,1,3,3,9,0,1,2,1,4,29,3,546,5,2,8,334.59927368164,1,1,0,9,0,1,0
99,4,1,1,1,1,9,1,1,2,1,4,29,3,547,4,2,8,334.59927368164,4,1,0,0,0,1,0
9,14,1,1,1,1,9,0,1,2,1,4,29,4,548,5,2,8,334.59927368164,1,1,0,9,0,1,0
99,4,1,1,1,1,9,0,1,2,1,4,29,3,549,4,6,8,334.59927368164,1,1,0,0,0,1,0
